No.	Phrase	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
77	極為失望	1.733	7.214	0.469	0.647
727	尤其擔心	2.422	7.622	0.439	0.322
881	相當驚人	2.750	8.000	0.829	0.0
1690	可能更適合	6.389	4.938	0.515	0.768
273	十分後悔	1.600	7.375	0.436	0.65
1918	不累	5.356	4.375	0.514	0.494
2068	沒有太差	4.922	4.000	0.675	0.707
455	太麻煩	2.667	6.000	0.471	0.0
1679	可能比較慢	4.214	2.500	0.247	0.559
608	完全對	7.000	5.222	0.0	0.416
715	比較適合	5.333	3.444	0.471	0.497
21	較為不便	4.375	5.078	0.396	0.503
1832	應該沒有幫助	3.857	4.643	0.226	0.44
1465	應該對	5.700	4.100	0.568	0.742
251	稍放鬆	5.611	3.500	0.314	0.707
461	較麻煩	3.188	5.611	0.556	0.458
2038	沒有完全把握	3.722	5.571	0.583	0.776
102	十分好	7.833	6.667	0.408	0.624
356	好臭	3.000	5.556	0.0	0.497
1475	也許輸	4.071	4.583	0.495	0.534
1686	應該比較輕鬆	6.044	2.913	0.406	0.777
1703	本來超擔心	4.500	6.278	0.632	0.853
760	略優	6.143	5.222	0.44	0.583
113	異常好	7.311	6.250	0.635	0.354
637	好漂亮	8.000	7.000	0.0	0.0
832	尤其嚴重	2.300	7.833	0.2	0.226
1534	應該很有趣	7.000	6.056	0.667	0.762
1516	應該挺好	6.186	5.286	0.387	0.525
408	老情人	5.857	6.333	0.875	0.745
1261	完全沒有解決	3.063	6.563	0.165	0.583
1720	可能有點爛	3.578	5.233	0.439	0.833
1869	沒有希望	2.689	5.350	0.491	0.618
1666	可能太愛	6.250	5.000	1.299	0.894
719	十分震驚	3.040	8.167	0.08	0.527
1028	比較沒信心	4.000	4.667	0.0	0.471
1273	完全沒對	3.175	6.063	0.307	0.726
676	異常噁心	1.833	7.550	0.236	0.415
859	更為嚴格	3.363	7.413	0.364	0.271
240	愈怕	2.857	6.822	0.226	0.464
1813	可能沒對	4.533	4.167	0.419	0.292
387	略強	5.889	5.313	0.458	0.496
572	好愛	9.000	6.250	0.0	0.433
834	更嚴重	2.500	8.000	0.5	0.0
2060	不能太相信	4.150	5.133	0.768	0.706
751	愈輸	2.357	5.000	0.44	0.926
1728	可能不支持	4.000	4.563	0.0	0.464
185	稍冷	3.878	3.678	0.529	0.545
1373	還不嚴重	5.000	4.857	0.894	0.833
1857	沒有安全	3.500	4.917	0.559	0.607
723	萬分震驚	2.663	8.163	0.331	0.269
848	較嚴重	3.333	7.444	0.471	0.685
1662	應該最想	5.375	5.583	0.415	0.449
1803	可能沒罪	5.188	4.688	0.864	0.428
2207	沒有太積極	4.420	4.611	0.453	0.787
1379	比較沒顧慮	5.675	4.488	0.479	0.542
1750	應該沒希望	3.600	4.111	0.49	0.994
393	愈強	7.000	6.000	0.0	0.0
844	越加嚴重	2.111	7.750	0.515	0.5
913	尤其不好	2.933	6.063	0.497	0.335
1505	也許很好	5.850	4.600	0.212	0.469
245	蠻怪	3.300	4.713	0.224	0.511
2079	不能完全消滅	3.963	5.100	0.731	0.73
1874	沒有改善	3.500	5.357	0.433	0.58
901	還沒打	4.300	4.600	0.212	0.424
767	略尷尬	4.067	4.125	0.291	0.565
2185	沒有非常漂亮	4.430	5.263	0.992	0.559
189	愈冷	3.000	5.333	0.0	0.471
813	更豐富	7.000	6.000	0.0	0.0
1634	可能太無聊	3.325	3.856	0.455	0.744
2149	沒有非常愛	5.420	5.529	0.739	0.577
78	異常平靜	7.589	1.857	0.311	1.33
1867	沒有利益	4.325	4.556	0.399	0.497
2118	不能太粗魯	4.413	5.138	0.66	0.873
2094	沒有特別強	4.600	4.278	0.397	0.853
598	超羨慕	7.188	7.250	0.242	0.612
1847	不能打	5.167	5.667	0.85	0.553
1418	應該承擔	5.089	4.667	0.509	0.471
2155	沒有完全禁止	4.333	5.000	0.408	0.707
1350	較沒壓力	4.400	4.689	0.503	0.431
2021	沒有最安全	4.722	4.688	0.885	0.899
1226	超級不想	2.556	6.571	0.437	0.678
1157	挺不喜歡	3.111	6.000	0.737	0.0
894	有點不可愛	4.000	3.722	0.0	0.786
948	老不死	1.444	6.700	0.685	0.361
443	超爽	8.500	8.444	0.5	0.497
1823	應該不輸	4.883	4.343	0.344	0.437
1812	可能不對	4.000	4.625	0.0	0.484
1070	超不值得	2.250	7.375	0.433	0.696
1472	本來擔心	4.429	6.063	0.416	0.634
506	超級無聊	2.989	5.560	0.191	0.463
791	太醜	2.444	4.625	0.497	0.484
1748	應該不希望	4.000	4.900	0.0	0.831
1263	還沒解決	4.000	4.750	0.0	0.433
1216	完全沒想	4.222	3.583	0.885	0.607
2058	不好炫耀	4.286	5.025	0.525	0.71
207	極其扭曲	1.989	6.588	0.179	0.362
1627	本來最喜歡	5.333	5.750	0.687	1.006
174	愈有錢	6.700	5.680	0.462	0.658
1944	沒有認真	3.550	5.056	0.472	0.797
216	異常沉重	2.044	6.913	0.134	0.169
965	超沒自信	2.750	6.750	0.829	0.661
1582	可能太臭	2.889	5.300	0.698	0.245
750	越輸	2.363	4.750	0.469	0.433
1557	可能比較勉強	3.722	4.988	0.533	0.729
1287	稍微不滿意	4.000	4.611	0.0	0.567
713	較為適合	5.550	3.910	0.385	0.796
1133	挺不爽	3.000	6.125	0.0	0.781
117	超好	8.444	7.000	0.497	0.667
1479	也許幫助	5.900	4.967	0.233	0.69
433	最清楚	6.825	4.313	0.228	0.655
840	異常嚴重	2.111	8.083	0.567	0.186
953	還沒有死心	5.556	5.750	0.831	0.433
1495	可能太正	6.643	6.083	0.639	0.672
1118	更不清楚	3.000	5.333	0.0	0.471
2134	不太想	3.813	4.167	0.348	0.624
775	比較聰明	6.800	4.375	0.872	0.484
1491	本來蠻支持	5.056	5.500	0.685	0.612
232	好怕	2.500	7.000	0.5	0.0
1207	還不能亂	4.500	5.417	0.447	1.017
1685	可能比較輕鬆	6.200	3.071	0.6	0.979
1724	可能有點蠢	3.875	4.417	0.415	0.344
1404	本來免費	4.556	4.556	0.643	0.643
1545	本來還希望	5.100	4.900	0.772	0.608
2143	沒有還想	4.500	4.444	0.463	1.066
1041	更加不信任	3.063	6.125	0.165	0.599
1399	也許有錢	5.656	5.111	0.313	0.743
1066	最沒風險	5.600	5.789	0.555	0.831
192	完全否定	2.625	5.822	0.426	0.496
617	蠻慘	2.340	6.022	0.448	0.755
2064	不很差	4.500	4.611	0.5	0.657
287	格外珍貴	8.300	6.438	0.271	0.591
252	稍稍放鬆	5.788	2.800	0.232	0.475
1595	應該比較強	6.556	5.278	0.643	0.533
2117	不很理想	3.643	4.729	0.44	0.547
1477	本來輸	4.286	4.938	0.452	0.634
1182	更沒有悲觀	5.271	5.014	0.711	0.794
1737	應該不同意	4.000	4.111	0.0	0.737
334	愈弱	2.811	4.950	0.608	0.712
285	萬分珍惜	8.333	6.560	0.49	0.393
1826	可能沒錯	5.444	4.000	0.497	0.0
1122	還不清楚	4.063	2.750	0.165	0.433
1635	本來有點猶豫	5.000	4.500	0.559	0.408
1672	應該很慘	2.333	5.167	0.236	0.882
679	更為樂觀	7.950	6.183	0.166	0.376
83	挺正	6.611	5.778	0.458	0.583
907	尤其不同意	3.563	6.300	0.527	0.872
975	更不希望	3.750	6.056	0.661	0.956
1076	最不能原諒	2.333	7.000	0.471	0.816
1559	可能還勉強	3.625	4.500	0.484	0.463
1137	超級不爽	1.900	7.688	0.831	0.428
612	好慘	2.000	6.000	0.0	0.0
606	完全違背	1.780	6.843	0.542	0.663
104	尤其好	7.900	6.300	0.328	0.589
1183	比較不痛	4.700	4.000	0.9	0.816
2061	不能完全相信	4.167	5.333	0.624	0.687
1816	應該沒對	3.688	4.214	0.496	0.589
112	略好	5.913	4.625	0.28	0.484
1159	超不喜歡	2.000	7.063	0.0	0.634
17	較為不足	3.438	4.120	0.4	0.936
787	最為艱難	2.375	8.188	0.545	0.556
1561	可能太帥	7.000	5.750	0.0	0.5
672	好噁	2.000	7.000	0.0	0.0
2119	不能太貪心	4.756	5.056	0.442	0.369
1294	極度不樂觀	1.500	6.214	0.667	0.647
100	愈兇	2.667	7.667	0.408	0.527
2020	沒有比較安全	3.888	4.550	0.672	0.529
1033	更沒信心	3.000	5.200	0.0	0.872
1203	相當不開心	2.556	7.375	0.685	0.484
829	很難過	2.000	6.444	0.0	0.497
345	超恐怖	1.625	7.667	0.484	0.471
973	完全沒希望	2.111	6.222	0.994	0.629
1097	較沒效率	4.000	4.000	0.0	0.816
1661	應該很想	6.313	5.000	0.496	0.806
1178	很沒尊嚴	2.778	6.357	0.629	0.44
780	最為艱困	2.067	7.633	0.211	0.429
2075	沒很差	4.563	3.929	0.3	0.728
1522	可能比較安全	6.438	4.286	0.634	0.452
442	最爽	8.444	8.000	0.497	0.0
196	特別吸引	6.156	6.500	0.778	0.463
579	還愛	6.625	6.000	0.65	0.433
1090	太沒有效率	3.167	6.438	0.408	0.39
1929	沒有禁止	5.250	4.625	0.354	0.65
354	較缺乏	3.013	4.600	0.093	0.477
99	越兇	3.000	7.713	0.233	0.392
906	完全不同情	3.625	5.143	0.599	0.639
1079	完全不能容忍	2.222	6.938	0.629	0.726
1154	更加不喜歡	2.713	6.683	0.392	0.484
53	蠻可悲	2.375	6.813	0.65	0.658
1409	本來忘記	4.743	4.575	0.472	0.452
2236	沒有更嚴重	4.540	6.525	0.408	0.728
332	稍弱	3.625	4.222	0.484	0.416
1459	也許遇到	5.088	3.986	0.169	0.083
263	無比信心	8.313	6.938	0.704	0.39
346	極度恐懼	1.411	7.870	0.314	0.623
650	相當緊張	2.333	7.889	0.471	0.314
1818	應該不適合	4.000	3.889	0.0	0.737
1991	沒特別正	4.189	4.163	0.91	0.765
1894	沒勇氣	3.478	5.400	0.452	0.49
1889	不玩	4.643	5.350	0.489	0.566
1840	可能不願意	4.000	4.950	0.0	0.789
1932	不能解決	3.522	4.522	0.408	0.498
2173	沒有最慘	3.050	5.043	0.684	0.57
1388	也許失去	3.833	5.313	0.333	0.428
954	怪不自在	3.333	5.333	0.471	0.471
886	相當驚訝	5.556	8.000	0.497	0.0
1721	可能更爛	2.125	6.067	0.217	0.501
432	相當清楚	6.000	4.111	0.0	0.737
762	較優	7.188	5.733	0.379	0.55
1942	不滿意	2.813	5.688	0.242	0.609
156	較為有利	6.186	5.556	0.242	0.525
987	還沒有忘記	5.444	5.125	0.497	0.781
1947	不能確定	4.678	4.367	0.421	0.812
681	稍許樂觀	5.622	4.500	0.391	1.025
845	越發嚴重	2.333	7.800	0.373	0.245
850	還嚴重	2.943	6.988	0.14	0.816
170	超有錢	7.500	6.938	0.527	0.583
1103	有點不高興	4.000	4.857	0.0	0.639
1719	應該還贏	6.443	5.800	0.565	0.545
1326	好沒興趣	3.833	5.688	0.471	0.704
2244	沒有很爛	4.188	4.786	0.348	0.452
545	愈亂	2.489	6.700	0.446	0.265
239	越怕	2.389	7.113	0.378	0.262
143	較安全	6.500	4.625	0.5	0.484
129	更好笑	6.833	7.000	0.577	0.378
88	蠻正	7.310	6.257	0.33	0.518
178	無比自信	8.460	6.650	0.388	0.283
276	萬分後悔	2.225	6.222	0.259	0.644
722	極為震驚	2.644	8.138	0.517	0.193
2124	沒有很喜歡	4.313	5.000	0.609	0.661
2232	沒有太難過	4.478	4.675	0.413	0.538
887	萬分驚訝	5.263	8.213	0.712	0.369
107	非常好	8.500	6.625	0.5	0.484
48	最可怕	2.000	7.500	0.894	0.5
507	極其無聊	2.444	4.571	0.437	1.015
1357	完全不能鬆懈	5.556	5.889	0.956	0.737
1528	可能比較有效	5.910	5.020	0.729	0.807
522	超舒服	7.333	5.000	0.471	0.756
1739	可能不好	4.000	4.500	0.0	0.463
1974	沒比較了不起	4.260	5.111	0.849	0.698
609	更對	6.671	5.480	0.523	0.293
1328	很沒興趣	3.611	5.375	0.624	0.696
1130	非常不爽	2.333	7.625	0.471	0.484
1804	應該沒罪	5.263	4.229	0.472	0.377
2044	沒好奇怪	4.825	4.700	0.303	0.872
1349	最沒壓力	5.889	5.625	0.875	1.409
517	極為痛苦	1.650	7.933	0.45	0.522
458	挺麻煩	3.289	5.622	0.502	0.549
1943	沒認真	3.950	4.500	0.723	0.463
1038	超沒信心	2.667	7.000	0.471	0.866
928	較不好	4.000	4.000	0.0	0.775
539	更加順利	7.530	5.938	0.398	0.3
1767	也許沒差	5.250	4.000	0.661	0.775
1064	完全沒有風險	6.714	5.000	0.452	1.118
79	稍微打	3.588	6.556	0.376	0.56
1729	本來不支持	5.111	5.313	0.774	0.609
176	完全自由	6.956	5.280	0.479	0.349
1196	越不舒服	3.300	5.583	0.406	0.607
1394	也許好	5.556	4.600	0.369	0.397
340	怪恐怖	2.722	7.389	0.853	0.614
186	稍微冷	3.663	3.556	0.415	0.497
1531	應該比較有效	6.750	6.250	0.433	0.692
388	最強	7.625	6.750	0.484	0.433
1421	應該放棄	3.611	5.000	0.614	0.25
1598	應該挺強	6.556	5.643	0.497	0.44
268	超級帥	7.944	7.444	0.437	0.55
1920	沒有喜歡	4.050	5.167	0.855	0.639
1335	完全沒錯	6.625	5.857	0.484	0.639
1242	很不愛	2.167	6.813	0.471	0.747
476	較喜歡	6.533	5.756	0.499	0.472
1234	最不想	3.857	5.000	0.35	0.707
1126	有點不爽	3.778	4.944	0.416	0.762
1224	特別不想	3.625	6.000	0.484	0.707
1504	也許更好	6.433	4.990	0.616	0.778
1968	不願	3.971	5.125	0.07	0.545
1433	應該差	4.000	4.143	0.5	0.44
1883	不放棄	6.500	5.875	0.577	0.599
2088	沒比較強	4.533	4.533	0.55	0.481
2041	沒完全決定	4.800	4.800	0.26	0.748
924	超不好	2.444	7.063	0.497	0.39
249	完全放棄	1.978	6.525	0.063	0.466
1772	應該沒有差	5.250	3.333	0.512	0.471
1414	可能忽略	4.375	3.813	0.415	0.788
2225	沒有比較聰明	4.563	4.357	0.464	0.693
2241	不能太爛	4.071	5.444	0.175	1.039
1905	不能容忍	2.986	6.600	0.304	0.414
304	完全陌生	2.500	4.778	0.5	0.786
121	較好	7.311	5.344	0.328	0.409
260	愈玩	5.214	6.063	0.525	0.682
1003	比較不怕	5.100	4.500	0.831	0.5
1327	更沒興趣	3.556	6.167	0.437	0.236
993	完全沒改善	3.071	6.563	0.175	0.583
1828	應該沒錯	5.150	4.500	0.776	0.463
1011	怪不怪	4.700	4.400	0.4	0.49
1601	可能比較清楚	5.563	4.375	0.464	0.857
846	極其嚴重	1.789	8.013	0.264	0.127
1870	不能忘記	4.900	6.100	0.393	0.715
306	更值得	7.000	6.000	0.0	0.0
855	更為嚴峻	2.411	7.988	0.378	0.465
389	稍強	6.213	4.980	0.237	0.768
1005	更不怕	5.486	6.410	0.5	0.43
1600	本來很排斥	4.625	5.944	0.545	0.685
926	愈不好	3.444	5.688	0.437	0.609
733	無比激動	5.075	8.456	0.884	0.372
502	有點無聊	3.956	3.757	0.414	0.604
1513	應該更好	6.500	5.786	0.816	0.247
648	有點緊張	3.389	7.100	0.482	0.657
1619	可能很累	3.250	5.063	0.559	0.882
2104	不太清楚	4.367	3.890	0.476	0.808
960	比較沒有自信	4.000	4.688	0.0	0.428
1331	完全不輸	6.400	5.500	0.49	0.5
872	最爛	1.600	6.667	0.49	0.816
1486	本來贏	4.500	5.667	0.577	0.471
333	越弱	2.756	4.940	0.556	0.858
2030	不很冷	4.743	4.167	0.545	0.373
