No.	Word	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
1601	歡呼	7.200	7.200	0.748	0.748
4493	氣呼呼	2.800	7.700	0.57	0.975
2192	漸入佳境	6.400	4.000	0.49	1.41
376	有錢	6.400	5.400	0.49	1.855
3615	猙獰	2.000	6.100	1.225	1.245
3094	撞死	1.700	7.800	0.6	0.748
1158	微笑	6.400	4.600	0.49	1.356
2282	貶值	3.600	4.200	0.49	1.17
510	呵呵	6.000	4.600	0.632	1.855
1494	優美	6.800	5.400	0.4	1.497
560	明亮	6.600	4.000	0.49	1.265
5325	碰傷	4.200	4.300	0.447	1.304
2809	剔除	4.300	4.600	0.4	1.881
660	挑釁	3.200	6.800	0.4	0.4
2733	遏制	4.000	5.600	1.1	0.8
4229	老氣	4.000	4.000	1.1	0.8
3190	誠心誠意	7.300	5.200	0.6	0.98
4497	狗嘴裡吐不出象牙	2.900	5.200	0.652	0.837
3823	隨心所欲	6.500	3.300	1.414	1.483
5149	舊疾	3.600	1.800	1.557	1.304
4578	心煩	3.300	6.800	0.837	1.304
5150	掩蔽	4.300	1.800	0.447	0.837
4806	叛國	3.000	6.000	1.275	1.732
1191	毀敗	2.800	6.400	0.4	1.356
255	分裂	3.600	5.800	0.8	2.04
5455	油膩	2.700	5.200	0.837	1.304
1899	締造	5.400	4.600	0.49	1.2
2383	干擾	4.200	4.200	0.98	0.98
4655	劫掠	2.400	5.600	1.14	1.517
4898	人事不省	3.700	3.400	1.095	1.636
3105	束手無策	3.700	5.700	1.077	1.327
245	仇視	2.000	7.600	0.632	1.02
4791	嫉妒	3.400	5.800	1.194	1.605
2721	毒氣	3.000	4.600	0.63	1.36
541	性情	5.200	4.400	0.4	1.744
5133	破掉	4.000	3.200	1.173	2.49
2264	發動	5.000	4.800	0.0	1.72
3610	腫起來	3.300	6.700	0.975	1.304
2091	功績	6.200	3.800	0.98	1.47
131	仇恨	2.200	7.800	0.748	0.748
5042	死皮賴臉	2.800	4.100	1.151	2.191
3630	得心應手	7.300	4.900	0.671	1.517
2944	姦淫	2.800	6.100	0.4	1.02
4430	沒能力	3.000	6.000	0.632	0.894
1177	損人	3.000	6.200	0.894	0.748
2059	偏袒	3.600	4.800	0.49	1.17
3754	過氣	3.000	4.000	1.0	1.414
1644	齷齪	2.200	8.000	0.98	0.632
2348	輻射	3.200	4.800	0.75	2.23
5499	輕盈	7.000	4.800	0.935	1.095
3517	出神	6.500	4.800	0.775	1.03
3268	苦修	5.200	5.000	0.51	1.673
5373	吵鬧聲	4.200	3.800	0.274	1.037
2858	畏懼	3.300	5.300	0.748	1.47
1255	違約	2.800	5.600	0.748	1.02
3423	留心	4.600	3.600	0.374	1.02
4887	疙瘩	4.300	3.300	0.758	2.139
453	忍	3.800	5.000	0.748	1.673
3347	乞丐	2.800	4.700	1.03	1.939
1055	惶	3.400	6.400	0.49	1.02
1945	妥當	5.400	3.400	0.49	1.5
728	哽咽	3.000	6.400	0.894	1.02
2462	罰金	3.600	4.400	0.49	0.8
3333	徵稅	4.400	3.100	0.86	1.744
4346	年久失修	3.400	2.900	0.548	1.084
2722	求救	3.600	6.000	0.49	0.63
4993	濫砍	2.600	6.600	1.14	2.074
3623	強有力	7.300	7.200	0.837	1.351
5336	無價值	4.600	2.400	0.548	1.14
1951	暢談	5.800	5.400	0.4	1.02
4472	做秀	3.800	4.200	0.4	1.47
2773	激戰	4.000	7.000	0.89	1.26
3112	告誡	4.300	5.700	0.4	1.077
3389	無價	6.200	4.800	1.122	2.379
5442	水嫩緊緻	7.700	5.200	0.908	1.304
4456	謙遜地	6.400	3.500	0.86	0.775
552	拋棄	2.600	5.800	0.49	1.47
682	珍藏	6.600	5.400	0.8	2.245
2884	落淚	4.400	5.000	0.8	1.095
1581	耀眼	6.600	6.400	1.02	1.02
2195	創造性	6.400	4.000	0.8	1.67
3817	過熟	4.400	5.000	1.517	1.414
2778	屠宰	2.800	5.600	0.4	0.49
1740	安定	5.600	3.200	0.49	0.98
5419	雜事	4.900	3.600	0.224	1.71
1402	獎牌	6.800	5.200	0.4	1.327
298	可鄙	2.400	7.400	0.8	0.8
556	放肆	2.400	7.800	0.49	0.4
765	浪漫	6.600	6.000	1.02	1.095
389	污穢	2.400	7.200	1.2	0.98
1627	驚愕	3.600	7.400	0.49	0.49
4729	以偏概全	4.400	2.300	0.894	1.204
2834	麻痺	4.100	3.000	0.2	1.14
1675	說明	4.800	3.400	0.4	1.02
2385	非正式	4.600	4.200	0.49	1.47
1303	緊繃	3.800	7.200	0.748	0.748
3526	切題	5.300	3.100	0.4	1.428
4285	一目了然	6.900	2.800	1.517	1.483
4410	沒法兒	4.200	4.400	0.678	1.744
1437	戰鬥	3.000	7.000	0.894	0.894
405	至高無上	7.600	6.800	1.2	1.47
837	高傲	3.200	6.000	0.98	1.549
497	刺激	4.200	8.000	1.166	0.632
2279	爆炸	3.200	6.000	0.98	1.41
3426	同情心	5.500	4.200	1.14	1.47
2587	血腥	2.800	5.600	0.4	0.49
147	坦白	6.000	5.600	0.632	1.02
2658	暴徒	2.400	6.200	0.49	0.98
4507	搞亂	3.300	5.000	0.837	1.581
4826	善待	6.200	2.900	0.758	1.432
1812	可行	5.600	4.000	0.49	1.41
4622	沾染	2.800	3.800	0.837	1.643
4840	乞討	3.200	4.300	0.758	1.718
5274	懶	4.600	2.400	0.418	1.673
719	倔強	4.200	6.400	1.166	0.8
4334	划不來	3.900	2.900	0.548	1.245
761	栩栩如生	6.800	5.400	0.98	1.96
3955	變嫩	6.300	3.900	1.095	1.517
3148	救命	3.400	8.100	1.625	0.917
2216	實用性	5.400	3.200	0.49	1.17
2404	加重	3.800	4.400	0.75	1.02
3236	熱熱鬧鬧	6.600	6.600	0.86	0.374
531	忠心	7.400	6.200	0.49	1.166
1827	凝聚	5.600	3.600	0.49	1.96
5089	淚如雨下	4.500	4.500	0.5	2.291
316	打破	4.000	6.200	0.632	1.166
417	克制	5.000	5.000	0.632	1.673
4588	淒然	2.500	4.500	1.225	1.225
3090	憂心忡忡	3.400	6.000	0.49	1.095
3467	輕輕鬆鬆	6.600	4.900	0.374	1.356
5429	危困	3.800	4.300	0.57	1.255
1864	資助	5.400	3.800	0.49	0.98
5437	不暗沈	6.600	5.100	0.962	1.432
3545	妙不可言	6.900	5.600	0.97	0.8
2576	監禁	3.200	4.600	0.4	1.02
1794	慰問	4.200	4.400	0.98	1.36
3698	屢見不鮮	3.900	3.000	0.652	1.275
1502	壓抑	2.600	5.400	0.49	1.497
1654	舉行	5.600	3.800	0.8	1.72
3563	得分	7.700	7.900	0.837	1.14
4678	無賴	2.600	6.000	1.294	1.414
2327	派系	4.400	3.800	0.49	0.98
2223	沒有	4.400	3.400	0.8	1.5
155	爭論	3.800	6.600	0.748	0.8
5468	純凈	6.800	3.000	1.037	1.173
4600	卑微	2.700	3.200	1.204	1.304
4098	好心	7.600	3.100	0.962	0.894
5320	不恰當	4.400	3.000	0.418	1.696
2435	制止	4.400	5.800	1.02	0.75
332	目瞪口呆	5.000	7.400	0.0	1.356
5004	蠶食	3.600	3.900	1.14	2.074
5218	憎恨	1.800	8.200	0.837	0.758
365	成就	7.000	6.200	0.0	1.47
968	軟弱	3.600	3.600	0.49	1.2
4140	服服貼貼	6.900	4.800	0.894	1.095
1981	在乎	5.600	4.400	0.49	1.36
3663	塞車	3.300	4.400	0.671	1.517
1029	悲痛	2.600	6.800	0.8	0.98
49	嘻	6.600	5.800	0.8	0.98
2511	頭痛	3.600	5.000	0.49	0.63
3833	癒合	7.300	3.800	0.671	1.304
3745	龜裂	3.900	3.900	0.894	1.245
2916	隱密	5.000	1.900	0.0	0.663
2538	分開	3.800	5.000	0.75	0.63
3261	超凡	7.400	6.900	0.86	1.2
743	恐嚇	2.400	7.400	0.8	0.8
1089	無憂無慮	7.000	3.600	0.0	1.625
2319	道歉	3.600	4.400	0.8	1.36
2832	復發	3.600	4.700	0.86	1.166
4567	閃人	4.600	3.000	0.894	1.414
1680	專家	6.200	4.200	0.4	1.33
4959	髒污	3.500	3.600	0.5	1.817
1098	痛苦	2.400	6.800	0.49	0.748
5498	蒼白	3.300	4.200	0.447	1.304
1645	讚	7.600	5.600	0.8	0.8
4953	笨豬	2.600	4.500	0.548	2.236
2929	不好意思	4.500	3.600	0.447	0.86
5068	咕噥	4.600	2.400	0.548	1.517
4741	嚎啕大哭	3.500	7.300	1.414	1.681
3587	無往不利	7.000	6.500	1.0	1.225
849	偽造	2.600	6.000	0.8	0.894
2959	歡騰	6.700	5.900	0.748	1.114
3870	豐沛	7.200	3.800	0.447	1.643
2664	顛覆	5.200	5.400	0.4	1.62
3652	令人費解	3.600	4.300	0.894	1.204
1090	無關緊要	4.600	3.400	0.49	1.356
2233	下跌	3.200	4.600	0.4	1.02
3877	納悶	3.900	4.200	0.894	1.304
2055	勝任	6.200	3.600	0.4	1.62
206	譏	3.200	6.000	0.4	0.894
1450	機敏	7.000	5.600	0.632	1.497
482	狂躁	2.200	8.800	0.748	0.4
1813	公正	6.600	4.200	0.49	0.98
1397	獎杯	7.400	5.400	0.49	1.356
3542	嬌美	6.700	3.800	0.6	1.03
739	弱點	3.800	4.800	0.4	1.6
4643	瞎眼	1.600	6.200	0.894	1.304
5069	耐看	6.200	1.400	0.837	0.894
1578	嚴厲	3.800	7.400	1.166	0.49
3559	累贅	2.700	6.400	0.837	1.342
2102	巧妙	5.800	3.600	0.4	1.5
2459	受害者	2.800	4.600	0.4	1.02
2692	追逐	4.800	5.400	0.4	1.36
3345	撕裂	2.700	5.600	0.6	1.985
4677	惱怒	1.600	8.100	0.894	1.245
3211	無懈可擊	7.900	7.200	0.663	1.47
5241	狂野	5.600	6.700	1.342	1.396
5340	吵	4.000	4.800	0.612	0.57
5463	柔弱	4.800	2.900	0.975	1.245
369	有用	6.400	5.200	0.49	1.327
3366	簡陋	3.800	3.400	0.51	1.356
346	危	3.200	6.600	0.98	1.02
3893	簡約	6.100	3.800	1.14	1.483
4455	噪聲	3.600	5.000	0.49	1.1
3131	無名	4.600	4.400	0.374	1.02
2460	超出	4.200	5.200	0.75	0.75
2963	合意	5.700	3.600	0.6	1.356
2482	退回	4.000	4.800	0.0	0.4
733	害羞	4.200	4.600	1.166	1.356
1451	機警	7.000	6.400	0.632	0.8
1574	嚴重	3.200	7.000	0.98	0.632
4402	生銹	3.400	2.800	1.14	1.304
4523	欺負弱小	3.100	6.000	0.548	1.173
3059	擊退	5.500	6.900	1.265	0.663
2827	內情	4.900	3.500	0.2	1.673
2651	無形	5.000	2.600	0.0	1.36
996	喜氣	7.000	5.000	0.632	1.414
359	安全	6.400	4.400	0.49	1.2
5080	倉皇失措	3.900	7.000	0.548	2.345
94	錯過	3.600	4.400	0.49	0.8
3605	搞笑	6.500	6.000	1.118	1.458
2119	不忍	4.400	4.200	0.8	1.6
5492	暗變亮	6.600	6.300	0.822	1.255
4436	筋疲力盡	3.000	5.200	0.894	1.939
3861	容納不下	2.800	4.000	1.643	1.225
1562	癡迷	3.800	6.800	0.98	1.72
1689	能力	5.600	3.200	0.49	1.6
4663	仿冒	3.600	3.600	0.548	1.817
594	侵略	2.400	7.800	0.49	0.748
3355	僵持不下	3.400	5.300	0.2	1.288
909	爽	7.200	7.200	0.748	0.748
5306	老態龍鍾	4.500	2.400	0.707	1.673
2866	過早	4.500	3.300	0.447	1.72
2699	口角	3.400	5.400	0.49	1.36
3379	搖晃	4.600	3.200	0.49	1.166
670	活潑	6.800	6.400	0.4	0.8
726	哭訴	2.800	6.800	0.748	0.4
3069	憤慨	2.800	7.000	1.166	0.548
5396	逆行倒施	3.600	3.600	0.652	1.557
2049	謙虛	6.400	3.000	0.49	1.41
4548	犯賤	2.200	5.400	0.758	1.14
2083	首肯	5.200	3.000	0.4	1.55
883	掙扎	3.200	7.400	1.166	0.8
3906	不亞於	6.100	4.700	0.894	0.837
4376	狂爆	3.600	8.300	1.636	1.095
2881	宰殺	4.000	5.300	0.548	1.72
1100	發抖	3.400	6.200	0.49	0.98
2681	招致	4.000	5.200	0.63	1.17
2655	停業	3.400	4.600	0.8	1.96
5495	滑膩	5.000	4.900	0.866	1.342
187	寬恕	6.200	4.600	0.4	1.356
448	岔開	4.000	4.200	1.095	1.72
3974	震撼	5.300	7.600	1.789	0.822
582	知足	6.600	4.200	0.49	1.939
1631	驚歎	5.000	7.600	1.095	1.02
2234	避免	4.200	3.800	0.75	1.17
211	歡送	6.000	6.200	0.632	1.166
3156	強加	4.300	6.100	0.98	0.8
3910	白費	2.800	5.500	1.095	1.5
4169	恬淡	7.200	1.800	0.837	0.837
4466	埋怨	2.800	6.600	0.4	0.49
4062	名不虛傳	7.500	5.500	0.866	1.5
5507	黏膩	2.700	5.800	0.908	1.255
3793	賠錢	2.400	5.800	0.652	1.351
1419	質疑	3.600	5.600	1.02	0.8
3154	痙攣	4.300	4.700	1.166	0.98
3989	美中不足	3.200	4.700	0.837	1.565
4381	身歷其境	6.100	6.100	1.673	0.962
4058	大費周章	3.800	5.000	0.758	0.707
1869	分工	5.200	3.200	0.4	0.98
3798	憂喜參半	4.800	5.500	0.447	1.225
5056	溺死	2.300	8.200	0.975	0.837
3995	出血	2.400	6.800	1.14	1.483
2191	英明	6.600	4.000	0.49	1.1
1318	輕蔑	2.600	6.800	0.8	1.47
976	陳腐	2.800	5.000	0.748	1.673
5228	變弱	3.900	3.000	0.548	1.871
1082	無能	3.000	6.000	0.632	0.894
4856	鬧翻	3.100	6.600	1.194	1.981
3763	漏水	3.100	4.200	0.894	1.483
2696	罷黜	3.600	5.800	1.36	1.72
2679	蒙受	3.600	4.600	0.49	1.02
2552	掩埋	4.400	4.200	0.8	1.72
1441	擁護	6.400	6.000	0.49	0.894
5147	爛爆	1.900	6.200	0.742	1.304
834	高貴	6.600	4.000	0.8	1.414
4133	有意思	6.600	5.300	0.548	0.671
4994	甜膩	4.800	4.000	1.304	2.0
3368	罷課	2.800	6.100	0.872	1.281
4445	惹人厭	1.400	7.500	0.548	1.225
3933	猜不透	3.300	3.700	0.837	1.483
2949	戀戀	5.700	4.200	0.748	2.04
1777	合格	6.400	4.000	0.49	2.1
4384	乖乖	6.300	3.100	0.908	1.342
1895	留意	4.800	3.600	0.4	2.06
5410	玩世不恭	4.000	3.700	0.612	2.225
562	昏沉	3.200	3.400	0.4	1.855
3361	拉出	5.000	2.900	0.316	1.114
4223	不起眼	3.500	2.700	0.316	1.114
5403	胖	4.500	2.800	0.5	1.44
409	低沉	4.600	3.400	0.49	1.855
1024	悲哀	2.600	4.600	0.49	2.154
4292	小心翼翼	5.700	5.900	1.095	1.517
5100	鬧僵	4.200	3.100	0.57	0.742
2814	垮台	2.700	6.300	1.077	1.833
921	甜密	7.000	5.000	1.095	1.897
1349	慶賀	7.000	6.000	0.632	0.894
1193	毀傷	2.600	6.400	0.49	1.356
4168	恍然大悟	7.100	6.900	0.894	0.742
1866	發達	6.000	5.000	0.63	1.67
4889	六親不認	3.100	5.300	1.194	1.396
5439	不黯沉	6.600	5.100	0.962	1.432
841	偏心	3.200	5.400	0.4	1.356
4692	裝死	3.900	5.300	0.894	1.718
671	活躍	6.400	7.600	0.8	0.8
1501	壓力	2.600	6.800	0.49	0.98
595	侵擾	3.000	6.800	0.0	0.4
1378	樂而	6.200	4.400	0.4	1.625
4226	負擔得起	5.700	3.800	0.4	1.625
3707	慘不忍睹	1.800	6.600	0.908	1.14
3459	率真	6.300	4.300	0.812	1.249
2215	奮發	6.600	5.400	0.49	1.36
2285	風暴	3.200	5.400	0.4	1.36
3248	希冀	6.300	6.300	0.748	1.249
4425	欺侮	3.300	6.500	0.4	0.775
2085	鬥志	6.800	5.800	0.4	1.94
771	疲乏	3.000	3.800	0.894	1.939
241	仁慈	7.800	5.200	0.748	2.638
4259	不閃頻	6.400	4.200	0.748	2.638
1008	喪盡	2.800	7.000	0.748	0.632
4439	費解	3.600	4.300	0.894	1.204
3002	富饒	6.500	3.500	0.632	0.894
3997	合情合理	5.600	3.800	0.894	1.304
3258	決斷力	6.600	5.100	0.8	1.744
3348	一廂情願	4.600	4.100	0.97	0.663
4644	訓斥	1.600	6.100	0.548	1.432
1391	熱情	6.600	6.400	1.02	1.2
1028	悲喜	4.400	5.400	0.8	1.356
1270	寧靜	6.200	1.600	0.748	0.8
2793	囚禁	3.000	6.000	0.63	1.1
3859	耐不住	3.600	7.200	1.14	0.57
5166	愧疚	3.400	4.000	1.14	2.0
2422	不應該	4.000	5.000	0.63	1.1
2998	涼快	5.800	3.600	0.4	1.02
4626	太閒	4.600	1.600	0.548	0.894
2807	牲畜	3.400	5.400	1.463	2.939
4779	干戈	3.300	4.300	1.037	1.304
803	缺憾	2.600	6.200	0.8	2.227
2951	責任心	6.700	3.300	1.077	0.872
5066	懶人	3.500	1.600	0.707	0.894
2597	突發	4.000	6.200	0.89	0.98
2841	權宜	5.300	2.800	0.98	0.4
4078	浮誇	4.000	6.600	0.707	1.14
4441	歎息	3.400	3.800	1.02	1.166
3350	沈寂	3.800	2.300	0.927	0.872
1722	福利	6.600	4.000	0.8	1.67
3757	貼切	5.900	3.600	0.548	1.517
5444	好沖淨	6.800	4.600	0.837	1.025
4782	落寞	3.100	2.800	1.14	1.304
3171	群情激憤	3.000	8.200	0.632	0.748
2825	裂縫	4.200	2.900	0.4	1.114
2690	蕭條	3.600	3.600	0.49	1.36
5205	吊兒郎當	4.000	3.800	0.0	1.681
881	掃興	3.200	4.800	0.4	1.833
5298	轟動一時	5.900	7.700	1.245	1.204
4640	喧嚷	3.000	4.900	0.707	1.432
2638	施以	4.800	3.800	0.4	0.98
474	沉著	6.400	3.200	1.02	1.166
1533	虧損	3.200	5.600	0.748	1.855
5291	輸光	2.800	6.300	1.304	1.483
2051	保釋	4.200	3.600	0.75	1.62
2787	失調	3.800	3.600	0.4	1.2
851	動聽	7.000	6.600	0.632	1.2
294	可笑	3.000	6.600	0.632	0.8
3081	搜捕	4.200	6.300	0.748	0.6
5469	素雅	6.200	3.100	0.758	1.245
2624	骨折	3.200	5.000	0.4	0.63
1588	騷擾	3.400	6.000	0.49	0.632
4227	買不起	3.900	4.700	0.49	0.632
3413	最高	7.200	5.600	1.327	1.744
3163	改頭換面	6.200	5.900	0.4	0.8
384	死氣	3.000	5.800	0.632	1.72
2339	不管	4.400	3.800	0.8	1.47
5253	私通	2.900	4.900	0.894	1.517
2747	生變	3.800	4.000	0.75	1.79
5178	畏縮	3.500	2.000	1.225	0.0
3953	釋懷	6.800	3.300	0.758	1.304
2137	獨一無二	6.400	4.600	0.49	1.5
468	攻勢	5.200	6.400	0.4	1.2
3267	從容不迫	6.700	3.800	1.166	1.364
4945	死寂	2.700	3.400	1.304	2.408
3242	開化	6.400	4.600	0.97	1.356
5227	認輸	3.900	3.500	0.894	1.658
203	歸咎	3.200	5.600	0.4	0.49
708	迫害	2.200	7.400	0.748	0.49
3501	入迷	6.100	5.400	0.917	1.356
2090	名聲	5.600	3.200	0.8	1.17
4279	實惠	7.000	4.700	0.8	1.17
3107	散落	4.000	3.300	0.894	1.47
3336	最低	3.500	4.300	1.378	1.6
2950	敬禮	5.600	2.600	0.49	0.8
3096	竊聽	3.700	5.300	0.748	0.748
4793	失魂落魄	3.100	4.300	1.194	1.891
3058	遲滯	3.500	4.200	0.632	1.47
4919	一團糟	3.700	4.700	0.671	2.197
1732	一致	5.200	3.600	0.4	1.02
1994	啟發	6.000	4.200	0.63	1.72
3948	黯然失色	2.900	4.200	0.548	1.643
1205	煩人	3.400	6.200	0.49	0.98
4101	有恃無恐	4.400	4.300	1.342	0.975
2625	殖民	4.000	4.000	0.89	1.67
3372	畸形	2.800	4.700	0.812	1.887
2882	鼓動	4.700	5.300	0.4	1.72
5022	斑點	4.800	3.200	0.447	1.789
1435	戰火	3.000	6.800	0.894	1.47
1302	緊張	3.600	7.000	1.02	0.632
2149	通俗	5.000	3.200	0.0	0.98
1987	人情	5.200	3.400	0.4	1.62
3421	潛心	5.400	2.800	0.49	1.166
916	猜疑	3.200	5.600	0.4	0.8
620	哀痛	2.400	6.600	0.49	1.356
2395	依賴	5.000	3.400	0.63	1.2
4391	周延	7.200	4.400	1.151	0.548
64	成功	8.200	6.600	0.748	0.49
3030	樂事	6.300	4.800	0.4	1.364
1241	誇大	3.600	5.000	0.49	1.265
2811	唾棄	2.800	5.000	0.748	2.191
2382	緩慢	4.800	3.000	0.4	0.89
4383	並駕齊驅	7.900	6.400	1.14	1.387
1974	有名	6.000	4.200	0.63	1.47
5054	赤貧者	3.900	3.400	0.742	1.517
3820	無所遁形	5.800	3.600	0.837	1.342
2022	褒揚	6.200	5.200	1.17	0.98
2475	觸犯	3.600	5.400	0.49	0.49
2799	匱乏	3.600	4.400	0.49	1.2
802	缺德	2.800	6.800	0.748	1.166
5126	尖酸刻薄	2.300	5.500	0.447	1.5
2364	無關	4.600	3.600	0.49	1.62
3959	心疼	2.800	6.300	1.304	1.095
1802	清除	4.000	4.400	0.89	1.36
4707	濫葬	2.600	3.500	1.14	1.0
148	奉承	3.600	5.600	0.49	1.2
3461	微微	5.000	2.000	0.0	0.707
4335	吃香	6.700	5.200	0.908	1.44
3994	水腫	3.000	4.200	1.225	0.837
3651	詞不達意	3.100	4.700	1.342	1.643
3936	漏電	3.700	6.100	1.204	1.517
1504	壓迫	2.800	7.200	0.748	1.166
1314	豪華	6.800	5.800	0.4	1.166
1086	無辜	4.400	4.000	1.356	1.789
1559	懶散	3.600	3.000	0.8	1.789
4554	楞住	4.900	2.500	0.224	1.0
1075	無味	4.400	3.200	0.8	1.6
3895	穩當	7.300	4.600	1.151	1.14
4754	狠毒	2.700	5.400	1.037	0.962
5380	混球	3.100	4.800	0.894	1.754
3574	脫胎換骨	8.200	6.800	1.095	0.837
2943	反常	4.200	3.500	0.245	0.775
2263	指控	3.200	6.400	0.98	1.2
3866	鄙視	1.700	4.600	0.671	1.342
5237	怒髮衝冠	2.400	8.400	1.194	0.652
5483	舒爽	6.500	5.300	0.612	1.44
681	珍愛	7.200	6.000	0.748	1.789
2050	奠基	6.000	3.400	0.63	1.36
1327	骯髒	3.200	4.600	0.4	1.356
3147	走失	3.200	6.000	0.748	0.0
3433	會心一笑	6.400	4.700	0.49	1.077
4726	乞求	2.800	4.300	1.304	2.28
925	疏忽	3.400	5.400	0.49	1.02
3234	纖細	5.800	3.500	0.927	0.632
3075	對不起	2.900	5.200	1.2	2.04
1430	養育	6.200	4.000	0.748	1.673
1507	擊	4.800	6.600	0.4	1.497
656	拷問	2.800	7.000	0.748	0.0
717	倒楣	3.200	5.400	0.748	1.356
4772	難為情	4.300	4.300	0.57	1.857
2859	砍傷	2.900	6.500	0.49	1.414
545	怪誕	3.400	5.800	0.49	1.166
1754	實在	5.400	3.400	0.49	0.8
2326	複雜	4.200	4.000	0.75	1.26
3172	懺悔	4.300	6.300	1.077	1.661
272	心神不定	3.200	6.600	0.4	0.8
2408	弊端	2.800	5.400	0.75	1.36
3699	彆扭	3.200	5.000	1.037	1.458
2723	屈服	3.800	4.600	0.75	1.02
3332	不許	3.500	5.000	0.894	2.098
4592	愚弄	2.900	4.700	0.894	1.204
4260	爽口	6.900	5.000	0.894	1.204
794	笑死	5.400	7.000	1.96	0.894
2656	制服	5.000	2.200	0.0	1.47
4890	萎靡	3.600	3.600	0.894	2.679
3857	盲從	3.100	5.300	1.245	1.483
1114	著迷	5.600	7.000	1.497	0.632
869	強硬	4.800	7.000	1.166	1.265
