No.	Word	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
3167	互助合作	7.100	5.100	0.49	1.114
1682	注意	5.600	4.600	0.8	1.02
3373	吵架	2.900	6.000	0.49	0.837
2612	蓄意	3.400	6.000	0.49	1.41
816	衰	3.600	4.200	0.49	1.166
1415	調皮	5.000	4.800	0.894	1.72
4319	失火	2.200	8.500	0.837	0.866
5033	不純	3.500	3.400	0.707	2.074
5030	挑逗	4.500	5.600	1.803	1.949
4651	傷風敗俗	1.600	5.100	0.548	1.517
2203	直覺	5.000	3.200	0.0	1.6
4582	弄糟	3.100	4.200	0.742	1.643
852	啜泣	3.000	6.800	0.632	0.748
1921	集資	5.200	4.000	0.4	1.9
4265	接地氣	6.100	4.600	0.4	1.9
2672	變相	4.800	4.200	0.4	1.17
164	辱罵	2.400	7.000	1.02	1.673
3727	潦草	3.200	3.600	1.037	1.387
1491	優秀	7.600	6.600	0.49	1.356
358	妄想	3.200	6.000	0.748	1.414
1635	驚擾	3.400	6.800	0.49	0.4
1484	遺憾	2.600	4.800	0.49	1.72
1542	謹慎	6.400	4.200	0.8	1.72
843	偏見	3.400	5.600	0.49	0.49
5267	閒混	3.900	2.700	0.548	1.304
1530	艱險	3.000	7.800	0.894	0.748
4700	存心	3.600	3.700	1.14	1.565
3124	乏人問津	3.600	4.700	1.02	1.661
1160	想念	4.800	5.400	0.4	1.96
1131	雅緻	6.800	4.400	0.748	1.2
3251	紅潤	6.300	4.900	1.077	2.01
3091	唯恐	3.600	5.400	0.374	0.583
2808	通牒	3.600	5.900	0.583	1.497
3592	進退兩難	4.100	6.200	0.894	0.908
2042	關愛	6.200	4.000	1.17	1.1
4269	頂尖	8.600	6.500	1.17	1.1
4899	免談	3.900	4.000	0.894	2.55
2652	限定	5.000	5.000	0.63	2.1
3391	聽話	6.000	3.300	0.447	0.6
491	使勁	4.600	6.400	1.356	0.8
4209	高不可攀	2.900	6.500	1.025	1.0
2062	流利	6.400	3.600	0.49	1.36
461	抑制	4.800	5.400	1.166	1.855
2496	老年	4.600	2.800	0.49	1.17
1174	慈善	7.000	4.600	0.0	1.855
4737	鬆落	3.900	3.300	0.894	1.304
651	恬	5.400	3.600	0.8	2.154
1059	景仰	6.800	5.800	0.4	0.748
4844	超低色散	5.000	3.000	0.0	2.0
1073	無用	3.600	4.400	0.49	1.625
2574	搶走	3.400	5.800	0.49	0.75
308	失誤	3.600	5.400	0.49	1.625
735	容忍	3.600	5.600	1.02	1.02
3516	勳績	7.100	4.800	0.917	2.542
4992	濫挖	2.600	6.600	1.14	2.074
1718	良好	6.800	4.200	0.4	0.98
2709	流出	4.800	3.200	0.4	0.98
4900	甜滋滋	6.200	4.900	0.758	2.302
4372	沉悶	3.300	2.200	0.671	1.037
2755	不和	3.800	4.200	0.4	1.47
4827	胡作非為	3.100	5.400	0.548	1.636
2333	罷工	4.000	5.400	0.63	0.8
1821	生效	5.600	3.800	0.8	1.72
2570	暴雨	3.600	5.600	0.49	0.49
305	失眠	3.000	3.600	0.894	1.855
1285	瑣碎	3.800	4.600	0.4	0.49
1638	體會	6.400	4.400	0.8	1.356
2945	自認為	4.300	4.500	0.748	1.265
1431	魄力	7.000	6.200	0.0	0.748
3714	實事求是	6.000	3.300	0.935	1.204
1793	顯著	5.400	4.400	0.49	0.49
2868	催促	4.500	5.300	0.447	1.47
4433	無趣味	3.400	5.200	0.8	0.98
525	奇特	5.400	5.400	0.49	0.49
2561	誤導	3.600	5.200	0.49	0.4
2975	滿載而歸	6.900	5.600	1.2	1.985
3018	伊甸園	6.300	4.600	1.4	1.594
1022	就緒	5.200	3.600	0.4	1.625
145	抗議	3.200	7.800	0.748	0.748
2842	曲折	3.900	3.700	0.49	0.6
62	打	3.200	6.600	0.748	0.8
1178	損害	2.800	6.400	0.748	0.8
4702	口臭	2.800	2.900	1.304	2.074
4084	特強	8.200	7.400	0.837	0.962
238	仁心	7.400	5.200	0.49	2.315
1124	鈍	3.800	2.600	0.98	1.2
5229	犯愁	3.600	4.300	0.548	1.483
3162	被俘	3.100	5.400	0.663	0.8
2862	圍毆	2.800	6.400	0.4	1.02
3683	違和	3.800	4.200	0.274	1.643
4116	相見歡	7.700	7.400	0.975	1.194
973	陰沉	3.200	3.400	0.4	1.02
4113	捉摸不定	3.200	3.900	0.758	0.894
3918	榮獲	7.500	7.600	0.5	0.894
2358	判刑	3.400	5.000	0.49	1.26
4477	蠢人	3.400	5.400	0.49	1.356
580	玩笑	5.600	6.000	1.2	0.894
4739	拍馬屁	3.500	4.000	1.0	2.398
2779	不合時宜	3.800	3.600	0.4	1.36
4148	負責任	7.700	5.500	0.975	0.354
5201	慢吞吞	4.500	2.800	0.5	1.891
3218	心甘情願	6.700	4.900	0.872	0.663
5353	虛脫	4.100	3.500	0.548	1.803
4816	瘋子	3.900	6.000	0.418	1.969
4248	笨重	2.700	4.100	0.418	1.969
2653	停頓	4.800	2.800	0.4	1.33
3735	銳減	3.500	4.600	1.0	1.387
4220	失真	3.500	3.200	1.0	1.387
1276	摧毀	2.800	7.200	0.4	0.4
2877	競爭者	5.400	3.200	0.8	1.166
1456	激勵	7.200	6.800	0.4	0.4
1617	驚人	4.800	7.600	0.4	0.8
2589	慢性	4.000	3.600	0.63	1.36
2330	阻止	4.200	4.800	0.75	1.17
5206	鬱結	2.900	2.900	1.342	2.133
1060	智慧	7.400	4.000	0.49	1.673
107	白目	2.200	7.200	0.748	1.166
3759	勤儉	6.800	2.900	1.037	1.597
3582	超弱	2.200	6.200	0.57	1.095
757	捐贈	6.400	5.200	0.8	1.72
1383	樂趣	6.400	5.000	0.8	1.549
4943	吹牛	3.900	4.200	1.14	1.643
2384	承受	4.600	3.800	0.8	1.47
1646	讚不絕口	8.200	8.000	0.4	0.632
3101	偷偷	3.800	4.100	0.4	1.356
2573	肆虐	3.200	6.200	0.4	1.17
4658	有種	6.600	4.000	0.894	1.732
329	生疏	3.800	3.400	0.4	1.356
5489	暗沈	2.700	5.200	1.095	1.396
135	反駁	3.800	6.400	0.4	0.49
4621	欺凌	1.900	6.800	0.742	1.304
3486	入神	5.500	3.000	0.447	0.548
3239	彬彬有禮	7.300	5.600	1.077	0.583
377	次要	4.600	5.000	0.49	1.095
5506	黏悶	2.800	5.600	0.758	0.962
2947	鮮豔	5.500	3.500	0.632	0.894
981	創傷	2.800	6.200	0.4	0.748
2377	射擊	4.600	4.800	0.49	1.47
1275	慷慨	6.800	5.800	0.98	0.748
4719	貶黜	3.000	4.300	1.0	2.168
3692	盛裝	7.100	4.900	0.894	1.517
2271	機車	4.600	3.400	0.8	1.36
627	哄騙	3.400	5.600	0.49	1.2
5283	羞澀	5.100	3.000	0.548	1.871
853	執拗	3.600	6.000	0.49	0.632
5289	憂懼	3.400	5.100	0.418	1.432
827	迷惘	3.400	5.000	0.49	2.098
3809	醒目	6.300	6.600	0.447	1.194
2545	分割	3.800	5.400	0.75	1.62
4948	嗜殺	1.900	6.600	1.025	2.51
2657	轟動	4.800	6.600	0.98	1.36
3365	重擊	2.500	6.000	0.447	1.871
374	有益	6.600	5.000	0.8	1.549
462	抑鬱	2.400	5.800	0.8	1.939
4940	自誇	4.000	4.800	0.612	1.304
4429	無能力	3.000	6.000	0.632	0.894
4625	漏球	3.200	3.900	1.151	1.432
378	次等	4.000	4.600	0.0	0.8
2328	刪除	4.000	3.600	0.89	1.2
3555	不礙事	4.900	4.500	0.548	0.866
618	哀怨	2.800	6.000	0.748	1.549
601	保衛	5.800	6.400	0.4	0.49
1360	憤	2.600	7.600	1.02	1.02
2804	緊迫	4.300	7.600	0.6	0.8
3684	鼓噪	3.600	6.600	0.548	1.673
1163	愚笨	3.200	4.000	0.748	1.673
3223	抒解	6.100	4.900	0.49	1.02
490	佳	6.400	4.600	0.49	0.8
3320	辯解	3.600	4.900	0.583	1.828
2695	包庇	3.400	4.600	0.49	1.36
3479	覺察	5.100	3.900	0.2	1.068
3608	準時	6.700	4.400	0.975	1.342
2837	碰撞	4.300	4.400	0.4	1.497
766	消沉	3.400	4.200	0.49	1.72
5313	杜絕	5.100	3.800	0.742	1.304
3374	割傷	3.500	4.900	0.837	2.154
2171	激昂	6.000	6.400	0.63	1.5
1146	傷殘	2.800	5.800	0.748	0.98
1964	捐獻	6.400	4.600	0.49	1.5
1715	地位	5.400	3.800	0.49	1.17
95	幫忙	6.400	5.000	0.49	1.095
3032	安適	5.600	2.700	0.49	0.872
1422	適時	6.200	5.000	0.4	1.265
3782	撐不住	2.600	5.700	0.652	1.605
3540	愛人如己	6.900	5.800	0.583	1.03
1306	腐敗	2.400	5.600	0.49	2.498
1803	休息	5.200	2.800	0.4	1.17
252	分歧	3.200	5.600	0.748	1.625
4199	牛刀小試	7.100	6.300	0.894	1.396
3697	寥寥無幾	2.800	4.300	1.037	1.396
1830	奮鬥	6.600	5.800	0.8	1.72
3702	道地	6.600	2.700	1.084	1.483
1891	美化	6.000	4.200	0.63	1.83
5491	黯沉	2.700	5.200	1.095	1.396
1081	無益	3.800	3.800	0.4	1.47
2099	遵從	5.400	4.200	0.8	1.47
115	混蛋	2.000	8.000	0.894	0.894
4056	叫座	8.500	7.600	1.118	0.418
2403	辛苦	4.200	3.800	0.4	1.17
1531	艱澀	3.200	7.200	0.98	1.327
3485	目眩	4.300	4.200	0.872	1.288
5195	亂講話	3.600	4.200	1.084	1.304
4490	密告	3.300	3.700	0.908	1.204
551	拉緊	5.200	5.600	0.4	0.8
3982	歡度	7.500	6.600	0.866	1.084
2118	不凡	6.000	4.600	0.63	1.2
3531	奴隸	3.200	4.200	0.51	1.288
30	否認	3.600	5.200	0.49	1.166
4373	沒骨氣	2.900	3.600	1.025	0.418
1251	違犯	3.000	5.200	0.632	1.166
476	牢騷	3.400	6.200	0.49	0.98
2079	豁免	5.200	4.600	0.75	1.2
1843	致意	5.200	4.200	0.4	1.6
4434	沒趣味	3.400	5.200	0.8	0.98
349	合宜	6.200	4.400	0.4	1.625
4277	費時	3.500	3.800	0.4	1.625
2584	暴行	3.000	6.400	0.0	0.8
2165	激賞	6.400	5.800	0.49	1.33
1583	觸怒	2.800	7.400	0.748	0.49
4645	死狗	1.100	5.400	0.224	0.894
4616	打顫	4.100	3.400	0.742	1.517
3407	不亦樂乎	7.100	6.900	0.663	0.583
1284	瑣事	3.800	4.600	0.4	0.8
1167	愛護	7.000	5.400	0.632	1.356
3201	光滑	5.600	3.700	0.8	0.872
4052	海派	7.200	4.800	0.908	1.304
892	敗壞	2.600	7.600	1.02	0.8
4293	小康	5.700	4.000	0.837	1.0
1015	寒酸	3.600	4.200	0.49	1.6
4774	焦躁	3.500	6.300	0.354	0.837
2324	控告	3.400	5.000	0.49	1.67
4012	飢渴	2.700	3.400	1.204	1.949
355	好處	6.200	5.000	0.4	1.673
2955	魔力	5.000	3.700	0.0	1.327
2039	清明	5.200	3.000	0.75	1.1
3710	酷寒	3.500	4.300	1.118	1.204
3297	慘敗	1.700	8.100	0.51	0.917
235	不貞	2.800	6.800	0.98	1.327
1797	重要性	5.000	5.000	0.63	1.41
1226	罪惡	2.200	7.000	0.748	0.632
943	細心	5.200	3.600	1.166	1.2
2276	難以	4.000	4.400	0.63	0.8
1088	無精打采	3.600	3.400	0.49	1.356
4825	俗辣	3.400	3.900	0.822	1.884
3412	茂盛	6.200	4.700	0.245	1.6
1442	擅長	6.200	5.000	0.748	1.549
2880	廢物	2.900	6.000	0.8	1.14
5010	獨斷獨行	4.200	3.700	0.57	1.483
1913	保密	5.200	3.600	0.4	1.2
5255	泛濫	3.900	4.000	0.548	1.173
5059	礙眼	2.000	5.400	0.707	2.074
4201	失準	2.900	6.800	0.894	0.837
592	侵佔	2.600	6.600	0.49	1.855
1134	傲慢	2.800	6.000	0.748	1.414
2526	細菌	4.000	4.200	0.89	1.72
1857	允諾	5.400	3.800	0.8	2.04
1413	衝突	3.400	6.800	0.49	0.4
2987	直截了當	5.500	5.200	0.447	1.166
783	真理	6.400	5.600	1.02	1.744
4213	純樸	5.300	4.400	0.447	1.342
806	脅迫	2.600	7.200	0.49	0.4
2855	冷漠	4.000	2.800	0.632	1.166
3376	發洩	3.800	6.500	1.691	0.632
3658	絕佳	8.200	6.200	0.837	1.304
4505	扭歪	3.700	4.000	1.095	1.369
4721	鬧鬼	2.400	7.400	1.342	1.673
5488	塗不勻	3.400	5.700	1.084	1.151
1149	傷感	3.400	5.200	0.49	1.327
1338	噁心	2.200	6.800	0.4	0.748
412	低迷	3.600	3.200	0.8	1.47
4954	狂熱者	4.700	7.500	0.447	1.0
2993	德高望重	7.200	5.200	0.927	1.47
2522	猖獗	3.000	6.400	0.63	1.02
2591	埋伏	3.800	4.800	0.75	1.17
514	和平	6.400	3.200	0.8	1.6
1161	惹惱	3.000	7.200	0.894	0.4
4054	一清二楚	7.100	3.100	1.14	1.432
2763	縱容	3.600	5.200	0.49	1.33
4330	兇惡	2.400	8.000	0.894	1.0
18	不爽	2.800	7.200	1.166	0.4
3854	精簡	7.100	4.200	0.894	1.643
3979	愧對	3.000	5.400	0.707	1.14
635	後悔	3.200	4.200	0.748	2.4
5452	油亮	5.300	4.400	0.908	0.962
5426	割破	4.000	4.000	0.612	0.707
3401	友愛	6.800	4.000	0.4	0.894
2329	危害	3.200	4.800	0.4	1.47
4635	鬧彆扭	3.800	5.000	0.447	1.458
797	紛爭	3.000	6.600	0.632	1.02
1046	惡毒	2.000	7.400	0.632	0.49
791	神經質	3.200	5.600	0.4	1.497
2427	襲擊	2.600	6.600	0.8	0.8
2933	造假	3.400	4.700	0.49	0.98
3732	酷炫	6.800	5.300	1.304	1.204
2148	義不容辭	6.200	6.200	0.75	0.75
2835	尖銳	4.300	3.100	0.748	0.663
5501	嬌貴	6.000	3.000	0.707	1.225
1661	完成	6.400	5.000	1.02	0.63
1353	憂傷	3.000	5.600	0.632	1.02
320	打擾	3.600	5.600	0.49	2.059
4676	冷嘲熱諷	2.200	6.800	1.304	1.304
337	丟棄	3.000	5.600	1.095	1.96
1254	違紀	2.600	5.600	0.8	1.02
3609	肆無忌憚	3.200	6.200	0.758	1.483
5148	舊病	3.600	1.800	1.557	1.304
4176	突兀	4.100	4.700	0.548	1.095
4956	悲歎	3.600	4.200	0.894	1.643
1061	最好	6.800	6.200	0.4	0.748
4488	介意	4.100	4.500	0.548	1.0
1538	鮮明	6.400	5.400	0.49	1.744
697	苛求	3.000	6.600	0.632	1.02
2705	抓住	4.400	4.800	1.02	0.4
3846	鶴立雞群	8.200	6.200	1.304	1.304
786	破滅	3.000	7.000	0.632	1.095
371	有助	6.400	5.200	0.49	1.6
3913	冷落	2.900	4.300	0.548	1.396
4276	耗時	3.500	3.800	0.548	1.396
751	悔悟	3.200	7.000	0.98	0.632
1513	獲獎	7.800	7.000	0.748	1.414
5158	大材小用	4.500	2.400	0.5	2.074
5112	忿怒	2.300	7.100	0.671	1.949
5023	不厚道	3.800	4.100	0.447	1.597
4321	平凡	4.800	2.200	0.447	1.643
2684	酒醉	3.400	5.400	0.8	1.36
1147	傷痛	3.000	6.600	0.632	1.02
3203	安身	5.900	3.900	1.114	0.663
4072	馬馬虎虎	5.100	3.200	0.548	1.304
216	讚揚	7.600	6.600	0.49	1.855
50	嘻嘻	7.000	6.200	1.095	0.748
1525	艱困	3.200	6.600	0.748	0.8
2314	赤字	3.400	4.600	0.49	1.5
3544	心誠則靈	6.300	4.400	0.872	1.068
4417	走好運	7.000	5.800	0.632	1.327
1769	創新	6.200	4.600	0.75	1.36
1358	憎	2.200	6.800	1.166	1.327
4620	猛踢	3.900	6.900	1.14	1.597
4447	煩燥	3.200	7.600	0.4	1.2
2283	絕不	3.400	5.800	1.36	1.17
4235	破損	3.300	3.200	1.36	1.17
5254	勒死	1.700	6.500	0.447	1.5
4928	畏怯	3.400	3.300	0.962	1.643
1750	當然	5.200	4.000	0.4	1.1
2244	犯罪	2.400	5.400	0.8	1.02
5287	愛面子	4.200	4.100	0.274	1.025
3777	滴水不漏	7.200	4.300	0.274	1.565
1621	驚怕	3.600	7.000	0.49	0.632
2183	典雅	6.000	3.400	0.63	1.02
292	可怕	3.400	6.800	0.49	0.4
3189	雅量	7.200	4.300	0.748	1.077
1393	熱淚盈眶	5.000	7.600	0.0	0.49
3029	繁盛	6.500	4.400	0.632	0.8
906	淹沒	3.600	5.600	1.02	1.744
217	讚譽	7.600	6.800	0.49	1.72
4541	善辯	4.900	4.600	1.025	0.548
4679	加收	4.100	3.800	1.025	1.643
1937	守法	5.800	3.600	0.4	1.5
5509	豔麗	5.800	4.500	1.037	1.061
234	不仁	3.000	5.800	1.095	1.166
1112	舒適	6.800	3.600	0.4	1.2
54	願意	6.800	5.000	0.748	1.414
4139	服貼	6.900	4.800	0.894	1.095
4336	各有千秋	6.400	4.500	1.14	1.323
3505	練成	5.700	3.400	0.748	1.393
2140	分寸	4.800	3.400	0.4	1.85
223	上級	4.800	4.400	0.4	1.744
4555	不平衡	4.200	3.600	0.447	1.342
3715	旗鼓相當	7.300	5.000	1.204	1.581
1268	嘆氣	3.200	4.000	0.748	1.265
5259	挺而走險	4.200	5.600	1.304	2.535
1426	震怒	2.400	8.200	0.49	0.748
5123	惹怒	3.600	5.700	0.548	2.729
1009	喪膽	2.800	7.600	0.748	1.02
530	忠	7.000	5.400	0.632	0.8
4043	迎刃而解	7.600	3.200	1.14	1.643
4894	懦弱	3.200	3.600	1.304	1.71
2571	過世	2.400	5.200	0.8	1.47
4813	夭折	3.000	6.100	1.458	1.517
961	貪生	3.000	5.400	0.0	1.497
2761	行竊	3.000	5.600	0.0	1.02
3546	諧調	5.700	3.600	0.98	1.655
1278	榮耀	7.600	7.000	0.49	0.894
5461	柔亮	6.800	4.800	1.095	1.255
959	貪	3.200	5.400	0.4	1.625
5420	矯揉造作	3.900	3.600	0.742	1.71
1225	罪行	2.400	6.000	0.8	0.632
1085	無聊	3.800	3.400	0.4	1.356
101	關懷	6.800	6.400	0.4	1.2
4765	搪塞	3.300	4.000	0.758	2.236
4462	叱罵	2.600	6.300	0.374	1.03
3406	厚道	6.000	4.500	0.447	1.483
2065	有理	6.200	3.600	0.4	1.02
2890	流言	4.100	3.900	0.2	1.114
1770	享有	5.400	3.600	0.49	1.36
1033	悲慟	1.800	8.400	0.748	0.49
1845	愛國	6.800	5.800	0.75	0.75
3166	留情	5.700	4.300	0.4	0.748
4557	憤世嫉俗	2.100	7.700	0.742	0.447
3908	包容	6.700	4.000	0.908	1.458
2229	減少	4.400	3.400	0.49	1.5
4469	惹人嫌	1.400	7.500	0.548	1.225
3309	騷亂	3.000	6.000	0.707	1.817
317	打情罵俏	4.600	6.600	0.49	0.8
2161	高尚	6.400	3.400	0.49	0.8
0	不可思議	5.400	7.200	1.02	1.327
5038	水性楊花	3.100	4.100	1.245	1.597
3302	謊言	2.800	4.200	0.98	1.86
2539	延遲	3.600	4.200	0.49	0.98
1889	開採	5.200	3.800	0.4	2.04
2872	中傷	3.300	6.000	0.748	0.949
3668	傲人	7.000	6.400	0.707	1.517
3773	說不過去	3.000	5.100	0.707	1.14
4142	風騷	3.900	7.900	1.245	1.245
2467	沈重	3.800	4.200	0.4	1.47
4150	香噴噴	7.200	7.100	0.837	0.894
858	寂寞	3.200	4.600	0.4	2.059
3543	鑒別力	5.400	3.800	0.583	1.166
495	刺痛	2.800	6.600	0.98	1.497
5464	柔嫩	6.400	4.200	0.548	0.908
257	厄運	3.000	5.800	0.632	1.47
1304	腐朽	2.800	4.000	0.748	2.0
1321	鄙	2.800	6.200	0.4	1.166
353	好玩	6.200	5.800	0.4	1.166
1705	訓練	5.200	4.200	0.75	1.47
2046	永恆	6.000	3.800	0.63	1.47
4848	癡人說夢	3.600	4.100	0.894	1.557
1805	理性	5.600	3.200	0.49	1.17
3920	臭死	1.600	7.100	0.652	1.342
1011	報仇	2.800	8.000	1.166	0.0
2272	事故	3.000	4.600	0.63	1.5
1309	誤	3.600	4.000	0.49	1.549
3356	搖擺	4.300	2.900	0.748	1.02
1985	親近	6.200	3.800	0.4	0.75
4568	包山包海	6.700	3.300	0.837	1.565
1248	過失	3.000	5.400	0.632	1.625
5007	慘事	2.500	4.600	0.866	1.817
3780	層出不窮	4.400	6.100	0.652	0.894
2540	加深	4.600	5.000	0.8	1.1
3967	抵不過	3.600	3.800	1.14	1.643
1910	注目	5.200	3.800	0.4	1.33
924	甜頭	5.800	4.600	1.166	1.855
472	沉重	3.200	5.800	0.4	0.98
894	殺	1.600	7.800	1.2	1.166
2909	徒然	4.400	3.600	0.374	0.86
4352	死板板	3.500	3.600	1.0	0.894
3884	精準	7.500	6.100	1.0	1.517
4977	暴虐	2.000	7.500	0.707	1.0
3200	酬謝	6.500	5.900	0.775	0.2
2373	代價	4.200	3.800	0.75	1.47
2830	剝削	2.800	6.200	1.122	1.327
4005	沒效	4.200	4.400	0.4	1.2
902	深情	7.200	5.200	0.748	1.6
229	大膽	5.400	6.200	0.49	1.47
2206	耐用	5.600	3.400	0.49	1.36
262	反感	3.600	5.200	0.49	1.47
3824	險勝	6.400	8.100	0.652	0.894
4426	詐欺	2.600	7.000	0.8	1.095
2585	地雷	3.200	5.000	0.75	1.9
1828	革新	6.200	5.400	0.4	1.62
1957	無比	5.400	3.200	0.49	0.98
2831	逼迫	3.000	7.000	1.265	1.095
1888	諒解	4.800	4.000	0.75	1.9
5329	心有餘悸	3.300	5.400	0.908	0.962
696	致命	2.000	7.800	0.632	0.748
1743	實現	5.800	4.000	0.75	1.26
1791	毫無	4.200	3.200	0.75	1.17
4393	奄奄一息	2.600	3.100	1.084	1.636
566	服從	5.400	3.800	0.49	1.47
1490	優	6.800	5.400	0.4	1.356
4654	害人精	2.200	4.600	0.447	1.517
1370	暴怒	1.800	8.400	0.748	0.49
2136	正直	6.600	3.800	0.49	1.17
182	駁斥	2.800	7.200	0.748	0.4
288	出色	7.200	5.600	0.4	1.497
3648	復原	6.900	5.200	0.894	1.643
3352	阻隔	4.200	3.500	0.678	1.732
3717	頗重	4.300	5.000	1.255	1.541
3404	標緻	6.300	3.300	0.6	1.6
4023	退稅	5.900	6.200	1.025	1.643
11	不知所措	3.200	6.200	0.748	1.327
2143	學成	6.200	4.200	0.4	1.47
3005	談笑風生	5.600	3.700	0.374	1.778
3637	痛心疾首	2.100	8.000	0.894	1.458
692	美德	7.400	5.200	1.02	2.315
480	狂暴	1.800	8.800	0.748	0.4
