No.	Word	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
3436	自信滿滿	7.900	6.900	0.8	0.663
3802	頭暈目眩	3.300	4.900	0.671	1.517
1616	驚	4.800	7.000	0.4	1.095
1305	腐臭	3.000	4.400	0.632	1.96
4374	沙啞	4.500	3.600	0.5	1.517
2675	暴跌	3.000	5.800	0.0	1.17
198	親愛	7.400	6.000	0.49	1.265
4653	喧囂聲	3.400	4.200	0.822	1.643
896	淘氣	5.600	5.600	1.02	1.356
1323	酷愛	8.000	7.200	0.894	2.135
2193	富足	6.600	3.800	0.8	1.33
2505	強盜	3.000	6.000	0.0	0.89
4024	一應俱全	7.500	3.200	1.118	1.255
4921	曠課	4.300	2.700	0.274	0.671
243	仇	2.400	6.000	1.02	0.894
3532	孤獨	3.700	2.900	0.51	1.497
4933	冷眼	3.300	3.100	1.396	1.746
1044	惡言	2.600	6.600	0.49	0.49
2648	衝撞	3.600	5.800	0.8	0.75
4278	過短	3.100	4.000	0.8	0.75
173	開玩笑	6.200	5.200	0.748	1.166
2334	過度	4.000	5.400	0.63	1.36
557	放縱	2.800	6.800	0.748	1.166
3092	隔絕	3.700	4.600	1.077	1.02
2224	要求	4.600	3.600	0.49	1.74
4706	如釋重負	7.100	2.400	1.342	1.673
3411	顯赫	6.200	4.800	0.51	1.364
2871	脫落	4.200	3.000	0.748	1.095
328	生動	6.400	5.800	0.49	0.98
544	怪異	3.600	5.000	0.49	1.414
2575	大聲	4.600	5.800	0.49	0.75
4713	人渣	1.000	8.600	0.0	0.894
3144	不義	3.500	5.300	0.447	1.4
212	歡聚	7.200	6.200	0.98	1.47
3434	學成歸國	7.000	5.900	0.837	1.655
1351	憂患	3.200	5.400	0.4	1.2
1607	歡聲	7.200	6.200	0.748	0.98
4486	了解	5.600	3.600	0.49	1.02
1735	主動	5.800	5.000	0.75	1.41
3276	擔待	6.400	4.600	0.735	1.497
254	分散	4.400	3.800	0.8	1.47
597	侷促	4.000	5.600	0.0	1.497
4032	百發百中	7.600	7.100	1.194	1.517
4154	自戀	4.300	4.600	0.671	1.517
4291	大失所望	2.000	7.200	1.0	0.671
4895	共體時艱	6.300	3.800	1.151	1.304
307	失望	3.000	5.600	0.632	1.356
361	安寧	6.200	2.800	0.748	1.327
2155	純淨	6.000	3.000	0.63	1.1
1472	親密	7.600	6.200	0.49	1.327
825	迷人	6.800	6.200	0.4	1.166
3110	咬傷	3.700	5.600	0.98	1.356
718	倒霉	3.200	5.400	0.748	1.356
2946	狂風	4.800	5.300	0.4	2.358
2420	遏止	4.000	6.000	1.41	1.41
632	帥	6.600	5.200	0.49	1.327
3039	明理	6.200	3.100	0.748	1.02
4761	地獄	3.200	3.500	1.483	1.581
2988	中肯	6.000	4.600	0.894	1.319
3886	優越	7.700	6.100	1.304	1.025
2212	消遣	4.400	3.800	0.8	1.17
2011	奪魁	6.600	5.200	1.02	1.72
1295	福氣	7.000	4.400	0.632	1.356
2417	違建	3.200	4.800	0.75	1.17
983	勝過	6.200	5.800	0.748	0.748
5243	煩死	2.700	5.700	1.204	1.204
2096	可喜	6.400	4.600	0.49	1.62
185	嘲罵	2.600	7.400	0.8	0.8
1772	詳細	5.400	3.200	0.49	1.17
5048	混戰	3.900	4.600	1.14	2.191
108	白癡	2.200	7.400	0.748	1.02
4937	亂蓋	3.300	4.400	0.975	2.104
1783	信用	6.000	3.800	0.63	1.33
1967	由衷	5.000	3.800	0.0	1.83
1906	絕無	4.600	3.800	0.49	1.47
5460	俏麗	6.900	4.700	0.962	1.151
2603	貿然	4.000	5.200	0.63	1.33
911	爽快	7.400	6.800	0.49	0.748
5160	隕落	2.900	2.600	1.517	1.517
3342	竄改	3.000	4.200	0.548	1.86
4473	得罪人	3.200	5.600	0.4	1.356
2745	煽動	3.400	6.400	0.49	0.8
2606	進攻	4.200	6.200	1.17	0.98
4180	皆大歡喜	8.600	8.100	0.548	0.742
1478	輸家	3.000	5.000	0.632	1.789
951	處罰	3.400	6.000	0.8	0.894
335	丟人現眼	2.400	6.800	0.8	0.98
3313	退學	2.800	5.200	0.927	2.227
5323	嫻雅	6.200	2.700	0.447	1.718
1116	虛弱	3.000	3.400	0.0	1.855
643	怒氣	2.400	7.800	0.49	0.4
863	強力	6.200	6.400	0.748	1.356
5394	虛幻	4.700	2.800	0.447	1.151
1690	達到	5.800	5.000	0.75	1.41
1536	謝意	6.200	6.000	0.4	1.549
2298	對手	4.800	4.000	0.4	1.41
3533	雜草	4.700	2.300	0.872	1.4
754	挫折	3.000	5.000	0.632	1.897
710	重擔	3.800	7.200	0.748	0.4
2238	限制	4.200	4.200	0.4	1.33
1763	贊成	6.200	4.600	0.4	1.2
4519	發昏	3.700	3.600	0.671	1.636
4443	熱切於	6.200	6.400	0.748	0.49
2197	雀躍	6.800	6.000	0.4	1.1
889	敏感	4.600	5.000	0.8	1.095
5071	濫捕	2.800	3.800	0.447	0.837
2287	病人	4.000	3.400	0.63	1.36
483	私生子	3.200	4.000	0.748	1.265
1995	討好	4.600	4.400	0.49	1.85
4656	流放	2.800	5.100	1.095	1.517
1214	煩擾	3.400	6.000	0.49	1.789
2792	牽制	3.800	5.200	0.75	0.75
4912	憤恨	3.100	6.600	1.245	1.294
22	不當	3.400	5.600	0.8	1.2
3775	實實在在	7.000	3.100	1.173	1.342
3076	背離	3.000	4.000	1.049	1.265
1079	無害	5.600	4.200	0.8	1.47
199	親愛的	7.200	6.400	0.4	1.356
1200	溫情	6.600	4.800	0.8	1.166
3004	相宜	5.400	2.700	0.49	0.872
998	喜新厭舊	3.400	5.200	0.49	1.327
1404	獎學金	7.400	5.600	0.49	2.059
2965	苦思	4.500	3.400	0.632	0.86
2598	動搖	4.000	5.400	0.0	0.8
1647	讚佩	7.800	7.000	0.4	0.632
2035	恭喜	6.800	5.600	0.4	1.02
955	貧苦	2.800	5.400	0.4	1.02
2801	突襲	3.800	5.200	0.75	1.17
950	莊嚴	5.800	3.400	0.748	1.356
535	忽略	4.000	3.800	0.0	1.6
3298	追趕	5.100	4.300	0.8	1.72
1096	痛	3.000	6.200	0.632	0.98
1480	遲到	3.800	5.000	0.4	0.632
5140	除掉	4.000	4.200	1.0	1.924
3909	出言不遜	3.100	7.700	0.962	0.975
5276	掉淚	3.200	5.000	1.095	1.369
3522	足智多謀	7.700	5.200	0.812	0.748
964	貪念	3.600	5.000	0.49	2.098
2332	保守	5.000	3.600	0.0	1.02
297	可愛	7.000	6.200	0.632	1.166
3730	熱死	2.100	6.400	0.894	1.517
3871	乾爽	6.400	2.300	1.084	1.304
5050	野性	4.500	4.500	1.803	1.5
5508	艷麗	5.800	4.500	1.037	1.061
3378	出乎	5.100	3.200	0.2	1.327
2451	動亂	3.200	6.200	0.4	0.75
2425	批發	5.400	3.800	0.49	1.17
1237	解脫	6.200	6.000	0.748	0.894
749	悔改	4.000	6.000	0.894	1.549
4504	內訌	3.100	6.200	1.025	1.483
4068	尚可	6.000	5.100	0.0	0.781
1861	便宜	6.000	3.000	0.0	1.26
4303	弔詭	3.300	4.000	0.57	1.225
3741	憨厚	5.600	3.300	0.962	1.204
5304	反壟斷	5.000	3.500	0.354	2.55
781	真心	7.000	5.600	0.894	2.059
2613	戰役	4.200	4.600	0.75	1.85
742	恐慌	3.000	7.000	0.632	0.894
4378	良莠不齊	3.700	5.300	0.447	1.151
524	奇怪	4.200	5.200	0.4	0.4
4833	炮轟	3.200	6.500	0.57	0.866
1181	搏鬥	3.200	7.200	0.748	0.748
3875	看不慣	2.700	5.400	1.095	1.342
3678	解渴	6.600	5.800	0.894	1.304
4093	不夠看	4.400	4.700	0.894	1.396
3506	盛年	6.000	3.800	0.707	1.288
4703	激憤	2.500	8.600	1.732	0.548
1909	好事	6.600	3.800	0.8	1.47
4333	全力以赴	7.700	6.900	1.255	1.597
3339	後退	4.000	3.100	0.707	1.281
1762	夥伴	5.400	3.200	0.49	1.17
51	隨便	4.200	5.200	0.98	0.4
5213	野蠻人	3.000	5.600	1.369	0.548
4880	狂亂	3.500	6.500	1.061	2.291
2701	觸及	4.600	3.800	0.49	1.6
1838	天然	5.600	3.600	0.49	1.62
372	有害	3.400	5.600	0.49	1.02
4234	為人詬病	3.400	4.700	0.49	1.02
1221	罪人	2.800	6.000	0.4	0.632
3104	囂張	3.300	6.900	0.4	0.917
4112	弱不禁風	3.000	2.600	1.0	1.194
3230	消散	5.700	3.300	1.33	0.98
774	疲弱	3.000	3.600	0.894	1.356
1111	舒服	6.600	3.600	0.49	1.02
1479	輸掉	3.400	5.200	0.8	1.72
4166	叛逆	3.200	5.900	0.837	1.14
250	分心	4.000	4.400	0.632	2.417
4506	望塵莫及	4.000	5.300	0.935	1.095
3399	判斷力	5.100	3.200	0.2	1.327
3386	直率	6.500	4.600	0.837	1.655
547	承諾	6.600	5.200	0.49	1.833
2686	過敏	4.000	3.800	0.63	1.17
790	神經病	2.800	6.400	0.748	1.02
4071	普普通通	5.100	3.200	0.548	1.304
3400	養活	5.700	4.500	0.4	1.924
4522	不屈服	5.800	7.500	1.095	1.118
3053	險境	2.800	5.000	0.812	1.414
5250	不規則	4.700	1.800	0.447	1.304
5029	割斷	4.300	5.200	0.975	1.789
4399	沈迷	3.000	5.200	0.0	1.47
4189	凹陷	4.200	4.600	0.837	1.14
5041	守財奴	3.700	3.600	0.447	1.342
4366	坑坑洞洞	3.700	5.500	0.758	1.581
3070	誘惑	4.300	5.800	0.748	1.122
4371	沈悶	3.300	2.200	0.671	1.037
4796	倒下	3.900	3.600	1.342	1.636
4913	嚇出冷汗	4.100	6.300	0.652	2.11
1728	公平	5.800	4.000	0.98	1.26
3865	跟不上	2.900	4.800	1.025	1.304
5129	弄亂	4.200	3.000	0.758	1.414
398	自信	7.000	5.600	0.632	1.02
1800	正義	6.400	4.800	0.49	1.17
1382	樂極生悲	2.800	6.800	0.4	0.98
5078	鄙棄	1.900	4.500	0.548	1.323
5358	愁苦	3.400	3.500	0.894	1.5
1229	羨慕	6.000	5.600	1.414	0.49
1515	糟	3.400	4.400	0.49	1.2
520	咒罵	2.400	7.400	0.49	0.49
3036	洋房	5.000	1.400	0.0	0.49
2365	縮小	4.800	3.000	0.4	1.26
2202	沈著	5.600	3.000	0.49	1.41
2231	超過	5.000	4.600	0.0	1.74
302	外向	6.000	5.800	0.632	1.166
3495	獨創性	5.700	4.300	0.51	1.778
1392	熱望	6.200	6.000	0.98	1.414
2770	煞車	4.600	3.400	0.8	1.36
1765	增進	5.800	4.400	0.4	1.36
2440	噪音	3.600	5.000	0.49	1.1
4449	嘈雜	3.500	7.600	0.707	1.294
3872	美觀	7.700	3.200	0.975	1.643
2885	鯊魚	4.500	4.600	0.447	2.332
4843	髒話	3.600	5.000	0.652	1.696
222	人心惶惶	2.600	7.400	1.02	1.02
540	怡人	6.000	4.200	0.0	1.6
1806	強大	6.200	5.400	0.75	1.02
2355	彈劾	3.400	5.400	0.49	1.36
3993	天下無敵	8.800	8.100	0.447	0.224
3259	繁茂	6.800	4.800	0.98	2.135
4984	噱頭	4.200	3.900	0.837	1.597
4668	暗地	3.600	2.400	0.894	1.673
237	中斷	4.600	3.600	0.49	1.744
2555	藉口	3.600	4.800	0.49	0.98
3393	為傲	7.000	5.300	0.0	0.748
3149	不值	3.600	6.200	0.735	1.122
1600	歡心	7.200	6.600	0.748	0.49
370	有利	5.800	5.400	0.98	1.356
3601	慌張	2.600	7.400	0.548	1.194
13	不耐	4.000	4.400	0.0	1.625
1159	微醺	5.800	5.200	0.748	1.6
1929	助長	5.400	4.600	0.49	1.74
2484	孤立	3.600	4.200	0.49	0.98
1934	深切	5.000	4.000	0.0	1.26
4066	受益	7.200	4.000	0.837	1.768
2028	廉潔	5.800	3.200	0.98	0.98
846	偷	2.400	5.000	0.8	1.673
5138	不關心	3.500	1.400	1.118	0.548
3180	知覺	5.600	4.600	1.2	1.2
1753	特色	5.600	3.200	0.49	0.98
3222	精確度	6.000	4.100	1.265	1.428
516	和煦	6.800	4.000	0.4	1.265
2849	逐出	3.300	5.800	0.748	1.288
444	完善	6.800	4.600	0.748	1.356
1122	跛	3.200	5.000	0.98	1.673
880	惋惜	3.000	4.400	0.632	1.625
4152	天花亂墜	3.200	5.500	0.447	1.225
3624	強而有力	7.300	7.200	0.837	1.351
4080	狼狽	2.100	5.700	1.14	1.204
1883	建設性	5.800	3.400	0.4	1.2
2930	一蹶不振	2.800	4.100	1.166	2.2
3500	虔信	6.200	4.600	0.748	1.241
1041	惡人	2.800	6.200	0.748	0.98
4652	喧囂	3.400	4.200	0.822	1.643
425	利潤	6.600	5.400	0.8	1.625
4764	空想	3.900	3.300	0.822	1.857
3640	痠痛	2.600	6.100	0.894	1.517
711	陌生	4.000	3.800	0.632	1.166
845	偏愛	5.000	4.800	0.632	1.327
3691	爽玩	7.600	6.900	1.14	1.673
5005	倒坍	3.600	5.800	0.548	2.28
4440	不雅觀	3.200	4.400	0.447	0.894
579	玩耍	6.200	5.800	0.748	1.47
4475	謊話	2.800	4.200	0.98	1.86
542	性騷擾	2.600	6.600	0.49	1.497
3747	縮水	3.300	4.900	0.975	1.342
1822	期許	5.800	4.600	0.75	1.02
1129	陽光	7.200	5.000	1.47	1.897
1757	時機	5.200	3.200	0.4	1.72
278	心碎	2.200	8.000	0.748	0.894
3164	情願	6.200	5.200	0.748	1.166
691	美滿	7.400	6.400	0.49	1.744
1948	熱忱	6.000	4.800	0.63	1.94
537	怕	3.200	6.400	0.748	0.8
3514	神氣活現	7.700	7.000	0.4	0.632
4218	賣座	7.900	7.300	0.4	0.632
4270	勝出	7.400	6.100	0.4	0.632
1499	優點	7.000	5.000	0.632	1.095
4817	推托	4.000	3.900	0.612	1.746
1438	戰勝	7.400	7.400	1.02	1.02
5102	蹩	3.400	3.000	0.548	1.414
4814	鑽牛角尖	3.800	5.200	0.57	2.08
1195	毀滅	2.800	7.600	0.4	1.02
1900	賺錢	5.600	4.600	0.49	1.74
3312	輾轉	4.500	3.000	0.316	0.632
4731	傻瓜	3.100	4.600	1.14	2.881
3622	專注	7.100	3.600	1.025	1.342
1532	艱難	3.200	7.200	0.98	0.748
1976	調停	4.800	3.400	0.4	1.36
1030	悲傷	2.800	6.000	0.748	1.095
1879	及格	6.000	4.000	0.0	1.41
3937	離異	2.900	5.100	0.548	1.517
1643	靈感	6.200	4.200	1.166	1.166
2554	告發	3.800	5.400	0.4	0.8
3914	專精	7.600	5.100	1.084	1.025
4038	易如反掌	8.000	2.800	0.791	1.44
1637	體貼	7.000	5.600	0.632	1.356
5081	放蕩	3.500	3.600	1.118	1.342
3192	芬芳	6.600	3.800	0.97	1.47
4145	剝落	2.200	5.300	0.837	1.204
2030	熱中	6.400	5.400	0.49	1.5
3617	粗淺	3.600	3.200	1.14	1.304
758	效率	6.200	4.800	0.98	1.6
4986	送葬	2.400	5.100	1.673	2.46
31	足夠	5.800	4.000	0.4	1.265
201	戲弄	3.400	6.200	0.49	0.98
4212	特立獨行	6.200	5.800	1.891	1.151
2524	陷於	4.000	4.000	0.63	0.89
5125	不均	4.200	2.800	1.095	2.049
2122	萬能	6.400	4.200	0.49	1.47
5301	偽善	3.600	3.900	0.894	1.025
3850	體無完膚	2.000	6.600	1.225	1.673
2152	平坦	5.200	2.400	0.4	1.36
787	破壞	2.800	6.800	0.748	0.98
2259	警告	3.600	5.000	0.8	1.1
5132	拖垮	3.000	4.100	1.061	1.517
1175	慈悲	5.600	5.000	1.2	2.53
5308	沒完沒了	3.700	4.000	0.758	1.225
1288	疑惑	3.800	4.800	0.748	0.4
1811	明白	5.000	3.800	0.63	1.94
2769	近視	4.200	2.600	0.75	1.5
992	喜怒哀樂	5.000	5.200	0.0	0.4
426	吝嗇	3.400	4.600	0.8	1.02
4666	嚇呆	3.200	4.800	1.483	1.483
1569	難聞	3.600	5.600	0.49	1.02
2937	荒廢	3.600	3.600	0.8	0.49
4745	撕破	3.600	5.100	0.822	1.746
2596	闖入	3.200	6.200	0.4	0.98
1362	摯愛	7.800	6.200	0.748	1.72
2390	縮減	4.000	4.200	0.63	1.17
4851	洩恨	3.200	6.200	0.908	2.019
979	麻煩	3.600	5.000	0.49	0.894
2979	井然有序	6.200	3.500	0.51	1.183
1171	感激	6.800	7.200	0.748	0.748
3509	滿面春風	7.600	7.100	0.583	0.663
408	伶俐	6.800	5.000	0.748	1.673
3628	惡名昭彰	1.200	6.600	0.447	1.14
813	荒唐	2.800	6.800	0.748	0.4
3515	賢慧	6.800	3.300	0.812	1.166
4812	窮凶極惡	2.500	6.300	0.866	1.718
4046	討人厭	1.400	7.500	0.548	1.225
3031	聰慧	6.700	3.100	0.872	1.2
293	可恥	2.400	7.200	1.02	0.98
3878	無能為力	2.000	3.400	0.935	1.517
3556	有過之而無不及	4.400	5.500	0.652	0.791
1946	加薪	6.200	4.600	0.75	1.62
1514	瞧不起	3.200	6.200	0.748	1.6
982	勝利	7.800	7.200	0.748	1.166
4982	離間	3.000	4.300	1.275	1.924
4683	妄動	4.200	4.300	1.037	1.396
4971	模稜兩可	5.000	3.400	0.0	1.673
2852	己見	5.000	3.100	0.0	2.01
4214	起勁	7.000	7.700	0.707	0.837
380	死亡	2.200	6.800	0.748	1.47
4326	用心	7.400	4.500	0.962	1.323
2780	低潮	3.800	3.200	0.4	1.47
3470	心滿意足	7.300	5.500	0.748	1.342
3448	臉紅	5.600	5.200	0.735	1.691
5142	死纏爛打	2.800	5.900	0.758	2.074
946	羞恥	2.600	7.400	1.02	0.8
1367	敵意	3.400	6.400	0.49	0.8
779	疼愛	7.000	6.400	0.894	1.2
2156	懇求	4.600	5.400	0.8	1.02
5268	人人自危	3.600	5.000	0.962	0.707
5111	裂開	3.900	3.600	0.894	2.074
126	壞蛋	3.000	6.400	0.632	1.356
1944	準確	5.800	3.600	0.4	1.36
5107	刺探	4.100	2.400	1.025	0.894
5390	慟哭	2.700	5.600	1.304	0.822
3912	自恃	3.800	5.400	0.758	1.14
1959	去除	4.800	3.400	0.4	1.62
614	叛亂	2.400	7.800	0.49	0.4
3445	興致勃勃	7.600	7.300	0.49	0.678
2534	逼近	4.000	4.200	0.89	1.17
1217	痴狂	4.000	7.600	0.894	0.49
4511	悻悻然	3.900	4.500	0.742	1.225
2611	拘留	3.600	5.200	0.49	0.75
3607	源源不絕	6.500	5.800	1.118	1.351
1279	榮譽	7.600	5.800	0.8	1.47
2927	混沌	4.000	3.900	0.632	1.685
3084	老是	4.700	3.800	0.4	1.86
1223	罪犯	2.600	6.000	0.49	0.632
170	插嘴	3.600	5.600	0.49	1.497
2980	多才多藝	6.300	3.800	0.872	1.166
1263	厭倦	3.200	4.200	0.4	1.6
2874	不肯	4.500	4.300	0.447	1.077
2256	非法	3.000	4.200	0.0	1.47
3011	大喜	7.400	7.000	0.49	0.894
5062	設伏	3.800	3.700	1.037	2.387
196	諂媚	3.400	5.600	0.49	1.356
1095	猶豫	4.200	4.800	0.748	1.47
2767	限度	4.400	3.600	0.49	1.74
2580	過剩	4.200	4.000	0.4	0.89
