No.	Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD	Category
163	小侄女8歲了，很喜歡看書，就像我小時候一樣，所以我怎麼可能不滿足她的這個小小的又是這麼美好的願望呢！	6.333	6.143	1.054	0.639	book
2555	法官今於高等法院頒下判詞指二人行徑實屬橫蠻無理，目無法紀，諉過於人，故認為原有定罪絕對正確，駁回上訴並維持原判。	6.000	5.600	1.0	0.49	news
916	跑遊戲還是差了一點點。	3.667	4.167	0.471	0.687	laptop
2190	每次排計畫時總是很興奮，甚至花了很多時間排出完美計畫，但是反而因為排好了計畫，讓人更加抗拒，更不想做嗎？	4.333	3.143	1.106	2.03	news
1512	無論是對家人或朋友，張芸京總是習慣報喜不報憂，久而久之也變得不知如何表達，「大家都會看張芸京的外在，好像是很堅強的、感覺是打不倒的。	6.125	4.286	1.053	1.03	news
1058	她不否認PO美照及文章，某種程度也是滿足虛榮心，看到贊數不斷累積，代表曝光度越來越高時，很高興。	5.889	5.000	0.567	0.816	news
1668	臺北市議員童仲彥昨天在市政總質詢爆料指出，工信前董事長潘董（潘俊榮）曾送臺北市長郝龍斌太太及前北市文化局長李永萍鑽石，但遭郝龍斌當場反駁「絕無此事」並嗆聲「議員你有種就到外面講，放棄言論免責權到外面講。	3.375	6.667	0.484	0.816	political
255	許多下圍棋的人都會有一個困惑，那就是害怕對手的力量強，趴在戰鬥中吃虧，以及如何增強自己的戰鬥力。	5.444	4.625	0.497	0.857	book
229	呵呵~所以能她說媽媽給我買吧，我看了就很有靈感哦。	6.500	5.750	0.5	0.829	book
1212	事實上，除「朋友巧克」外，日本各大百貨公司的情人節「爸爸巧克」，近年來需求急速攀升，尤其是在三一一東北大地震後，人們更珍惜與親朋好友之間的情感，於是情人節致贈巧克力給父親、家人或朋友的習慣，也逐漸普遍化。	5.556	5.125	0.497	0.599	news
1330	如此，長期以來造成吳信達老師心理上的挫折與自卑。	3.000	5.143	0.0	1.125	news
722	"酒店環境很不錯，服務也很好。前臺的接待很親切，連每一個遇到的清潔工都會主動和你說""你好"""	7.000	4.444	0.0	1.641	hotel
1031	臺灣帶來榮耀，會不會有一堆官員跳出來錦上添花討好處，批評政府只會在選手於國際賽事奪冠時來沾光，當選手默默耕耘時卻是不聞不問	5.000	5.250	0.667	1.392	news
963	白色的，很漂亮，做工還可以	6.000	3.429	0.707	1.4	laptop
652	更可怕的是3日淩晨小偷竟兩次光顧我的房間，而且有鑰匙打開房門，幸虧我上了防盜鏈，沒有進來。	2.556	6.333	0.956	0.667	hotel
1009	開箱即發現USB口一個是壞的，觸摸板左鍵也是壞的，惠普的質量控制體系可以用垃圾來形容。	2.333	6.556	0.667	0.497	laptop
2843	其過程不僅重視學生品德，更建立起學生的健全人格，因此攀登玉山的山野教育也成為水商108新課綱的特色課程，是每一位來到水商學生的必修學分。	6.714	4.714	0.452	1.578	news
1032	潘毅鋒也指，各國接下來都會來沾光，韓國會說「TPA是我們培養出來的菁英」、香港人表示，「TOYZ你真是優秀的香港人」、中國人：「謝謝TPA讓中華臺北在世界上嶄露頭角。	4.889	4.889	1.197	1.197	news
1061	長榮航空總經理鄭傳義表示：「我們很高興民航局再次肯定了長榮航空過去一年的表現。	6.778	5.000	0.629	1.512	news
1503	戰略資源倒數計時，更讓人懷疑有人打PASS將資訊傳達給臺上比賽的選手。	4.000	5.429	0.471	0.495	news
2223	近一年來，Intel處理器缺貨問題嚴重影響了整個PC行業的發展，尤其是筆記本，市場需求旺盛卻得不到滿足，那是相當的憋屈，同時也給了AMD趁虛而入的良機。	4.556	4.556	0.685	1.707	news
1650	英國「經濟學人」雜志於日前刊出「馬英九：笨拙的總統」（Mathebumbler）一文引發熱議，在野人士不免趁勢冷嘲熱諷一番，但國家顏面受損，不見得人人高興得起來，就如民進黨前主席謝長廷18日所言，「我們不該高興，畢竟馬英九是我們的總統。	4.250	5.000	0.829	0.756	political
2158	這場事故，被視為人類史上最嚴重的一次核電事故，而關於這場事故發生的原因以及後來所導致的影響，爭議至今都尚未休止。	3.556	5.250	0.497	0.661	news
860	系統上網，看片相當好，可能是進行了優化。	6.000	5.000	0.471	1.323	laptop
433	如果高速撞擊下，可能我說可能哦，想証明，反對的，請自行測試)會讓車室中的人，比較不用承受，撞擊時的衝擊力道，也增加存活機率！	5.500	5.875	0.5	0.599	car
830	銀帆賓館歡迎您！	6.556	4.500	0.497	0.764	hotel
2727	實際上，人們更多關注於屁對於自身的健康影響，鮮有人關注屁對他人健康的影響，恰恰這種被人們所厭惡逃避的臭屁是對我們的健康有好處的。	5.857	3.750	0.35	1.299	news
2431	然而，在這提倡外向者比較吃香的社會，不管在學校或公司，內曏者無疑是容易被忽略的族群，如果你也有總被當隱形人煩惱，今天的文章將和你分享4種職場內曏者的生存法則。	5.375	3.444	0.484	1.832	news
2072	友好日期是一個新的Windows功能，微軟原本考慮在檔案資源管理器中用會話格式描述日期，使用更為簡單直觀的格式，例如一小時前，而不是建立或修改檔案的實際日期。	6.000	2.571	0.756	1.678	news
2047	今年稍有不同，因為穀歌幾乎肯定會在主題演講中釋出兩款新Pixel智慧機，恰好在典型的智慧機更新週期中增加一個更低成本的選項。	6.000	3.857	0.756	0.99	news
712	酒店、樓下餐廳、酒吧、日式料理都是科技大廈單獨承包出去的。	5.000	3.714	0.471	1.278	hotel
2427	菲軍方司令帕巴若週五表示，當天軍方在南部蘇祿省叢林與阿布沙耶夫武裝分子交火，被阿布沙耶夫扣為人質的荷蘭鳥類觀察員霍恩本欲趁亂逃走，結果被該武裝分子開槍打死。	2.667	5.750	0.471	1.299	news
31	喜歡關於大學講座類的書，只要看到，從來都是毫不猶豫的買了來看，好好品嚐知識和文化的大餐，可以學到很多東西。	6.444	5.111	0.497	0.875	book
1147	經濟部長施顏祥昨出席「中小企業經營問題巡迴列車」時也表示，臺灣遊戲產業已具有很高水準，政府會持續輔導動畫及遊戲行業，並協助企業開發更好軟體，進而攻佔世界市場，盼各界共同支持這項產業持續發展。	5.625	5.750	0.857	0.829	news
476	你可能會得到新人獎其實你說的沒錯不過這必須運用到你的智慧與眼光做出你的風格應該會有收入我有認識2種業務一樣100俱樂部一個能折就折連年終都折下去苦哈哈一個一台車都有辦法留2w笑哈哈2w那個長的很老實說話穩有內容不單只是賣車是假專業汽車顧問這是他的本錢不過事實它是個很會包裝的人~我發現上面有人說訊息月曆電話送禮蠻會談判還能留錢)不做徒勞無功事情ps不會買的客人)祝大家民國100邁向100	5.000	4.143	0.535	0.833	car
2759	由於收購瑞典汽車公司薩博失敗，導致在鄂爾多斯的造車槓桿落空，置換的煤炭資源懸停，最終使多方陷入同一僵局當中，而今這一僵局仍然難解。	3.667	3.333	0.471	1.333	news
1758	相對的，伊朗政府對黑格的提名抱持審慎歡迎的態度。	5.375	3.857	0.484	0.99	political
233	整本書由短小的有趣小故事組成。	5.625	3.286	0.484	0.452	book
1077	醉漢擋道，在車上多停留14分鐘，如果是心血管急症患者，超過6分鐘就可能腦死失救，痛批醉漢失序行徑。	3.000	6.167	0.707	0.687	news
2747	他上週前往東京宣傳時，在當地媒體的逼問下，承認其實拍攝過程中也是即興發揮，噴出了許多小孩不宜的臺詞，不過都不會收錄在電影裡。	4.125	5.000	1.053	1.414	news
2572	隨後聯想集團董事長兼執行長楊元慶又在2019年聯想供應商大會上發表了演講，他在隨後接受鳳凰網科技採訪時談到了最近對於聯想的抹黑和無端造謠。	4.571	3.333	0.495	0.943	news
349	大哥～～有空直接開過去吧.....明顯就是在拖時間～你確定你的維修更換沒時間限制？直接殺到他們營業所比較快～最好還是在他說高雄交車時！	3.571	5.571	0.495	0.495	car
35	這一年的春夏秋冬歡笑痛苦哀傷，五味陳雜生活就是這樣，慢慢流淌，遇到該遇到的人又各奔東西，留下無盡的懷念和記憶，美好而感動	5.667	4.667	1.247	0.816	book
339	大家的建議與分享的結論看起來沒啥問題，我想問題的解決因該不會有問題，或遺症。	5.286	3.556	0.452	1.257	car
1646	政策辯護的能力太差勁，也難怪一宣佈調漲油價、電費後民怨沸騰。	3.444	4.625	0.497	0.696	political
195	深刻的理解了祝勇的一些觀點，總的說來，祝勇對於他人的剖析有理性（對餘傑的批評有些過了），對問題的闡述比較客觀。	4.875	1.875	0.781	0.781	book
551	不錯，周圍很熱鬧	6.250	5.556	0.433	0.956	hotel
404	話說Camry、Teana、Accocd這種大型房車要搭17吋以上的車身比例比較好看，16吋以下有點頭重腳輕的感覺!要是我不會為了省油把18吋、17吋換成16、15吋輪圈!說真的買純汽油的大型房車不要把省油考慮在裡面，不然你會開的很痛苦坐在車室內很舒服，但是一直注意油耗，心理很痛苦XD)!因為計較那一公升差1~2km是沒什麼差別的!	4.222	5.875	0.629	0.927	car
243	奧列傘……一個消滅口吃的地方……一個渴望創造力的波希米亞集市……一場關於愛和理解的換位遊戲。	5.333	4.500	0.667	1.658	book
2887	平時怎麼吃都吃不胖，面色蒼白，手腳冰涼，即使在炎熱的夏天，手腳依然冰涼，常被身邊的人當成解暑的小冰人，還時常會便祕，腹痛。	4.000	3.400	0.0	1.114	news
1449	客委會黃主委表示，能與來自全臺的客家鄉親們一起紀念義民爺，他感到歡喜又榮幸。	6.250	5.875	0.661	0.781	news
556	"1、地理位置鬧中取靜2、如果在五角場附近辦事，交通還算方便缺點：1、房間內有濃重的煙味2、空調滴水剛好在樓下的玻璃鋼瓦上，晚上比較吵3、洗澡水“小水無力”，感覺更像是“跑、冒、滴、漏”的水龍頭3、早餐比較差既沒有""吃飽""的實實惠惠，也沒有""吃好""的豐富多彩)4、毛巾泛黃5、枕頭很尷尬兩個偏高、一個偏低)"	3.600	4.625	1.114	0.857	hotel
2406	那時候英國已經弄完了工業革命，可以生產很多產品，生產了很多東西，才發現還需要一個廣闊的市場，大清國顯然是一個理想之地。	5.889	2.143	0.994	1.552	news
144	我看得頭皮發麻，思想驚悚片不過如此，我在慶幸我們現在過的不是那種生活，不然，寧毋死可是，你要死，老大哥也要讓你愛上他覺得一切都是自己的錯的時候，才準你死這樣的生活，這樣的極權，太可怕了，不敢想像奧威爾是個天才，絕對的天才，我甚至錯覺，他根本就是個先知	5.500	6.143	1.658	0.99	book
141	熱愛生活，熱愛生命。	6.667	3.857	1.054	0.639	book
2063	哥吉拉、摩斯拉、拉頓與王者基多拉等超級物種，如今重新出現在地球，牠們都想爭奪至高地位，也人類陷入生死存亡的危機之中。	3.833	4.500	0.898	1.5	news
810	前臺服務太慢，前臺男生的態度極差，極差；電梯本來只有兩部，卻始終都有一個在維修，上下電梯，每層都停留，有時甚至等兩次才坐得上；房間衛生不好，地面好像不做清潔，衛生間不乾淨，毛巾好像抹布一樣，還有怪味；水杯都是塑膠的；打電話要吹風機和插座，竟然讓客人自己去前臺拿；淋浴噴頭漏水嚴重，打電話告知前臺，竟然派保安充當維修工上來房間察看。	1.625	7.125	0.484	1.452	hotel
1656	黃昆輝：唯有罷免馬英九才能救子孫！	3.556	6.286	1.165	0.7	political
1215	LINE臺灣官方11日緊急透過官方粉絲團澄清，建議使用者不要相信，指出「LINE官方從未跟任何一家公司或團體在該方面進行合作，並請留意勿洩露個人訊息。	4.750	5.222	0.829	0.786	news
1804	文章向美方喊話，指釣魚臺問題事關中國主權，美國必須充分認識到這一問題的高度敏感性，從地區和平穩定大局出發，謹言慎行，不要介入釣魚臺主權問題，不要做任何可能激化矛盾和令局勢更加複雜的事情。	5.000	6.000	0.707	1.0	political
2878	去年包正豪聽山友提到苗栗南莊向天湖有一架著名的陸軍觀測機殘骸，也順道憑弔罹難的觀測中隊副隊長劉傳集少校。	4.000	3.143	0.816	1.245	news
461	請問ALTIS10.5冷車啟動轉速2000RPM是否有問題新車時還不會第一次保養完有換自排油)就這樣了問計師又說正常但公司裡5台ALTIS都沒我這樣高開我朋友的冷車發動也才一千多引擎安靜不吵雜不像我的非常的大聲雜音很多我在想是不是常常高轉速熱車有傷到一點PS機油使用5W50原廠油發車必熱車不開快車10.9兩千轉維持幾秒鐘而已後面會慢慢的掉回一千出頭我的疑問是為何朋友的車不會這樣而我的會是否有辦法調整	3.429	5.429	0.495	1.05	car
2209	香港器官移植行動小組召集人周嘉歡表示，紀念公園是一個讓捐贈者安息的好地方，可讓受惠者拜祭捐贈者，亦讓捐贈者家人感受到至親遺愛人間得到社會的認可和重視。	7.000	4.875	0.816	1.536	news
650	早餐豐富，燙乾絲味道佳，娛樂設施比較齊全，桑拿浴比較豪華，據說在儀徵是最好的，價格也不貴。	6.556	5.143	0.497	0.639	hotel
1612	本次軍演是針對美國航母進入西海而實施，是與投入這一帶海域的美國航母編隊較勁。	5.778	5.333	0.786	1.106	political
1105	設在美國的對華援助協會發佈消息說，陳光誠美東時間11月30日夜間致電對華援助協會會長傅希秋牧師，對陳克貴遭判刑，表達極大的憤怒與譴責。	2.857	6.000	0.639	1.414	news
1114	大阪大學兼任講師井出草平表示，目前拒絕上學的大學生有8成以上在高中時期均正常到校；這些學生大部分均未參與社團活動，一開始就在交友上受挫，最後呈現孤立狀態。	3.571	3.714	0.728	0.7	news
2028	雪上加霜的是，貿易紛爭還會進一步影響記憶體廠商，部分臺灣記憶體公司準備將產地轉移到本土生產，但是時間有限，重組產能的過程並不順利。	3.857	2.833	0.833	0.687	news
2622	工業傷亡權益會總幹事陳錦康先生，因病醫治無效，於2019年5月5日晚上在瑪嘉烈醫院病逝，享年六十歲，主懷安息。	3.222	2.250	0.416	0.968	news
2804	但卻有一些無知的網民，在公眾都在為逝去的生命默哀、救援隊伍仍在日夜不停搜救的時候，在網路釋出一些侮辱性言論、虛假的資訊，造成了惡劣影響，使廣大網民強烈不滿。	2.625	6.143	1.111	0.639	news
459	車是新的，胎也是新的，真是嚇死了，還好後來買車的業務免費幫我換了一條。	5.500	6.125	1.323	0.927	car
2599	航拍機為我們帶來壯麗風景的畫面，但同時亦對飛行安全構成威脅，尤其是部份不守規矩的使用者，隨時會影響飛機和機場的運作。	3.667	3.625	0.471	0.857	news
2451	撒哈拉沙漠是世界上最大的沙漠，在高溫乾燥氣候下逾9,400,000平方公里面積幾乎都是荒漠，雖然可能不適合人們與動物居住，但它相當適合發展太陽能。	6.250	4.571	0.433	1.294	news
736	本人已在該酒店經歷了多次可怕的預訂過程，攜程的協調能力始終使客人深感失望	3.000	5.375	0.0	0.857	hotel
2129	最近我接觸的幾個活躍開源專案，都是西方人主導開發的，他們維護者似乎對UTF-16均有所誤解，或是懶得做全面的支援。	3.556	3.333	0.497	1.155	news
2609	本週一，印尼總統拍板決定將印尼首都遷離雅加達，避免印尼的政治經濟中心隨著雅加達地層下陷問題加劇，在2050年一起沉入大海。	4.500	4.500	0.5	1.5	news
1440	「ELVA」蕭亞軒與柯震東相差12歲的姊弟戀，至今交往半年，2人也常被狗仔拍到黏TT，連柯震東的爸爸也贊ELVA是「很棒的一個女生」，命理師詹惟中分析柯震東蛇年事業運旺，反觀感情運較不穩定；蕭亞軒若感情發生波折，要另找新歡也不難。	5.222	4.250	0.786	0.661	news
2942	前幾天在刷即刻的時候發現了一個GitHub上的專案，該專案名為learnxinyminutes，這個名稱就很簡明扼要——y分鐘學習xxx，一看就很牛。	6.286	5.714	0.881	0.452	news
2634	也就是說三星已經給自己下了最後通牒，要麼5月31日拿出該公司認為滿意的產品給使用者一個答覆，要麼就完全當作沒有預購這回事，一切交給時間來解決。	4.857	3.111	0.35	1.523	news
2649	陳婉玉由代表律師引導作供，說婚後多年遭丈夫暴力對待，丈夫2002年更有外遇，翌年離開她，她曾經要接受心理輔導，作供期間她多次哽咽。	3.000	5.571	0.0	1.498	news
1196	義大副領隊張哲欽表示，這次會面由創辦人林義守親自出馬，期待充分瞭解林益全想法，兩人闢室密談後很快達成共識，最後敲定這筆大型複數年合約，他說：「創辦人肯定益全的拚勁，還鼓勵他就從這次入選經典賽拚起，拿出最佳表現秀給國人看。	6.600	4.400	0.49	0.49	news
1726	習近平發表「準就職演說」，強調「打鐵還須自身硬」，承認黨內貪腐嚴峻，要下大力氣解決；對照由強硬任事的王岐山掌中紀委，常委排名往前靠，一場「肅貪風暴」可能就此掀開。	5.889	5.500	0.737	1.118	political
1627	中日兩國正處於劍拔弩張，隨時都可能擦槍走火，爆發衝突，甚至局部戰爭，蘇貞昌卻要率團訪日，令人不只好奇，更感不解。	3.571	6.000	0.495	0.756	political
1037	十八人沒有請領獎金的法律理由，屬不當得利，提民事訴訟追討。	4.222	4.444	0.786	1.257	news
579	缺點麼，就是隔音不是很好。	4.000	4.429	1.118	0.728	hotel
2910	有些國家為了種種顧慮，刻意予以淡化，荷蘭政府近日就被揪出對難民犯罪資料動手腳，引發軒然大波，司法部次長哈伯斯21日引咎請辭下臺。	3.500	5.778	0.5	1.227	news
2663	中國電信裝置商華為被美國總統川普視為國安威脅，讓華為的業務在海外處處碰壁，川普也呼籲盟國拒絕使用華為產品。	4.111	4.889	0.994	0.994	news
1752	這會使美國及其中東主要盟邦以色列之間的緊張關係更甚。	4.500	4.500	0.5	1.025	political
1171	電玩產業值得投資經營，但也有3成網友表示臺灣還沒準備好。	4.625	5.000	0.484	0.577	news
1960	謝春嬌痛批，北市府自己不去主動問內政部，把問題踢給別人，還騙同意戶說法務部沒回函，同意戶已經無法再次相信市府，她要求本週三以前就要給居民答案，否則將發起抗爭行動。	2.778	6.556	0.416	1.165	political
2070	36氪獲悉，共用住宿平臺木鳥短租今日宣佈已完成數千萬元B2輪融資，由華冠資本領投，老股東達晨創投、梅花創投跟投。	5.556	3.333	0.497	1.886	news
1823	我同意你浪費我們的社會資源嗎?	2.778	6.375	0.786	0.484	political
2243	據路透社報道，三星電子本週二表示，他們當前尚無法確認可摺疊手機GalaxyFold的具體出貨日期，並且就出貨延期向已經預定了這部裝置的美國消費者進行了道歉。	3.667	3.333	0.667	1.563	news
2369	前不久，知名爆料網站Slashleaks分享了一批小米手環4渲染圖，顯示其搭載了一款OLED彩色顯示屏，下方的小圓圈觸控按鍵不再凹陷，而是一體式。	5.500	4.667	0.5	1.826	news
1636	試想，當年新聞局官員郭冠英用筆名在網路上撰文，被公懲會認定「其言論顯與公務員身份不相宜，影響政府機關形象至巨」，就予以撤職處分；施文儀如今不斷惡意批評政府與政策，難道不應該處分嗎？此外，施文儀是凱達格蘭學校國策班第一期，是民進黨刻意栽培的對象，2008年之後馬政府繼續重用，足證國民黨用人不分藍綠，這固然值得肯定，不過類似施文儀這種人如今還有很多，他們對於政府政策，或是陽奉陰違，或是無形抵制，或是明譏暗諷，或是公開反對。	3.000	6.333	0.707	0.816	political
1686	學位的傲慢加上迷信文宣，這乃是馬政府失敗的關鍵，也是國民黨新北市、臺中市、臺北市三個天王博士長掛車尾的原因。	3.500	4.714	1.0	1.578	political
1596	然而因國營事業員工對績效獎金縮水反彈強烈，立法院上週也通過親民黨團要求政院將績效獎金發放覈演算法制化，未來只要政院提出覈算辦法，國營事業績效獎金就不需遵從立院決議的一.二個月上限，引來「績效獎金敗部復活」疑慮。	4.125	5.222	0.927	0.629	political
1033	相關新聞：史上最高金額「英雄聯盟」電玩賽「臺北暗殺星」奪冠！	6.714	6.375	0.881	1.218	news
591	小寶寶們準備了塑膠的餐具，很周到。	6.625	4.250	0.484	0.829	hotel
1871	她呼籲一月十三站出來，告訴無能政府，趕快召開「國是會議」。	3.889	4.571	0.737	1.294	political
768	希望攜程網有所改進。	5.000	5.625	0.667	1.111	hotel
1417	不過自曾政承於二○○一年拿下世界大賽冠軍以來，國內遲遲無法將電競比賽納入體育正式項目，老、中、青電競國手急盼政府儘速實行，憂心這波熱潮不知能被關心多久。	4.375	4.500	0.484	1.118	news
1666	陳致中強調，「從陳沖最近幾次的發言（包括不贊成不運動就是懶、四大基金虧損不改善他願負責等）讓我們看出他應該不是無感，他應該有理性的思維、獨立的判斷，也知道大多數民意的期待與想法，儘管內閣滿意度很低，但我在想如果他能夠獲得更多授權與施政空間，我相信他可以把工作做得好一點」。	4.375	4.556	0.484	1.257	political
1076	老翁家人說，還好後來送醫治療後已無礙，「幸好只是骨折，不是心臟疾病，否則後果不堪設想」。	5.889	3.857	0.875	1.125	news
1699	明明就是一個人才國家沒辦法利用他真的是國家的損失	3.667	4.500	0.471	1.5	political
590	服務也不錯，效率很高。	6.889	6.286	0.567	0.7	hotel
1832	王金平籲國企員工共體時艱對於中油、臺電等國營事業工會到立院抗議，立法院長王金平受訪時表示，國營事業績效獎金被刪，一定會有人覺得不公平，但立法院做這決定，也是經過長久討論，好不容易產生共識，盼員工們共體時艱。	5.500	4.000	1.025	1.195	political
1178	而若政府想協助遊戲產業的推動，網友「小豬Ted」則建議「先從減少代理韓國遊戲開始。	5.625	4.143	0.857	1.245	news
2943	多家科技巨擘承諾採取新行動，以剷除網路極端主義內容，不過，美國白宮今天表示不參與這項國際行動，但強調華府支援倡議目標。	4.800	4.167	0.4	0.687	news
2935	一名日本旅客日前來臺旅遊，與其他車輛擦撞，原本愁於無法應對，沒想到遇到英文流利的女員警實習生出面解圍，讓日籍旅客如釋重負，最後還合影留念，留下難忘回憶。	7.500	6.143	0.5	0.639	news
2360	白白白熊深層滋養皮革，另皮具持久如新~網易考拉目前拼購售價9.9元，近期入手好價，需要的值友可以關注下~	5.286	3.000	0.452	1.604	news
1622	天主教新竹移民及外勞服務中心主任、澳洲籍神父吳嘉德表示，今天是「國際移工日」，但臺灣的移工權益卻屢遭忽略。	3.333	5.250	0.471	0.661	political
162	佩服作者的奇思妙想...衷心希望心情總是不好的人們能夠笑對人生其實真沒什麼過不去的坎兒~	6.000	4.625	1.225	1.495	book
2719	火火的珊瑚缸裡最惹人厭的就是垃圾葵了，垃圾葵是鬼手葵屬的一類海葵，長得醜，增長速度還很可怕，被海缸養殖愛好者調侃為垃圾葵。	3.667	4.222	0.471	0.916	news
177	廖亦武是在一年多前歷盡艱辛逃離，後來在德國受到庇護。	4.667	5.143	0.816	0.833	book
81	對心理方面的書籍一直比較感興趣，有朋友推薦我看這本書，於是我就買了，覺得很不錯，裏面的內容很實際，讓我找到自己的人生中不好的模式，並在慢慢改正中，第一次看一口氣就看到了底，但是這樣雲裏霧裏的，後來又慢慢看了一遍，終於悟懂了，而且現在還推薦我的很多朋友都看，並堅信只要你相信，只要你願意去改變你自己，你很可能就可以改變命運！	7.000	5.625	0.894	0.696	book
373	請注意是定期運轉而非每日運轉，其實只要下雨天就必須開冷氣來除玻璃起霧就可以了，或是每週開一次冷氣，冷天開冷氣一樣會增加油耗，而且是脫褲子放屁多此一舉，先把空氣經過冷氣風箱把空氣變冷，再經過暖氣風箱把冷空氣加熱，吹出來是暖氣，所以除了因下雨需第一段把空氣變冷加除濕外，其他時候無須用壓縮機去做空氣變冷的動作。	4.125	5.286	0.927	0.881	car
614	服務生很周到，攜程和酒店的合作應該很好，有水果送，又可以免費洗燙2件衣服，而且速度很快，我們去的時候有人開會，估計佔了很多房間，沒有相應的房間了，酒店免費給我們升級，入住商務房。	7.000	5.556	0.707	1.165	hotel
559	希望下次入住時您能感受到我們的改進!我們期待您的再次光臨!祝心情舒暢	6.444	3.500	0.685	0.764	hotel
1342	男友不滿女友要分手，趁談判的時候，拿刀挾持女友，並把跟女子一起去的朋友趕到門外，朋友報警，還聽到女子在屋內不斷喊叫，警方趕到現場敲門，男友在租屋處縱火，現場還發出巨大爆炸聲響，男女活活被燒死在屋內，雙方家人都不敢相信男子這麼殘忍，警方初步瞭解，死者雙方在女子工作的髮廊認識，男友常常暴力毆打女友，最終沒談成分手，引發悲劇。	3.143	5.375	0.639	1.495	news
679	也許他們似乎有足夠的理由.	4.750	2.600	0.829	0.8	hotel
861	是眼睛太累了，朋友給我見證了一下是晃的厲害這樣太傷眼睛了，其實去年剛出的時候我買了一臺用起來很好	4.333	4.500	1.414	0.707	laptop
732	還算舒服，早餐口味也不錯。	7.000	3.286	0.0	1.03	hotel
1051	22歲曾姓男子不滿女友提出分手要求，深夜跑到女友家要求複合遭拒，激烈爭吵驚動鄰居，向警方報案；不料曾某不但和警方發生推擠，甚至用手電筒敲打員警的頭，吃上妨害公務官司。	3.111	5.286	0.875	0.7	news
560	商務間，說是給攜程的年終優惠，意外地滿意。	7.000	6.375	0.667	0.696	hotel
280	改正錯誤，從現在做起。	5.375	4.000	0.696	0.926	book
2812	在南京地鐵上，一名中年男子給老人讓座後，特看不慣身邊一個沒讓座的小夥子，甚至以蹺二郎腿腳尖對著我為理由，踹了小夥子一腳。	3.556	5.125	0.497	1.053	news
2252	我，36歲，駕齡3年，4w公里朋友A，35歲，駕齡6年，15w公里A約我五一出去旅遊，正好我老婆帶孩子還在老家休哺乳假，於是我就答應了。	5.429	2.714	0.495	1.578	news
2583	Uber週四保守設定IPO的發行價在每股45美元，估值為824億美元，以因應近來美股大跌，和競爭對手Lyft上市後股價低迷的前車之鑑。	4.556	4.000	1.066	1.414	news
2073	4月30日公佈的網商銀行年報顯示，2018年，該銀行的淨利潤為6.7億元，在目前所有已公佈年報或財報的銀行中，利潤幾乎墊底。	3.500	3.000	0.707	1.414	news
2862	以前我也曾和他們一樣，深陷親子關係的泥沼中，用盡所有的本事和資源，仍沈溺在無助中，有時絕望到想乾脆死掉算了。	1.857	7.667	0.833	0.943	news
