No.	Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD	Category
2371	35年前，研究人員提出一個理論認為一個街區出現塗鴉、廢棄的建築物、乞討以及其它失序的訊號會導致人們犯下更多的罪行。	3.500	4.857	1.0	1.245	news
415	市場領先的品牌，享有發球權，高興怎麼定價就怎麼定如果這個品牌願意在安全配備上大放送，那所有的車廠就會被強迫跟進市場落後的品牌，為了突顯差異化只能不斷強化配備、降低價格，但不會改變市場的口味現在可以讓台灣汽車消費者在安全配備上更進化的角色有兩個一個是政府，一個是Toyota....前一個我不敢奢望，後一個讓我失望，就這樣	3.000	4.500	0.5	1.225	car
537	所以陪她去看這兩年發現老福特tierra真的是比小孩喝汽水喝得快每週都在加油我不是計程車司機喔!所以決定要換車但跟女王的suv款拉鋸上月初她才同意我買Prius我太寵她太順她結果她意見挺多所以奉勸未婚的朋友要man一點先以免跟我一樣變成)偏偏碰上這尷尬的年份車款切換時期真無奈	4.000	4.000	0.0	0.866	car
975	裝顯卡，裝完顯卡，電腦就沒聲音了，今天重裝系統四次，搞得鬱悶死了，，，第三次才發現顯卡驅動和聲卡驅動衝突，然後在官網下了前一個顯卡驅動，終於搞定了，沒有衝突	5.667	6.571	0.943	0.904	laptop
669	最近本酒店新上任的新加坡籍行政主廚，正在根據客人的反饋對菜餚進行改進，同時近期也有不少新的餐飲促銷推廣活動，相信下一次的體驗肯定不會讓您失望。	6.429	4.833	0.495	0.687	hotel
2471	義大利發生旅遊大巴翻車事故已經導致1人死亡杭州網據俄羅斯衛星網報道，一輛旅遊大巴在義大利錫耶納地區發生車禍，造成1人死亡。	3.125	5.889	0.781	0.994	news
941	外觀是藍色的，其實本人更喜歡黑的，只是沒有。	4.000	3.714	0.816	1.161	laptop
1669	郝龍斌妻子高閬仙和李永萍昨均嚴詞澄清，高閬仙透過北市府發言人張其強表示，童仲彥濫用議員身分，躲在言論免責權的保護傘下，做出毫無根據的指控，她個人非常憤怒，今天上午將委請律師提告，並要求連帶損害賠償。	3.556	6.600	0.956	0.49	political
592	位置還比較好找，交通、娛樂、購物都比較方便，服務一般化，進門都沒人理，房間太小了，隔音很差，早餐品種太少又不好吃，弄髒了一塊小毛巾又不是洗不掉就讓我陪10塊錢，房費已經預付了，結帳時只需要退我押金就好了，結果等了將近半個小時，前臺就一個人，對這個酒店很失望！	2.222	4.667	0.916	1.491	hotel
2218	不設防的資料為SmartThings和Bixby的原始碼，同時更有AWS帳號的證書，有心人可以藉此獲得三星員工的GitLab權杖，並進而再獲得其他許可權。	4.333	2.000	1.106	1.0	news
180	有時候，一本好書的標準不是情節多麼跌宕起伏，場面描寫多麼宏偉，蘊涵的社會意義有多深，這些，在很多時候都不是讀書的目的。	5.500	5.000	0.5	0.866	book
1307	他們創造榮耀外，也成功將臺灣、中華民國推上世界舞臺，做了一次精彩的「電玩外交」。	6.875	5.429	0.599	1.178	news
1989	笑死人這些委員也是一票一票投出來的罷免可以拿出正當理由吧理由在哪?	3.000	5.833	0.667	0.687	political
2365	有段時間沒跟兄弟們聊酒了，我裝今天打算兄弟們喝個痛快，就我們已經準備好了，就等著大家跟我們一塊兒來散德行了！	6.000	6.571	1.069	2.195	news
709	感謝您對我酒店的關注與支持，期待您的再次光臨。	6.857	4.556	0.35	1.165	hotel
2928	去年在亞運成功衛冕的石偉雄賽後表示，這一面獎牌等了十年，今次第一次運用新動作，感到好大壓力，雖然順利完成，但仍然有很多瑕疵，他會努力改善。	6.857	5.429	0.833	1.761	news
2480	無獨有偶，在對數萬張乳房X光線照片進行訓練之後，由MIT開放的深度學習模型可以更精準地識別乳房組織的細微變化，並確定這些變化是否會在五年之內發展惡化成為癌症。	6.750	4.000	0.433	1.414	news
347	目前新一代CAMRY的旗艦定位車款就只有2.5G車型可以擔任了...搭載於CAMRY上的足踏式駐煞車是機械式的，踩第一次鎖定，踩第二次就能釋放駐煞車了非常感謝大家的熱烈回應，小編必須要做的是盡量將新車的細節分享給大家，當然每個人都有所偏好，有些人若是不喜歡送他也不願開...買車是看需求，各種級距車型鎖定的客層與定位也不盡相同尤其現在安全防護意識抬頭，CAMRY此次改款能否持續擄獲人心？相信之後的銷售量會給大家答案的～	5.778	5.000	0.786	1.195	car
936	你的手機安全預防措施，保護程度應該和用電腦上網時一樣穩固。	5.500	4.125	0.707	0.927	laptop
2081	5月7日訊息，近年來，隨著監管深化，網貸行業持續不斷地調整，截至今年4月，正常運營的網貸平臺數首次跌破千家。	4.800	5.333	1.47	1.333	news
2784	中新網呼和浩特5月23日電23日，內蒙古自治區紀委監委對外通報了與黑惡勢力沆瀣一氣的副市長路智的具體違法違紀細節。	3.625	4.333	1.111	1.247	news
1106	大陸官媒報導，陳克貴當庭表示不上訴；但陳克貴父親陳光福對兒子「被宣稱」不上訴，以「肯定有戲」表達質疑。	3.556	4.286	0.831	1.03	news
1370	前職棒球員一度不願證實，最後才證實「過去式了」，但對曾是球隊投手的棒壇明星涉嫌盜林，感到惋惜。	2.778	5.250	0.629	0.829	news
365	我很喜歡老的206/306/505...只是我比較想開車，而不是跟修車廠的技師成為好朋友。	4.222	4.375	0.786	1.111	car
382	小弟趁今天去保養車子時，順便跟原廠員工聊天小弟想瞭解一件事，ALLnewCamry的配備這次這麼差，倒底是日本原廠的意思，還是台灣總代理的意思員工也很誠實的說是台灣總代理的意思所以小弟差點誤會日本原廠和泰啊台灣人民的生命這麼不值錢嗎不值到連安全配備也要拿掉嗎，還不能選配連原廠員工都很失望	2.875	6.333	0.331	0.745	car
1078	新北市消防局緊急救護科說，救護車出勤若遭遇攻擊，攻擊者涉嫌妨害公務，如果救護員受傷與車輛受損，還構成傷害、毀損罪嫌。	4.333	6.125	0.943	0.781	news
1705	不過由於臺聯黨團堅持反對，因此並沒有達成協商共識。	3.500	4.667	0.5	0.471	political
2559	但是在其名字的具體過程中，兩邊是存在差異的，比如中國長期講究避諱，避皇親國戚，避家父祖先，避歷史名人。	5.000	2.556	0.0	1.771	news
2918	敘利亞內戰不斷，12日，敘利亞西北部城鎮al-Suqaylabiyah的一次炸彈襲擊，造成至少5名6至10歲的…閱讀全文敘利亞極端組織炸毀學校五無辜兒童身亡	1.900	7.500	0.831	1.0	news
241	她們最初相處的那段時間，薑士安心底是默默的非常喜歡她的，可是韓琳對他沒有相對的感情，兩人擦肩而過。	3.900	4.714	0.831	1.278	book
2137	分手的成因始終是個謎，我們永遠不知道這天會不會來臨，它可能緩慢地隨著雙方的熱情褪去而到來；可能突然地發生，讓人措手不及；也可能來來去去、分分合合地拉扯著。	3.857	3.429	0.833	2.441	news
399	一個車廠把安全配配省成這樣，還有人客要捧場?	2.500	6.167	0.5	0.687	car
2144	汁多瓤沙，果肉甘甜~京東中國特產·湖南扶貧館原價39.9元，領取20元優惠券到手價19.9元，5斤裝，持平站內優惠價格，喜歡的值友不要錯過。	6.000	4.875	0.775	1.452	news
1373	許文雄被球隊開除這幾年來，求職處處碰壁，沒有穩定的工作，收入也不固定，曾表示很後悔涉及打假球案，也數度規勸後進不要步上他的後塵。	3.000	5.143	0.5	0.99	news
2238	在本屆Computex上Dell給出了答案，新發布的XPS132-in-1堪稱是品牌現有最漂亮的筆記本之一。	7.000	4.000	0.816	1.633	news
260	這樣的教育方式已經值得我們反思。	4.667	4.750	1.563	1.561	book
2362	隨著共用單車的爆發和智慧門鎖的快速落地，自行車鎖和門鎖均快速完成了智慧化轉變，實現聯網管理，用藍芽、指紋等替代鑰匙等，一定程度上革新了傳統車鎖和門鎖市場。	6.857	4.167	0.833	1.213	news
2030	本月上旬為從根本上提升Android裝置的安全性，穀歌啟動了ProjectMainline機制，其目標是儘可能快速、一致、輕鬆地為使用者的手機提供安全更新。	6.400	3.000	0.8	1.633	news
750	太吵，最要命的缺點，一個賓館主要的功能時能提供相對安靜的環境，可是住在這裏實在吵得要命，聯繫前臺提出置之不理。	2.500	6.889	0.5	0.737	hotel
2060	微軟Windows10的五月更新今天如期登場，對一般使用者來說最明顯的改變，應該就是增加了亮色主題，了吧。	5.714	5.500	0.452	0.5	news
2850	半夜肚子餓時總忍不住拿起手機叫外送，當中最想點的餐莫過於麥當勞，試想一下能在半夜吃到熱騰騰、香噴噴的薯條是多麼過癮的一件事！	6.889	5.556	0.737	0.956	news
225	雖是描述建國後的歷史傳記，但是讀起來卻沒有想像中的嚴峻和沉重。	4.778	3.750	0.416	0.829	book
2881	一名來自中部那空那育地區、60多歲的農民表示，自己過去也曾專程到曼谷參加前任國王蒲美蓬的喪禮，很榮幸也能參加這次加冕大典，衷心期盼十世皇能延續先皇功績。	6.500	3.750	0.5	1.299	news
1123	送禮禮物或新年紅包，把歡樂的氣氛與好運氣與親朋好友一同分享！	6.667	5.429	0.471	0.904	news
2697	在肌肉正常反覆收縮、放鬆的過程中，有時會出現某些部位的肌肉再也不能放鬆、持續處於緊繃狀態，因此產生痙攣的情況。	4.625	4.800	0.484	0.4	news
2754	文姿雲曾於2018年雅加達亞運，擊敗卡克薩拿下金牌，兩人之後又在伊斯坦堡公開賽過招，仍是文姿雲獲勝，但本次賽事，風水輪流轉，最終換卡克薩報仇成功。	6.000	4.400	0.816	1.497	news
185	其中的一些細節讓我羨慕，我也希望像譚斌那樣，幹練，優雅，知性，大方，即使有點傲氣，但也是朵驕傲的玫瑰。	6.444	5.375	0.497	0.696	book
1567	此次阿國人質事件主謀貝爾莫塔就以走私和綁架賺進數百萬美元，得以策劃天然氣田攻擊案。	4.000	4.625	1.054	1.409	political
150	有的文章純粹我覺得可能還是編的，比如說表姨媽的時候，說成了watchaunt，這可能嗎？？？除非開玩笑的時候故意的吧，任何一個學過英語的初中以上的人都難以犯這種錯誤吧？翻了幾個故事看了之後，積極性大受打擊。	3.125	6.000	0.599	1.0	book
2092	今年3月份，Google釋出了自己的雲遊戲平臺Stadia，而按照慣例，這類定製化產品對於硬體配置都不肯公佈詳細引數，只會說個大概。	5.000	3.857	0.816	1.457	news
2384	5月16日美股盤後，英偉達釋出截至年4月28日的2020財年一季度業績，優於市場預期，盤後股價一度漲6%。	7.250	5.571	1.199	1.591	news
1281	至於吳宗憲事後表示沒想到他們竟是自己的「粉絲」，被打的李姓大學生吐嘈否認，並強調吳受傷是被另兩名同行男友人所傷，與他無關。	4.375	5.000	0.484	0.866	news
2778	Huawei近日被Google取消合作關係，雖然推固有型號手機的升級暫時沒有影響，但關係一日未修補，對今後推出的產品無疑是個沉重打擊。	3.429	5.167	0.495	1.572	news
1566	伊斯蘭北非開打組織（AQIM）在一九九○年代被阿國軍隊擊敗後，撤退到馬利、阿爾及利亞、茅利塔尼亞間的撒哈拉無人地帶。	4.625	3.778	0.484	0.786	political
595	象其他評友講的，亂七八糟的電話接連不斷，讓你不得安生，可怕！	2.667	5.500	0.471	1.258	hotel
1671	她強調，根本不認識潘董，童仲彥濫用言論免責權，血口噴人，傷害她的名譽，一定要讓他付出重大代價。	3.500	5.000	0.707	1.225	political
2898	大聯盟認為，全面禁售加熱煙產品只會令私煙問題惡化，抹煞售賣正版煙的守法基層小報販生存空間，全禁加熱煙產品亦有違香港一貫的自由商貿政策。	4.375	4.200	0.484	2.227	news
1988	支持服貿就是錯事?	3.333	6.286	0.471	0.452	political
1005	全新的正品行貨，送貨的人員也很專業。	6.600	5.167	0.49	0.373	laptop
1667	在詢答的過程中，立委做了很多的假設，包括要政黨協商、要民進黨同意等，在很多的假設前題下追問是否有助於氣氛的緩和，所以他才回答，「如果做了這樣多假設後，當然會有助於緩和氣氛」。	5.286	4.625	0.7	1.218	political
284	經歷了，就會愛上這本書！	7.000	6.143	0.667	0.639	book
344	這位大大，我想你誤會我的意思了，我原文的意思是把護衛隊會拿來反駁樓主的理由都列出來，我裡面寫的每個理由都是我在這個版看到人家每每拿出安全性來質疑時他們提出的理由，你不妨多在這個優質的版多多閒晃，到目前為止我看到說某F牌妥善率很差、常常維修的大多是聽朋友說、家人說、長輩說的!希望可以換點新花樣，例如聽二奶說、聽細姨說，我想會比較新鮮!	3.750	6.000	0.661	1.0	car
1719	同時他感謝了他的女兒，「你們是世上最美的少女」。	6.889	5.667	0.567	0.816	political
1209	札幌的四大百貨公司，今年也首度攜手合作，由各店女性公關根據「本命用」（致贈真命天子）、「義理用」（致贈純友情的男性友人）、「朋友巧克」（致贈女性友人）、「我的巧克」（犒賞自己）、「家族巧克」（致贈家人）、「搞笑巧克」（特殊巧克力）等六大主題，推薦商品並共同宣傳。	5.333	3.714	0.943	0.7	news
1360	今天不是我害她，說這摔車全是意外，毫無悔意。	2.889	6.556	0.875	1.066	news
2029	信義居家服務部提供3大收納步驟，先將衣物分類，並善用空間收納，再來要注意取用便利性，依照使用頻率或按照顏色來放置，就能讓冬衣整理事半功倍。	6.286	4.333	0.452	0.745	news
1600	每次單一批判的論調起舞，陷入了「無解又無感」的困境。	4.143	3.857	0.833	0.833	political
1197	林益全確定簽約後，比起去年月薪23萬元，漲幅高達96%，與他一開始的目標相去不遠，其實這已是他第二次加薪接近百分百，前一次在2009菜鳥年勇奪包括年度MVP在內5項個人獎後，隔年薪水就由11萬躍升22萬元。	6.400	5.125	1.114	0.927	news
1452	兒時在鄉下長大，黃昭順常和玩伴跑到防空洞玩，一次不小心慘遭蛇吻，在人生記憶中留下永難抹滅的恐怖陰影。	3.889	5.000	1.1	1.069	news
926	IC3上週發表此一情報，指出Android設備面臨種類繁雜、諸多形式的惡意信件攻擊問題。	3.667	4.714	0.471	1.03	laptop
891	輕，薄，待機時間長，散熱好，外觀設計比較好看，鋁合金上面板還是很好看的，鍵盤手感也可以。	6.444	4.250	0.497	1.199	laptop
1485	這2分以6:4取得美聯冠軍戰第一場的勝利，由於延長賽已超過當地時間12:00，因此總教練JoeGirardi也無緣開心慶祝生日。	4.222	4.833	1.03	1.067	news
1762	在北京方面，官方控制的新聞媒體也對黑格表示歡迎。	5.556	5.000	0.497	0.667	political
426	在台灣，選Toyota不會後悔。	6.000	4.125	0.707	1.166	car
263	看到兒子高興，我也很開心。	6.250	5.500	0.433	1.118	book
863	第一次在京東購物，上門提貨，看到貨後，總算不擔心品質問題。	6.000	5.429	0.926	1.178	laptop
929	行動設備提供保護，這也是對於設備內容的第一層實際屏障，應設置鍵盤鎖功能，讓螢幕閒置數分鐘後自動上鎖。	5.143	3.625	0.35	1.218	laptop
882	磨砂屏，適於商務應用，長時間使用不易視疲勞，可自動調節螢幕亮度。	5.250	4.333	0.829	1.106	laptop
1347	他們的照顧方式，根本就是虐待。	2.667	6.429	0.471	1.4	news
985	鍵盤很好用，按鍵挺舒服的，但是空格鍵有點異樣的聲音3.	5.111	3.286	0.737	1.03	laptop
