Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
卻去信什麼神童的刑法37條	3.667	4.667	0.943	2.625
心中所有的煩惱和不悅立馬煙消雲散	6.75	6.0	0.433	1.414
世界上沒有第二個國家如此成就	7.0	6.75	0.0	1.09
需要向政府有關部門批准	5.0	3.5	0.0	1.118
但他們自命不凡	3.0	6.0	0.0	0.0
醒來嗓子緊繃吐痰是黃紅色的	4.667	4.0	0.471	1.581
他們試圖將狹隘的	5.667	3.25	0.471	1.92
那些可以出賣的靈魂是騷動的	4.0	5.0	0.816	1.414
當年的鎮壓者和被鎮壓者有些至今活躍	6.0	3.5	1.0	1.5
搭豪華私召車卻沒錢還	3.25	5.75	0.433	0.829
不知道當年他們是怎麼把校歌寫得這樣簡潔	6.0	5.0	0.0	0.0
於是三重厚道就指著我說	5.0	6.0	0.0	2.0
且工業類別詳盡	6.333	4.6	0.471	0.49
由於水果價格浮動	4.0	4.333	0.0	0.471
我無論如何受之有愧	3.5	5.5	0.5	2.5
聽說有老婆故意把老公伺候得超周到	4.5	7.0	0.5	1.0
總是在處於一定不明確的擔憂	3.333	4.667	0.471	1.886
故停止所有訂單	4.4	3.8	0.49	2.135
比起聊著時事八卦	6.0	4.0	0.0	0.0
宇宙超級無敵大仙女嘻嘻	7.0	6.0	0.894	0.894
都是整件事的加害者	3.0	5.5	0.0	1.118
卡塔庫裡的唯一致命傷就是自己戳了自己一戟	4.0	5.5	0.0	0.5
焚燒橡膠產生大量濃煙影響全市空氣品質	3.0	4.4	0.0	1.744
堅毅不拔的毅力	7.0	5.0	0.0	0.707
為什麼這一切的一切都徒勞無功	2.0	7.5	0.0	0.5
原世界第八大奇跡	6.25	6.667	1.299	1.247
定期來賓的村上佳菜子	5.0	2.0	0.0	1.414
那是陽光普照的季節	7.0	4.5	0.0	0.866
欲根除基督教信仰	4.0	4.667	0.816	2.625
刺探和竊聽政府官員	3.75	3.75	0.829	0.829
這兩個傢伙真的情比金堅鶼鰈情深	7.0	5.25	0.0	0.433
從我眼前除掉你們的惡行	5.0	6.333	1.414	0.943
孩子的成長你從來不參與	3.0	6.5	0.0	0.5
拖延民進黨總統初選	4.0	2.8	0.0	1.6
一致否決中國電信巨擘中國移動在美國的營運申請案	4.0	5.2	0.707	2.04
謙遜自持巍巍風範	7.75	4.2	0.433	1.47
熱中催生能改變世界的計劃	6.0	5.0	0.0	0.816
感覺酒醉之後才是真話	5.0	4.667	0.707	0.471
連別人行房都逃不過他們那睿智的眼光	3.667	4.667	0.471	1.247
富麗堂皇假炫富	3.75	6.0	0.433	0.707
印表機被我弄壞了	3.0	5.667	0.0	0.471
雖然知道砲口應該要朝向上級	4.6	5.0	0.49	0.707
他在貿易戰中表現漏洞百出	3.0	3.6	0.0	1.855
都會歡天喜地的趕快去量體重呢	6.75	6.4	0.433	1.744
只要意識到就可以解除	5.333	4.0	0.471	1.414
還有其自以為是的宗教信仰缺失	3.0	6.25	0.0	0.433
這件事情的本質是北京蔑視加國的司法主權和人權	2.5	6.5	1.118	1.5
他把自己經歷的事件遇見的人	5.0	4.333	0.0	0.471
才華橫溢位新秀2019	7.333	6.333	0.471	1.7
不然只能用暗示的	4.0	3.333	0.0	1.247
高峰論壇在京舉行期間	5.0	2.75	0.0	0.829
式翻盤太精彩了	7.0	6.0	0.0	1.0
願你速速顯明你的公義和你的信實	7.0	5.333	0.816	0.471
結果只有淪為傾銷地一種可能	3.0	5.667	0.707	0.471
這些人很可憐的	3.0	6.667	0.0	1.247
川普挖苦奧巴馬	3.333	4.0	1.7	2.16
草包沒有審慎評估就降為乙等	2.333	5.0	0.471	0.816
被文貴構陷入獄的老夥伴	3.0	3.0	0.0	1.673
北京盛傳一個幽默評語	6.0	5.0	1.414	0.816
都改聽國外的流行音樂	5.0	3.2	0.0	1.6
從國中知道他是臺中人就覺得特別有親切感	6.333	5.0	0.471	1.414
基督徒的名聲會讓你這種牲人敗壞的	3.0	8.0	0.0	0.816
客體的束縛將不復存在	6.667	4.667	0.471	2.625
一隻年輕的獵豹以閃電般的速度追趕一隻野	5.0	5.5	0.0	2.5
兩者根本毫無區別	4.333	6.333	0.471	1.247
到用充足的報酬提供富足和歸屬感	6.0	4.75	1.414	1.299
這這這這太太過分啦	2.5	8.75	0.5	0.433
真的不太會注意到跟他不那麼熟的人	4.4	4.0	0.49	2.0
在沒有任何實證其數學能力的情況下	5.0	3.5	0.0	0.5
美國政府加徵關稅不是解決問題的辦法	4.0	6.0	0.0	1.225
這樣的典範永留我心	7.0	6.333	0.0	0.471
日本秋田犬面臨滅絕	2.6	5.25	0.49	0.433
就算是惡作劇也一樣	3.6	6.0	0.49	0.707
一直勉強自己做不擅長的事	3.0	5.667	0.0	0.471
就是他!拿行李擋住逃生路	3.5	7.0	0.5	0.707
尤其善於從字面上	6.0	3.667	0.816	2.055
離扣扣二審判決就過去一個月了	5.0	2.0	0.0	1.0
福建南平一位外賣小哥在路口違規停車	3.4	4.0	0.49	1.414
謠傳南坑改革派與包惡鬥	3.667	4.333	0.471	1.247
我會粉碎你的臉	2.5	8.5	0.5	0.5
推特投訴郵箱為	5.0	4.333	0.0	0.943
我看我符不符合	5.0	2.0	0.0	0.816
最後又社會經驗萬歲	3.667	7.333	0.943	0.471
講得內容越複雜越長	4.0	4.75	0.0	0.433
以及家長本來就應該有的教養責任	5.25	5.4	0.433	1.356
都立刻歸榮耀給神和他人	6.4	5.0	0.49	0.0
我其實不訝異孩子的言談	5.5	4.333	0.5	0.471
這些祝賀安拉的使者	6.333	4.667	0.471	0.943
但卻是以溫文謙和的形象深入民心	6.667	4.333	0.471	1.7
我的大腦發育是這麼遲緩嗎	4.0	6.0	0.0	0.0
各種糟糕和熱鬧誒	4.5	5.0	0.5	1.0
重光暨安香科儀圓滿	6.0	2.0	0.0	0.0
將這兩樣深植於中國讓中國容光煥發	7.0	5.0	0.0	0.707
為什麼不準發有人負責嗎	3.5	5.0	0.5	0.0
終於不是萬年負數	6.5	6.0	0.5	0.707
哇咿感謝開群!!也偷偷的加入了!	6.667	7.667	0.471	0.471
皇宮大院是越來越敏感了	4.5	5.0	0.5	1.0
共產黨盜國賊壞	2.2	7.0	0.98	0.0
現在摸不準少數派哪些文章收費哪些免費	4.5	3.25	0.5	1.92
當韓國瑜暢談要在高雄設定自經區	3.333	6.0	0.471	0.0
這個世界一是給魔鬼領導	3.0	7.667	0.0	0.471
卻被視為顛覆國家政權暴動事件	2.5	7.0	0.5	0.707
第一次看著妳會心疼	3.333	6.0	0.471	2.16
看電影拿會製造噪音的零食	3.4	5.0	0.49	0.0
可惜經濟實在太沒存在感	3.667	3.667	0.471	0.471
而在那些讀書不少但學識不深的人看來	5.0	4.0	0.0	1.0
網上有人質問我	4.0	3.667	0.707	0.471
和偽造的反猶太主義傳教士和武器人	3.667	4.333	1.247	2.357
民眾要在水深火熱中仰望著威風凜凜的總總統座車一行五六十輛通過	3.6	6.5	0.49	0.5
甜美清新會聊天	6.333	2.333	1.247	1.886
稱威廉出軌雜誌	4.333	5.0	0.471	0.0
看到第四季總算有點禷i了	4.333	4.5	0.471	1.118
而送中國人滲透	3.5	5.5	0.5	1.118
如果你還如此平靜	5.0	2.75	0.707	1.299
誹謗任何政治人物	3.5	5.333	0.5	0.471
而且放在客廳乏人問津	4.0	4.75	0.0	0.829
一切諸佛所護念?	5.0	3.25	0.0	1.92
我看他們這輩子難分離	5.5	4.0	1.118	0.816
西格瑪那張臉看起來真的不像反派	5.0	3.667	0.816	1.7
但中國並不畏懼	6.0	6.333	0.707	1.247
日常中的不尋常	4.667	3.0	0.471	1.633
現在關燈躺下閉眼又大聲嚎哭出來	2.667	8.333	0.471	0.471
非常出乎意料的國家	5.0	5.8	0.0	2.315
是一年中最吉祥的日子	6.333	4.0	0.471	0.816
我很罕見的買了繪本	5.5	6.5	0.5	1.118
先生說你偶爾可以依賴我	5.0	3.5	0.0	1.5
那個人真是古怪	4.0	5.25	0.0	1.299
九州伴手禮推薦	5.6	4.0	0.49	1.673
如果供產商的產品隨時可能被課以高關稅就會影響他的銷售價格和自己的利潤	5.0	6.0	0.0	0.0
你暗中勾結郭妖遲早會曝光的	2.5	5.8	0.5	1.939
光明磊落者不懼毀謗	6.333	6.667	0.471	0.943
鄰居憂擾人安寧	3.0	5.75	0.0	0.433
連掩飾都不掩飾	3.333	6.0	0.471	1.633
不論是孤獨地走著還是結伴同行	5.0	2.333	0.0	1.886
你要讓我使你進步成聖	6.0	5.0	0.0	2.098
兩個人之間走到盡頭原來不是咬牙切齒的恨意	4.667	4.667	1.247	2.055
後遺症是總有夢魘盤旋	3.0	5.667	0.0	0.471
只許州官放火不許百姓點燈	2.0	6.5	1.0	0.5
電視臺我只認攻勢	5.4	6.0	0.49	0.707
有恆產者有恆心	6.667	3.667	0.471	1.247
萬一中美談判破裂	3.5	5.5	0.5	0.866
江湖中的人心人性才得以愈發清晰	4.667	7.0	0.471	0.816
這讓西方觀察者眼花繚亂	4.0	4.333	0.0	1.7
知道了什麼是資產負債表	5.0	4.5	0.0	0.5
當今更是隻許州官殺人不許百姓?雞	3.0	5.0	0.816	2.16
老師們難免滿腹怨言	4.0	4.4	0.0	1.744
不少部員表現的很出色	7.5	6.25	0.5	1.09
應該也沒膽量和機會造什麼孽	4.25	6.0	0.433	1.225
消耗的卡路里都白費了	3.6	5.2	0.49	1.47
在盼與憂之間躊躇	3.5	4.25	0.5	0.829
怎樣能更平步青雲	4.667	3.667	1.247	1.886
網頁的話就是不要第一秒進去沒搶到就氣餒吧	4.333	4.667	0.471	0.471
這種隨心的暢快	7.0	5.25	0.0	0.829
這沒風度沒肚量的咖?	2.5	6.0	0.5	1.789
心裡卻充滿嫉妒的是熟人	2.667	7.0	0.471	0.816
陝西礦權案有地方政府和地方及最高法院的包庇	3.0	5.25	0.0	0.829
以及把這個世界交給撒旦路西法和他的墮落天使以及他們的反基督	3.333	4.75	0.471	2.586
也是第一次我覺得去韓國工作沒有獄禰O人厭倦	7.0	5.0	0.0	0.0
雷德福和保羅一直策劃兩人的第三次合作	5.333	3.667	0.471	1.7
因為有計較的時候	4.0	5.0	0.0	0.0
我問你該如何達成目的	5.0	6.0	0.0	1.225
畢竟跟病菌一樣	3.333	4.333	0.471	1.247
而非像我們有時在書寫文字或文章時後或在聆聽或閱覽文字時感受是直接用負向去抒發或用著文字是如此尖銳的	4.5	4.0	0.5	1.0
我們便會去除一切的惡行	6.333	4.0	0.471	0.816
感覺嗓子都可以噴出火了啊	4.5	4.5	0.5	1.5
不如此早就被滅了	3.667	6.333	0.471	0.943
而導致自己精神失常環保筷子	3.0	5.0	0.0	0.0
此舉可以看做是美國特朗普政府上臺以後為遏制中國的膨脹而採取的印度太平洋戰略的具體且實質性的行動	6.0	4.5	1.0	1.5
外交國安是總統職責	5.0	3.333	0.0	1.7
開始將資產分散轉移	5.0	3.0	0.707	2.0
陳腐僵化的系統不會永遠持續	6.667	3.667	0.471	2.055
然而這些帖子非愚即惡卻是不爭的事實	3.0	6.0	0.0	0.707
當年俺也是暴徒	4.8	6.25	1.833	0.433
見證與僑界堅韌情誼	6.6	4.6	0.49	1.356
訊息曝光後緊急搬家	4.0	4.333	0.0	0.943
我發現幾個特別有趣的邏輯	6.667	5.333	0.471	0.471
把學生們訓練成考試機器	3.0	4.0	0.707	1.414
所以有必要建立一支	5.0	4.25	0.0	2.773
?東限定異常低溫	4.5	4.75	0.5	0.829
孟晚舟保釋案進入第二天聽證	4.6	3.75	0.49	0.829
從鎮壓法輪功開始我就意識到信仰之戰一直在進行中	4.5	5.5	0.5	0.5
經常僅僅因為盲目和自負	3.0	6.0	0.0	0.816
清澈的藍色海水	6.0	2.333	0.0	1.886
沉默是擴充套件	4.333	2.667	0.471	1.7
臺北市萬華區西門町常常出現五星旗遊街	4.667	5.667	0.471	0.471
週日出外遇著遊行抗議	4.0	4.667	0.816	1.247
太太健康長壽無憂無慮	7.5	4.25	0.5	0.433
難道中國人的腳非得踩在陰森森的白骨上	3.0	7.25	0.0	0.829
她這樣劃掉也太沒禮貌了吧	3.0	6.4	0.0	1.2
淘汰圈僅熟過關	4.5	5.0	0.5	0.0
除非被魔鬼奪取了心智	4.0	4.8	0.0	1.47
不求自己的益處	5.667	4.0	0.471	0.816
一隻小蟲不偏不倚掉在眼球上	3.5	4.75	0.5	1.299
居民斥環境髒亂	3.0	6.0	0.0	0.0
所幸櫃子看起來還是蠻牢固的	6.0	5.25	0.0	1.09
性格穩定寬容這些	6.6	4.5	0.49	0.5
但仍為有中國傳統文化內涵的人所景仰	6.4	3.8	0.49	1.939
焦慮的時候都靠滑手機來逃離	4.0	5.0	0.894	0.707
註定就是個蠢貨	3.5	6.5	0.5	0.5
一個長期直播的人活那麼寒酸	3.0	6.0	0.0	0.707
蔡英文已經不止一次違反中華民國憲法	3.0	6.667	0.0	0.471
河村隆一演出充滿溫暖	7.667	5.667	0.471	1.886
都用沒有情緒的口吻描述在小說裡	4.5	4.5	0.5	0.866
此舉非常不明智	2.5	4.667	0.5	0.943
然後這一年多才突然感覺到自己真的在玩同人了	5.0	4.667	0.0	1.7
詢問後才知道他是被用某個特定稱呼喊到厭煩	3.6	4.0	0.49	0.707
峨眉武術的剛柔並濟	6.0	3.0	0.0	1.225
美干涉中國內政損人害己	3.0	5.5	0.0	0.5
甲骨文中國裁員內情	4.0	4.667	0.816	0.471
從小我經常覺得現實很無聊	3.667	4.333	0.471	0.471
我們必須服從歷史的不合理的力量	4.667	4.333	0.471	2.494
閃爍散播出瘟疫	2.75	3.8	0.433	2.135
在厭食和暴食中找不到平衡	3.4	5.75	0.49	1.479
日本都吃原子彈了	3.4	6.0	0.49	1.414
與人相處不再是難題	7.0	4.0	0.707	0.816
從0到100億的創業黃金公式	6.4	4.2	0.49	1.47
背信以及壓榨百姓之下	1.5	5.0	0.5	2.0
問了劉牧師說不要緊的	5.6	4.75	0.49	0.433
痛失稚子的總統	3.5	3.5	0.5	1.118
一位哲人曾說過	5.0	1.333	0.0	0.471
您的大腦由於硬體問題無法相容國際版韌體	4.0	4.0	0.816	0.816
一路走來雖沒有因而帶來助益	5.333	2.333	0.471	1.247
至此雙方依然陷於僵局	4.0	3.75	0.894	0.829
缺點是有先入為主的觀念可能吞不下	4.0	5.0	0.0	0.707
又要去看贊助孩子的才藝表演	5.5	5.667	1.118	0.471
講效率講結果不講程式也不講究做人準則	3.0	5.0	0.707	2.236
這樣猶豫徘徊浪費了生命	3.667	5.0	0.471	0.816
別那麼多疑敏感	4.0	5.0	0.0	1.673
下一個遭殃的就是你自己	2.75	6.5	0.433	0.5
支那一點壞處都不會有的	4.4	5.75	1.356	0.829
朱社長又在臉書罵小英沒有履行承諾	3.5	5.333	0.5	0.471
一幅畫作被美國高階鑑價師鑑價一千三百萬美元	6.0	6.0	0.894	1.871
偏東風晴朗炎熱	5.667	2.333	0.471	0.471
選舉時期的輕忽	4.0	3.25	0.0	1.785
賢慧的星星像一片積雪	7.0	3.75	0.0	1.299
可以令人窒息的緊張感	4.0	4.667	0.707	0.471
奮鬥進取與悲觀的人無緣	5.0	5.0	0.707	0.707
不去看看論持久戰	4.5	5.0	0.5	0.0
照耀著所有陰霾	6.5	5.5	0.5	0.5
不知何處來的嫻雅端莊的大家閨秀	5.75	6.25	0.433	0.829
所簽署的約定!	5.5	7.0	0.5	0.0
市長的工作都沒有做	3.5	6.5	0.5	0.5
何止很少充分活	3.5	5.333	0.5	0.471
顯然不可能化腐朽為神奇	4.0	4.6	0.0	1.2
再堅信的心也會被摧毀	3.0	4.333	0.0	0.471
所以問題一大堆	3.4	6.0	0.49	0.707
非洲豬瘟病毒流入本港令市民人心惶惶	3.0	6.0	0.0	1.414
喘息的時間與機會	5.667	3.25	0.471	2.278
最終動搖華國鋒執政的理論基礎	4.4	5.4	0.49	1.2
因為中共以15年為期答應改善經濟體質的約定並未遵守!	3.0	7.75	0.0	0.433
手機可望在2019年下半年回溫	7.0	6.0	0.0	1.225
反而是老美假話都那麼可信	3.75	5.25	0.433	0.829
說明你真是一個爛貨	2.4	7.5	0.49	0.5
而不是退縮至牆角被人屠戮	3.8	6.5	0.98	1.118
都是如今的習維尼已經全面復辟甚至變本加厲的內容	2.4	6.0	0.49	1.732
手扶梯固定站左邊	5.0	2.8	0.0	1.6
其實都承受不起	3.0	6.5	1.0	0.5
臭狗屎你也跟他辯論	3.333	7.333	0.471	0.471
從廣闊無邊的網路世界四面八方收集而來	5.333	4.333	0.471	0.471
金屬製品的狂歡	6.0	5.0	0.816	2.16
或者胡德平的妻子現在光彩集團董事長王穎吧	5.0	4.5	0.0	0.5
從而不敢上前動手	4.0	4.5	0.0	1.118
持續三小時的衝撞	4.667	4.0	0.471	2.16
無論是你心虛的激昂陳詞	3.6	6.0	0.49	1.414
結束哭因為那種離別的感覺太真實了	3.667	7.333	0.943	0.471
要是平成最後的聚會我還能理解一二	4.5	4.4	0.5	1.625
不能把過錯教阿扁一	4.333	5.0	0.471	0.816
就會變得乏味枯燥單調	3.5	4.667	0.5	0.471
只有不息的奮進	6.25	4.0	0.433	1.225
換了你和他處於當年的白色恐怖之中	3.333	6.0	0.471	1.414
認為中國其實知道他一定會贏	5.0	3.0	0.0	2.0
怎能開賭場卻放任大家投注到八點	3.0	7.0	0.0	0.0
真中藥越來越匱乏	4.0	5.0	0.707	0.816
如夢般迷離又明晰	6.0	4.667	0.816	1.886
立法院三人的臺聯黨癱瘓了國民黨六十多席次	3.4	5.0	0.49	0.0
我從來沒見過一個專心於自己成就的人每天被家人之間的矛盾弄得心神不寧	3.667	6.667	0.471	0.943
語言不能描述她	5.5	4.6	0.5	1.855
辯證法的始祖是伊甸園那隻蛇	4.5	2.5	0.5	1.5
自以為是時代裡保持清醒並不懈吶喊的那部分群體	3.75	6.0	0.829	0.707
這就很能說明問題了	6.5	5.75	0.866	1.479
12個自然人股東均為集團的創始人	5.333	3.333	0.471	1.7
而高處有人唱起歌來	5.8	5.75	0.98	0.829
郭董有什麼巨集大計劃也徒然	4.0	3.8	0.0	2.04
我倒覺得這兩個宗教其實有許多互惠融通的東西	6.4	4.5	0.49	0.866
您的孩子也會有突出的一面的	6.5	5.333	0.5	0.471
下屬在不加思考分析下只懂附和奉承上司	3.0	5.0	0.0	0.0
每年筲箕灣東大街都會有慶賀譚公寶誕巡遊	6.0	4.75	0.0	0.433
這樣房價會下跌	5.0	5.0	1.0	1.0
而被蔣介石覬覦	4.0	3.0	0.0	1.633
可是爹他傷心欲絕	2.667	7.0	0.471	0.707
老經理特別囑咐要款待的美國青年和他神祕的英國戀人	6.0	5.0	0.0	1.414
狀況極差的我在床上昏沉的度過一整天	3.0	4.5	0.0	0.866
宅宅的錢包也不堪負荷	3.75	6.0	0.433	0.0
埋怨老天的不公	3.0	6.75	0.0	0.829
最討厭每年過年親戚間虛偽的拉拉扯扯	2.333	7.333	0.943	0.943
被嚇到是真的挺有同感的	5.6	5.2	1.2	1.6
為何區區一個政治庇護都需要申請	3.333	6.333	0.471	0.471
秦的軍團也會僵化	4.0	5.333	0.0	0.471
雙方的貿易協作不光影響兩國本身	5.0	1.5	0.0	0.5
滿心歡喜揮手像個孩子	7.5	6.0	1.118	2.121
內心裡卻是豐滿的	7.0	5.0	0.0	0.707
但卻突然就換顏色了	4.0	5.5	0.0	1.118
安詳度過殘餘歲月	6.4	1.75	0.49	0.829
垃圾會先會甘心	2.5	4.5	0.5	1.5
睇?福山?事業遇上非常嚴峻?考驗	4.5	5.333	0.5	1.247
為什麼老是得理不饒人	3.0	6.667	0.0	0.471
嘴裡沒有一句話能讓人信服	3.0	6.5	0.0	0.5
除掌握中共軍權警權法權外	5.0	4.667	0.0	1.886
的身份有很高的期許	6.333	5.333	0.943	2.494
也只能繼續用我纖細的雙手	5.0	3.0	0.707	1.581
是人體自動調節平衡所表現出的狀態	5.0	3.667	0.0	0.471
同埋防守部署失誤	3.0	3.333	0.0	2.055
果然上學太摧殘精力了	3.667	5.333	0.943	0.471
甜心自己挖了個坑	4.25	4.0	0.433	1.414
在我的生活中有著獨特的巴貝多文化投入	5.667	6.333	0.471	0.943
我怎麼可能勝任	3.0	6.333	0.0	0.471
系統維護期間將無法登入遊戲	4.0	3.2	0.0	1.47
還有勇氣遠去嗎	3.667	3.0	0.943	1.414
臺灣外交方面有敵視臺灣的國家存在	3.0	4.333	0.707	0.471
以增加吸收重要營養素	6.4	3.25	0.49	0.433
然而你依然選擇了逃避	3.333	5.0	0.471	1.414
美國校園槍擊案連發兩週內兩名學生捨身救人	6.5	5.6	0.866	2.154
哀悼與團結的曲線	5.0	3.5	0.0	1.5
非常下流無恥危害世界安全	2.5	8.0	0.5	0.707
可是如果違抗我的命令	3.6	6.25	0.49	0.829
現在就日本人大喜	7.333	5.667	1.7	2.494
三點多回到家渾身無力	3.5	5.5	0.5	1.5
手段卻極為粗暴	2.6	6.25	0.49	0.829
而且我很樂意給他們慈悲的最後一擊	5.5	6.0	1.118	1.225
中國社會變得經濟上愈發具有剝削性和權貴化	3.5	5.0	0.5	0.0
靠著間歇性斷食跟不怎麼碰含糖飲料	6.0	5.5	1.0	0.5
因為或許有人敬畏過我	5.75	6.25	0.433	0.829
也隆重邀約不同語言	6.5	4.5	0.5	0.5
嘮嘮叨叨這類事情	4.0	5.0	0.0	1.225
猜疑和地緣政治競爭的加劇	3.333	3.667	0.471	0.943
但這感覺真的有夠奇怪	4.0	5.667	0.0	0.471
打從一開始你就接受我真實的樣子	7.0	5.25	0.707	0.829
然後遲疑很久才發	4.0	4.0	0.707	1.414
還不是吝嗇金錢	3.0	5.0	0.0	1.414
她搖搖頭坦率的說	5.333	3.333	0.471	1.247
我最常聽到支援同婚的異性戀的角度是	5.0	2.0	0.0	1.414
吹牛造勢難自立	3.0	3.0	0.0	0.816
我們更敬重崔老師的為人和品格	6.6	5.75	0.49	0.829
的群嘲仇恨給拉走	3.4	4.8	0.49	1.6
只要我們宣傳得力	6.0	5.75	0.0	1.299
他們是從來不相信雙贏結局的	4.0	5.0	0.0	1.673
輕蔑從不可能變	2.5	6.5	0.5	1.5
開示非常簡明扼要	6.0	4.667	0.0	0.471
無論你怎麼嘲諷	5.25	6.0	0.829	0.707
靠北這根本郭臺銘示範如何一次得罪所有年輕選民啊	3.0	7.0	0.0	0.0
自願簽署捐贈協議	6.25	4.75	0.433	0.433
令香港陷於萬劫不復之地	3.0	5.5	0.894	0.5
非常具有侵擾性的顏色	4.333	4.667	0.471	0.471
我係細菌傳心師	5.0	5.0	0.0	0.816
不仔細看會以為這地鐵站叫	5.0	4.0	0.0	2.0
東西也吃不下吃不多但是又覺得餓煩惱啊	3.6	6.5	0.49	0.5
不是給大家當休閒娛樂的	3.25	5.5	0.433	1.118
現在前田不知所措地跑來向我求救	4.0	4.667	0.707	0.471
將依公投廢止條文和廢核遊行兩件事並陳	5.0	4.0	0.0	0.0
他是從泥淖奮力往上爬	6.333	5.5	0.471	1.118
會長年佔用堆填區的空間	3.75	4.75	0.433	0.829
幼稚園時期的我	5.0	2.667	0.0	1.7
逢此殊勝日請盡力行善	6.0	6.0	0.816	2.16
還要在此基礎上加強司法協助	5.5	4.5	0.5	2.5
因點狀衣更顯腹部豐腴	4.0	5.0	0.0	0.707
街上所有車子都很有耐性的等他們離開	6.0	5.0	0.0	0.0
現在下定論還是為時過早	5.0	5.25	0.0	0.829
而後顫抖著土下座道歉的我是今天的亮點	4.667	4.667	0.471	2.625
特朗普下令啟動餘下3千億美元中國貨徵稅程式	5.0	2.75	0.0	1.479
而政治保衛部更有監視和暗殺手段	4.0	5.2	0.0	1.6
當時以色列南部發出空襲警報	3.4	2.5	0.49	1.118
平常無害溫和像個女僕	6.333	3.0	0.471	1.414
可說是普世歡騰	8.0	6.2	0.894	2.04
腦子像觸電一般停頓了半分鐘	5.0	3.0	0.0	0.0
不過香港沒有錯	5.333	5.75	0.471	2.278
劉特佐在外風流快活	3.75	4.0	0.829	0.707
我越發的像是一個無庸的雕刻家	3.75	5.75	0.829	0.829
是一個地方的無價之寶	7.5	6.5	0.5	1.118
王岐山器重明鏡	6.0	3.5	1.0	2.5
這種陰影就可以用	5.4	3.6	0.49	2.059
每一次引爆都會造成巨大地震	4.0	3.75	0.707	1.92
當年學生時代應該要加入辯論社團	4.4	4.4	0.49	1.855
這樣的評論其實既尖銳又武斷	3.0	6.333	0.816	1.247
但是現在賺錢難了	2.667	5.667	0.471	0.943
劉鶴赴美只求川普下手輕點	5.0	3.4	0.0	1.744
新的非人格化的父親	5.0	4.333	1.633	0.943
