Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
聖經那麼多則斥責人的話	3.5	6.0	0.5	0.707
如果大陸用美國這套混帳制度	3.0	6.5	0.0	0.5
有一位成員犧牲了	2.333	4.667	0.943	2.055
艾而歐語補習班無預警停業	3.0	5.667	0.816	2.494
我只有五分之一都成日不是憑空消失就是被貓藏起來	4.6	2.5	0.49	1.118
雖然宗教的核心是神祕的和超出人世的	6.0	3.0	0.0	1.414
白宮是小喇叭下達命令的指揮中心	5.0	3.0	0.0	0.707
這王明完全是粗野莽夫一個	3.0	5.4	0.0	1.744
不能被負面能量衝昏頭迷失自我	6.0	5.667	1.633	2.055
看起來倒像是寄生蟲卵	4.4	4.6	0.49	0.49
人生的無常與虛華	3.0	4.0	0.707	2.0
因為我是一個喜新厭舊的人	4.667	4.75	0.471	2.586
我們在陳述的是你國人事實行為	4.75	5.0	0.433	0.707
的姿勢可以降低你從障礙物後露出的輪廓	5.0	4.0	0.0	1.0
我家廚房真的不大	4.0	7.0	0.0	0.0
讓蔡英文保有模糊空間	4.5	4.0	0.5	1.0
潛伏在皖南的山村水廓間	6.0	2.0	1.0	1.0
食物都遭受莫大的汙染	3.0	6.5	0.0	0.5
咖啡香氣瀰漫整個空間	7.0	3.0	0.0	0.0
雖然他說這當消遣	4.4	4.75	0.49	0.433
民主黨主席胡志偉在會議室內淚流滿面	2.0	4.5	1.0	2.5
人格塌陷的惡棍	3.667	5.0	0.471	0.0
原生家庭的桎梏怎麼可能那麼容易擺脫掉	3.4	6.5	0.49	0.866
失業潮湧向街頭	3.6	4.25	0.49	0.829
有海納百川的雅量	8.5	4.4	0.5	1.744
就變得比較快樂	6.6	4.4	0.49	1.744
宋專門寫了一封電報給蔣經國	5.0	3.5	0.0	1.5
地震來時伴隨著低沉的振動和聲響	5.0	2.333	0.0	1.886
已隨季節更迭而培養起的身體敏銳知覺	6.4	5.0	0.49	0.707
我甚至開始享受吃藥這件事情	6.0	6.0	1.633	0.816
4軍事政變推翻反人類	4.0	6.0	0.816	1.414
所以許諾了高福利	6.0	4.25	0.0	0.829
卻得到一鼰赤?	4.333	4.0	0.471	2.449
顛倒是非黑白的品德郭文貴簡直信手拈來	3.5	6.5	0.5	0.5
無論他編造的郭條條有多完美	4.0	5.75	0.0	0.433
不論我怎麼期盼	4.0	4.5	0.0	1.5
少來挑撥離間這一套了	3.6	6.25	0.49	0.433
能做你爹的還不夠高貴	3.4	6.2	0.49	0.98
的締造標準必定是	5.0	3.8	0.0	2.315
瑞巖溪野生動物重要棲息環境	5.333	2.667	0.471	1.7
有居民申訴整個週末信箱都開著	4.0	5.75	0.0	0.433
汝已違犯於彼等	3.0	8.0	0.0	0.0
他本人很開朗也很貼心	7.0	4.5	1.0	0.5
以求得到精神上的超然解脫	7.0	6.333	0.707	0.943
曾經有過一個很轟動的帖子	5.0	8.5	0.0	0.5
或者工作失敗咋搞	3.0	6.667	0.0	0.471
我並非不贊同普世價值觀	4.0	4.5	0.0	0.5
繼續整理手頭瑣事	5.0	2.333	0.0	1.886
也有能讓青年的我有所共鳴的細膩處	6.6	5.4	0.49	1.2
丟棄支那廉價產品	5.0	5.667	0.816	0.943
77應該比較算天然的自尊心高	5.5	2.5	0.5	1.5
感覺政策還是有些極端了	4.0	6.0	0.0	0.0
需要是七歲孩童般的純淨	6.333	4.333	0.943	1.7
鑑賞等諸多才藝於一身	6.6	4.5	0.49	0.5
簡姓爸爸上網求助	5.0	1.333	0.0	0.471
跟隨人民日報邏輯	4.667	3.0	0.471	1.414
建國你多擔待點	5.0	4.0	0.0	2.16
男兒何不帶吳鉤	5.0	4.0	0.0	0.0
郭文貴今日再造法庭謠言	3.0	4.2	0.0	1.47
我恨我自己太晚跟隨到神聖大師	3.75	7.25	0.433	1.09
願你照你的話憐憫我	3.333	5.0	0.471	2.16
低濃度阿托品眼藥水可減學童近視加深速度七成	6.5	5.5	0.5	1.118
結果多年後弟弟變成菁英凱旋歸國跟碩珍搶繼承權	3.5	4.5	0.5	1.118
只有沒有錢跟賺不到錢跟很小氣的男森才會說人家拜金女	3.667	7.0	0.471	0.0
惡意殺價和持有毒品聞名	3.667	5.0	0.471	0.816
現在有些只拘留	4.0	5.0	0.0	0.0
當政府開始大量搜捕猶太人的時候	4.5	4.0	0.5	1.225
其實就連美國也是一直是在兩者之間來回搖擺的	5.0	4.667	0.0	0.471
略帶發力的緊張	4.333	3.75	0.471	1.92
不過叫你心裡留神	5.0	6.0	0.0	1.0
中華人民共和國內政腐敗侵害人權	1.5	5.5	0.5	0.5
若不是眼見情郎臂骨折斷	4.0	6.333	0.0	0.471
邀請你一同探索潛藏內心	6.0	3.667	0.816	1.247
第一反應就是反抗	4.0	5.333	0.816	2.055
到時候您不覺得讚了就不讚了哈哈哈	5.0	5.667	0.816	3.399
貝勒爺您是已經被天霸的美貌俘獲了喲	6.333	6.667	0.471	0.471
以免被他們佔便宜	4.0	6.0	0.707	0.816
謊言連篇倒是第一!	3.0	7.75	0.0	0.829
考慮外賣小哥違停實際原因	5.0	2.8	0.0	1.6
又稱季節性懶惰症候群	4.0	4.5	0.0	0.5
因為你遺傳了媽媽的個性或是態度或是氣質	6.0	4.5	0.0	0.5
以命相搏是無奈之舉	3.6	5.25	0.49	0.829
用他們壓榨別人回來的錢捐款甚至資助新創	4.4	6.0	1.744	0.0
頑固的推行加贈關稅	3.5	5.25	0.5	0.829
感謝追星路上阿米為防彈及彼此應援	7.0	5.5	0.0	0.866
延緩經濟垮塌的程序	6.0	3.75	0.0	1.299
保留可以轉圜的餘地	6.0	4.75	0.0	0.433
表示憂慮及關注	6.0	7.0	0.0	0.0
我的人生遇見了重大挫折	3.0	6.333	0.707	1.247
美國升級關稅舉措不僅將損害美中兩國經濟	3.0	4.5	0.0	0.5
整個官僚機制和國民內鬥的齒輪咬合咬合	3.5	6.0	0.5	0.0
回國無門且官司纏身	2.5	5.75	0.5	0.433
可是說謊就不同	4.0	4.2	0.0	1.939
完全感覺不到絲毫的科學性	4.0	4.5	0.0	0.866
為能捐獻高質量	6.0	4.0	1.0	0.816
怎麼了有什麼地雷嗎	4.0	5.0	0.0	0.816
有點像是小資產階級或軍閥	5.0	3.0	0.0	2.0
這趟旅程真的不怎麼令人盡興	3.0	4.667	0.816	0.943
長輩們喜出望外	7.0	4.8	0.0	2.135
不斷的在心裡哭泣	3.0	5.0	0.816	1.633
我要讓自己看起來燦爛無比	7.0	6.0	0.0	0.894
但是鳥的圖案則不太適合放在夫婦的睡房	4.0	4.75	0.0	0.829
不然就安靜的看	4.667	3.667	0.471	1.7
感人的歌聲優美動聽	7.5	6.0	0.5	0.707
彼此之間合作融洽	6.5	5.0	0.5	0.0
西亞某國也是不斷被騷擾	3.6	5.0	0.49	0.0
李倩怡潛逃至臺灣首度發聲	5.333	3.333	0.471	0.471
後被警方告知已經關押	3.6	5.5	0.49	0.5
每個群有助教維持秩序和整理問題	6.0	3.0	0.0	0.816
滿足不了執法需要	3.4	4.75	0.49	1.09
香港人要全部出來抗爭	5.5	6.0	1.118	0.816
我發現市面上也是一種榮譽	6.75	5.0	0.433	0.894
再準確的預警都於事無補	3.0	3.25	0.0	0.433
鳥啼而欣然有會	7.0	7.0	0.0	0.0
跪成化石也沒用	3.5	4.75	0.5	1.299
記得以前就有看到過談對捐卵傷害認識不足的文章	5.0	5.0	0.0	0.707
會阻塞車輛通道	4.4	4.25	0.49	0.829
而且將阻礙全世界的穩定和繁榮發展	3.0	5.5	0.0	0.5
這才在週日早上宣佈徵收關	5.0	5.667	0.0	0.471
實施30分的警報發放	5.0	2.333	0.0	1.886
看到這個訊息的時候真的很氣憤	2.667	7.5	0.471	1.5
遐方不許貢珍奇	4.8	5.6	0.98	1.2
除了衍生難民之外	3.0	4.5	0.0	1.803
英超異常激烈的爭冠大戲	6.0	6.5	0.0	1.803
總有一種不祥的預感	3.5	5.6	0.5	2.417
中共最受信任的危機管理者回到了政治前線	6.5	5.25	0.5	1.299
憑什麼這樣的事情要保密	3.25	6.75	0.433	0.829
若報導牴觸受眾的核心信念	3.5	4.0	0.5	0.0
總目標是高雄要發財	6.333	4.0	0.471	2.16
火腿腸非常不衛生	3.2	6.5	0.98	0.5
其實很難能可貴	7.0	4.75	0.707	2.586
最奇特的就是都是簡體字呢	6.0	6.0	0.0	0.0
聽到時滿腦子的疑惑	4.0	5.0	0.0	0.0
沒有因睡眠後減輕沈重感	3.5	3.6	0.5	1.2
彷彿現在並沒有足夠的能力去思考自己是誰	3.333	4.333	0.471	2.055
還可以促進課金	6.75	4.6	0.433	1.855
374643人受傷	3.0	3.0	0.894	1.581
獨處還需要花學費學習	4.0	6.5	0.0	0.5
還是用刀片式吉利泡沫就	5.0	5.333	0.707	0.471
還沒逛完一圈腰跟膝蓋已經在哀號了	4.0	5.667	0.0	1.247
當值猶太裔惡人	3.0	5.0	0.0	1.0
是總在革新傳統	6.0	6.0	1.633	0.0
一家旅店員工在客房發現三具屍體	3.0	4.0	0.0	2.0
可別再冒充基督徒了	3.75	6.25	0.433	0.829
30年來談64各方由於種種原因迴避其國際背景	3.0	5.333	0.816	0.471
以無知小丑的表演形式淋漓盡致的演繹	5.0	4.333	1.414	0.943
真心覺得她很強	6.5	5.0	0.5	2.0
巴基斯坦一五星級酒店遭武裝突襲	3.0	3.75	0.894	0.829
當時英國出來調停	5.0	2.75	0.0	1.785
祂為你的修行消除障礙	6.4	3.8	0.49	1.6
高一時候做的小花束現在還沒丟掉呢	6.0	6.0	0.0	0.816
這是我觀賞過的最令人驚歎的演出	7.0	7.75	0.0	0.433
雙普通電話並非突發事件	4.333	4.333	0.471	2.357
吵架也是一種溝通	6.0	5.0	0.707	0.0
頭微微傾向會倒住掌心那一側	5.0	4.0	0.0	0.816
一般人不易聽懂	4.5	5.0	0.5	0.0
當時大家的焦點在於會否動武	5.0	4.333	0.0	2.055
女配壓倒性比原女主美	6.5	4.8	0.866	2.04
同時性格刻畫鮮明	6.0	4.75	0.0	0.433
這便是汝的惡習唷	3.6	5.25	0.49	0.829
我們在原則問題上決不讓步	6.0	6.667	0.816	0.943
是血腥共畜的走狗與鷹犬	2.5	6.0	0.5	0.707
多少個徬徨的夜晚	3.6	5.25	0.49	1.479
所以無法跟不熟的人很放心的聊天	4.0	4.5	0.0	0.5
種種人格上的控訴	3.0	4.0	0.0	2.236
是你獨一無二的證明	7.5	5.5	0.5	0.5
公共電視很丟臉	3.0	5.75	0.707	0.829
不為浩瀚天宇的熠熠星輝而迷亂	6.5	3.5	0.5	2.062
現在差的是政府	3.5	5.75	0.5	1.785
川普總統認為美國吃虧上當太久了	4.5	4.75	0.5	0.829
美食化解的不僅是飢餓	6.0	5.333	0.816	1.7
大饑荒的發生是分分鐘鐘的事情	3.0	5.25	0.0	1.09
跑到安全地方逍遙快活了	5.667	4.667	1.886	0.943
如果我果斷獨自沉澱	4.333	3.667	0.471	2.494
畢竟我家庭美滿	7.333	5.667	0.471	0.471
00向所有的母親們致以衷心的問候	7.0	6.0	0.0	0.816
施以獅虎式的教育	4.333	5.0	0.943	2.16
必須做出殘酷抉擇	3.0	6.5	0.0	1.118
而是這個國家的大方向已經轉變	5.0	2.0	0.0	0.0
就這樣不知不覺為你著迷了	6.6	5.6	0.49	0.49
叫不醒一個喪失了立場	3.0	4.0	0.0	2.0
可以多一個默默守護的牽掛	6.6	4.0	0.49	0.0
在一片譁眾取寵中繼續編造虛假檔案	2.0	5.333	0.707	0.471
讓人得以無懼地向前走	6.5	5.5	0.5	1.118
過去美國總統及其他國家一直在助長中共這惡勢力	3.75	7.25	0.829	0.829
考察隊被困住了	3.667	5.667	0.471	1.247
地科老師就在上課時大力評批憂鬱症的人都是養尊處優	2.25	6.0	1.299	0.816
總之我有點沮喪	3.333	5.333	0.943	1.7
所以我很羨慕我弟	5.0	5.0	1.414	0.816
然後自己判斷為什麼種族主義者丹尼貝克獲得了一張免費通行證或者這些可憎的母親為他提供的蹩腳的藉口	4.0	4.0	0.0	0.0
現在社交軟體都會向使用者申請讀取聯絡人的許可權	5.667	3.0	0.471	1.414
這不是個合格的媒體	3.4	5.8	0.49	1.47
