Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
中國移動赴美開展業務被美否決	4.0	4.0	0.0	1.0
生在一個喪偶式育兒家庭	3.0	4.8	0.0	2.135
即使說了那麼多喪氣的話	3.75	5.75	0.829	0.433
所以說果然不宜傷春悲秋嗎我靠	3.0	7.667	0.0	0.471
生孩子就有責任養育教育	6.0	4.0	0.0	2.449
什麼就會折磨你	3.333	3.75	0.471	1.92
醉漢出口辱罵女郎	2.25	4.333	1.299	0.471
是有什麼疾病麼	4.0	5.0	0.0	0.0
10美股盤中反彈	5.0	5.333	0.707	0.471
講沒幾句就覺得別人看不起他們	3.0	6.6	0.0	1.744
京都人不堪其擾突顯全球觀光城鎮的美麗與哀愁	3.333	4.333	0.471	0.471
發燒都燒了三天了還說是一般感冒	3.0	7.333	0.707	0.471
唔會因為樣衰而有??做唔到	5.5	3.5	0.5	2.5
後徐被軍法處置後	4.6	3.8	0.49	0.98
不是和中國現實太脫節	3.667	4.667	0.471	2.055
你可以不惜信譽和成本替他人繼續造謠汙衊	3.333	5.333	0.471	1.247
除非生活遭到重大的變故才會中斷	3.0	4.5	0.0	2.5
難得悠閒的旅程	7.25	3.8	1.09	1.939
展現自己健美肉體以敬神	7.0	6.25	0.0	0.433
我們慶幸在網際網路時代翻牆	6.4	5.25	0.49	0.433
這是中國人極其不理智地自絕於傳統	2.5	5.75	0.5	0.829
什麼團體裡都有沒判斷力的人	3.25	6.25	0.433	1.09
他鬥來鬥去就是要控制局面	4.5	4.0	0.5	2.121
除了哄騙部分無知之人為其捐款之外	3.25	5.75	0.433	0.829
它獨有它那粗獷	5.667	3.667	0.471	1.247
末世當防備法利賽人的酵	3.0	4.0	0.0	0.0
香港將成為中國的下一個自經區	3.333	4.667	1.247	1.247
都會看見盼望與價值	7.0	5.5	0.707	0.5
不至合意於米中協議	3.667	4.667	0.471	0.471
疑犯左手中槍後繼續駕車逃走	3.667	4.667	0.471	0.471
忘記自己半斤八兩了	3.0	4.0	0.0	1.414
而不是伸手要福利	3.5	5.5	0.5	0.5
恍惚覺得在哪聽過	5.0	4.667	0.0	1.247
我的一個在上海做減低二氧化碳排放的環保	6.0	4.667	0.816	0.471
得其善言不狂喜	6.6	3.8	0.49	1.47
看來我得再自我審查一下措辭	4.333	3.0	0.471	1.414
讓減稅降費紅利切實惠及企業	6.667	4.0	0.471	2.16
平心靜氣太難了	4.0	5.667	0.0	0.471
住得膽戰心驚啊	3.333	6.667	0.471	0.471
今天被扣到欠費才被告知換套餐了	3.0	6.0	0.707	0.707
如釋重負般的舒暢	7.0	5.0	0.0	1.0
優雅的公司名字可以使到他國放下成見和戒心嗎	4.4	6.25	1.2	1.299
但偶會默默避開這類角色就是	5.0	4.5	0.707	0.5
讓我感到一片哀傷	3.4	4.75	0.49	0.433
來試試創業?挑戰同埋刺激	6.0	6.25	0.0	1.09
儘管冒險者的足印在各地留下痕跡	5.0	5.333	0.707	0.471
她@邊指責一邊清掃	4.0	5.5	0.0	0.5
會讓生命變得貴重	6.75	5.0	0.433	0.707
意猶未盡的滿載而歸	7.0	6.25	0.0	1.299
但就阻止江青組閣而言	4.333	6.333	0.471	0.471
是中國的獨特現象	5.0	4.333	0.0	2.494
委內瑞拉政局的動盪仍在持續	3.667	5.0	0.471	0.0
主子們分贓不均吵吵架是常態	3.5	5.0	0.5	0.0
結果腸胃超級燃燒	3.75	6.0	0.433	1.414
機艙內散落著行李箱	4.5	1.0	0.5	0.0
可是偶爾也會有兩個彼此熱戀而同時又彼此被熱戀的情況	5.5	5.0	0.5	1.0
但這8位有4位落選	4.0	4.0	0.0	0.816
為何審查了四年才一審宣判	3.0	6.25	0.0	0.433
當頭暈目眩的時候	4.0	3.0	0.0	2.0
但會持續在推特發一些生活瑣碎的事情	5.333	3.667	0.471	0.943
她跟我講了一些令人作嘔的餐館幕後事	3.0	5.667	0.816	2.055
看看這精美滴握手	7.0	4.75	0.0	0.433
摸著她稚嫩的臉龐	5.5	5.0	0.5	0.0
至於我那些仇敵	4.0	5.2	0.0	2.227
用在生活激盪不同的美感	7.0	3.667	0.0	0.943
但是她的臉完全是純天然的	7.0	5.5	0.707	0.5
我拼命跟你道歉尋求解決方法	3.5	6.75	0.5	0.829
新浪微博這個中國最大的社交及時平臺輿論的監控已經到了髮指的地步	2.667	4.333	0.471	0.471
不同於傳統的手術切除和抗癌藥物或放射療法	5.0	3.25	0.0	1.785
但還是會受皮肉傷	4.0	3.25	0.0	1.785
是不是偷換概念	4.4	4.2	0.49	2.135
我看我自己做菜有礙到人	4.0	5.75	0.0	0.433
以市場脅迫換取技術	3.0	4.667	0.0	0.471
堅心信靠恆久靠主	6.667	5.667	0.471	0.471
某派主張壓制某派	4.5	5.5	0.5	0.5
人家是及時行樂他們是及時多講兩句閒話	3.0	6.0	0.0	0.0
擅自改變產品的存放方式	4.25	3.8	0.433	2.04
這樣就無情那每支球隊都不用換血了啊	3.5	7.667	0.5	0.471
勢力衝突而上演了空前歷史悲劇	2.4	7.0	0.49	1.225
黑龍江省大慶市薩爾圖區法輪功學員丁洪娟女士被薩爾圖區開發區法院枉法冤判兩年	3.0	5.0	0.0	0.707
甚麼心靈量子宇宙能量場的你一分鐘就失去了六十秒真是不得了	5.0	7.0	0.0	0.0
1說是制度悲哀1說是人悲哀	4.0	4.667	0.816	0.471
奮發牛得心應手	6.667	6.333	0.471	0.471
短視近利漠視未來	2.5	5.4	0.5	1.744
那是政府富裕的標誌	6.0	6.0	1.0	0.0
我點著頭很莊重地點著頭	6.5	5.75	0.5	1.299
有些聊天真的是需要耐心	4.0	4.667	0.0	1.247
並且可能是令人羞辱地	3.0	5.25	0.0	0.829
或者說警方在保護這幾個人	5.333	4.667	0.471	0.943
發照給她時她一直問我是不是所有人的親屬都到了	4.667	3.667	0.471	2.055
爬上頂樓的城堡可以一覽無疑整個城市的風景	7.0	5.5	0.0	0.5
波蘭關係在政治議程之外甚至高於議程	4.5	5.0	0.5	1.581
這樣的逆向淘汰就造成臺灣政治的格局越來越小	3.0	5.75	0.0	1.09
唯有兩條街道賣淫嫖娼的違建至今違建不拆	2.667	5.0	0.471	1.414
腐蝕我們的心靈	3.333	4.667	0.471	0.471
但是這一次他們受到各個政黨前所未有的熱烈追捧	7.0	5.0	0.0	0.707
去找個小幫手去買杯熱巧克力或桂圓茶來喝	5.5	3.5	0.5	2.5
民主制度是一臺設計精巧的機器	6.667	4.667	0.471	0.471
這也包含坦白承認	5.5	5.333	1.118	0.943
一樣孩子般的笑聲	6.0	3.0	0.0	0.816
女子遭凌虐肢解	2.0	6.5	0.0	0.5
甚至干擾人的荷爾蒙分泌	3.0	6.667	0.0	0.943
還在這洋洋自得	3.667	6.333	0.471	1.247
還結合日本印度與菲律賓軍艦闖入中國南海	4.0	3.8	0.0	2.4
而如果飛黃騰達後變得奢靡頹廢	4.0	3.5	0.0	1.118
不然自己無意識違心時或許已經來不及了	3.0	5.5	0.0	1.118
凡得此症的人都以得病為榮	6.0	6.0	0.707	0.816
底比斯最強大的神聖兵團	6.5	6.25	0.5	1.299
每一刻都是時髦者的獨苗	6.0	3.75	0.707	1.785
不論悲喜都得前行	6.0	4.5	1.0	2.5
你所得到的民主無非是過了一下嘴淫而己	3.4	6.5	0.49	0.5
惡行招致異熟果	3.5	3.4	0.5	1.744
住在旅館被警察半夜突襲	3.0	5.0	0.0	0.707
不留黑頭肌膚超光滑	6.25	5.6	0.433	1.744
不要讓他覺得你是	5.0	4.0	0.0	2.53
柴門反關無俗客	5.667	4.0	0.943	2.449
但是之後又會很內疚	3.667	5.667	0.471	1.247
之後樑某搶奪拉拽方向盤	3.75	6.25	1.299	1.785
分割槽表型別呢	5.0	4.333	0.0	0.943
坐過牢的人都很固執的	4.667	5.0	0.943	0.816
虔誠無比的禱告無限	6.667	2.333	0.471	0.943
某王爺意味深長地勾了勾脣角	4.667	4.667	0.471	1.7
撕開郭九條的偽裝	3.75	7.0	0.433	0.707
我是不評價高傲國家的	4.0	4.0	0.0	0.816
特別是那種西裝革履的	5.333	4.333	0.471	2.357
我也就心灰意冷	2.667	4.333	0.471	0.471
看著昨晚的疑問被解答	6.5	5.0	0.5	0.707
下一輪銀行風暴的洗禮	4.0	4.0	0.0	0.0
除非他已經丟辭呈出去了	3.667	5.333	0.471	1.7
削減製造業產能	4.0	4.667	0.816	2.055
我就真的辭職給他看	3.4	6.5	0.49	0.5
郭文貴做的每一件事都透漏著其整個人的腐爛陰險	1.25	6.4	0.433	1.855
那跟希本人的意志無關	5.0	5.75	0.0	1.09
能跟他匹敵的國內電影也就三大戰役了吧	5.75	6.25	0.433	1.479
5000母音樂家	5.333	2.667	0.471	1.247
每每總覺得惋惜不止	3.0	6.0	0.0	0.0
夾在雄偉的岩石之間	5.5	3.5	0.5	1.118
資訊多到數不清的世界	5.667	5.667	0.471	0.471
再搭配有光澤的底妝	6.0	4.0	0.0	0.0
蔡英文自己就是專制	3.5	7.0	0.5	0.816
把絲綢棉布等中國產品輾轉帶到全世界	5.5	4.667	0.5	0.471
其次要擯除政治文明中的黨文化的謾罵攻擊	4.0	5.25	0.707	1.479
再唆使狗城管沒收罰款	4.0	4.0	0.0	0.0
眾人忙驚惶相問	3.5	7.0	0.5	1.0
中國人反過來要抵制鴻海你怎敢	3.0	6.667	0.0	0.471
我是不是不該讓老師寂寞繼續去	4.0	5.5	0.0	1.118
人越是得意的事情	5.25	4.2	0.829	2.135
總是曲解別人的意思	3.0	6.0	0.0	0.707
怎麼會是執政黨的功績	4.5	6.0	0.5	1.0
國有化本身就已經拋棄了經濟發展	4.25	5.5	0.433	1.118
我要去跑個步發洩一下	4.75	4.2	0.433	2.227
就應該直截了當表達	5.5	4.4	0.5	2.417
李白最後背離官場	4.0	3.5	0.0	1.5
感性凌駕於理性之上時	4.6	5.25	0.49	1.09
然後我下了公交進了地鐵就一直覺得眼睛疼	3.667	5.0	0.471	0.0
而且一直很陰沉	3.0	6.0	0.0	0.816
可渾身上下就是尼瑪趙本山式的土鱉暴發戶氣質	4.0	6.5	0.0	1.5
日本國民誓以國家的名譽	6.5	5.0	0.5	1.0
他都會細心舔毛1	5.333	3.667	0.943	1.886
只是比起波瀾壯闊	4.333	4.333	0.471	0.471
眼睛會覺得疲勞	4.0	4.5	0.0	0.5
被先生一直催促去看牙	4.5	6.333	0.5	0.471
以及防水可以撐一整天的畫眉毛用具	6.0	3.2	0.0	1.833
迸發澎湃的激情	7.25	6.75	1.09	0.829
來自中國第一大電信運營商的懺悔	3.5	2.5	0.5	0.5
開啟一場美妙的約會	7.2	5.0	0.98	0.707
它讓你無暇顧及親情	3.667	3.333	0.471	1.7
遠離政治和媒體	4.833	4.857	0.373	0.833
的我來給大家揭露一個	5.0	3.5	0.0	2.062
真若出現像洪水決堤那樣大規模的民	4.0	4.667	0.816	2.867
溫度適宜又有風吹	6.333	3.0	0.471	1.581
而取決於生平的善行	5.667	3.667	0.471	2.055
牛油膠有時會產生變質或是位移的狀況	4.667	4.0	0.471	0.816
中國的使用者真是很慘	3.0	4.333	0.707	0.471
這一詞我覺得較為妥當	6.667	5.0	0.471	0.0
今天起床就感受到活力	7.0	6.75	0.894	0.829
鄧屠夫和姚依林那樣的共產黨領導人才是明白人	6.5	6.0	0.5	2.0
就他還在悲憤選不上市長	3.0	7.0	0.0	1.414
懶得和他起衝突	4.667	4.333	0.471	0.471
圍毆至牙齒移位	3.0	4.5	0.0	0.5
郭教主是低眉順眼	4.0	4.0	1.414	1.414
你們共匪軍艦自己炸毀了	5.333	5.0	1.247	1.633
而且不受防火牆阻隔	5.75	5.25	0.829	0.829
今天我到底生了什麼樣的善心	5.333	4.333	0.471	0.471
我家雜物間都要堆起滿滿全新只用過一分鐘的燈管了	4.333	5.667	0.471	1.247
出遊的時間拿來健身以填補我這無法忌口的口腹之慾和內心空虛以免跟腹肌說再見	6.667	5.0	0.471	1.414
進度閃4潛入舊都	4.5	5.0	0.5	1.0
氣質漂亮的良家少婦蘇小小偷偷兼職做樓鳳	3.0	4.0	0.0	0.816
才華洋溢會說八國語言	7.0	3.667	0.816	0.943
我們班很多男的給我們倆起過譏諷的外號	3.0	5.5	0.0	0.866
然而他也無可奈何	4.0	3.75	0.0	1.299
國家就是個空洞的概念	4.0	3.0	0.0	1.581
佛菩薩是最慈悲的	8.0	3.667	0.707	0.471
中國人將成為世界上最悲慘的奴隸	3.0	5.75	0.707	0.433
鑽研社會福祉的菁英	7.0	5.0	0.0	0.816
但我還是接受不了他的土方	3.333	6.0	0.471	0.816
就你這德行還臺灣優先	3.5	7.25	0.5	0.829
奉勸那些仍然在文貴繪製的黃粱美夢中沉醉的螞蟻們早日覺醒	3.0	5.5	0.707	1.118
我看不懂把宗教理由推動的暴行	4.0	5.0	0.0	2.16
關於飾演各位國手的人選也一直懸而未定	4.333	4.0	0.471	1.414
的理念奮勇向前	6.0	4.0	0.707	2.739
伊斯蘭看看這牌坊立的多麼貞潔	6.0	5.0	0.0	0.0
而且貌似新院頭一回以負心人的形象出現	4.0	2.0	0.707	0.816
她如果貿然這樣做	4.0	5.4	0.0	0.49
最催眠的莫過於艱澀	5.0	3.75	0.894	0.433
當宗痛必是效忠支那的魁儡蛆長應聲蟲	1.667	6.333	0.471	2.494
真是傑出的一手	7.4	6.5	0.49	0.5
已經觸及到中國文化傳統的核心	5.0	4.0	0.0	2.16
凍結沒收美國在華資產	3.667	4.333	0.471	0.943
美國和中國都處在政治上最黑暗的時代	2.5	5.75	0.5	0.829
做出來的都不一樣呵呵	4.0	6.25	0.0	0.829
生命逝去的悲痛	2.0	7.75	0.894	1.299
他真的是萬能的	8.333	5.5	0.471	1.118
你有種就堅持下去	4.25	8.0	0.829	0.707
有時候我理解有些人他們會反感	5.667	4.667	0.471	0.471
沒有充份理由加息或減息	4.5	3.5	0.5	2.062
是她的花招變更花俏	5.5	5.333	1.118	0.471
吉他喝多了在狂笑	6.667	6.75	0.471	1.299
如常飲能使老人面部紅潤	6.75	3.0	0.433	2.098
怎麼不說高盛的腐敗	3.667	5.0	0.943	2.16
世界上最可笑的就是像你這種靠共產黨發的五毛養活	2.5	8.75	0.5	0.433
分別判刑1年3個月及4年半	4.5	3.25	0.5	0.829
而且因為這種事業不是一帆風順的	4.0	3.8	0.0	1.939
我沒有讓新的生命來受苦	6.5	4.5	0.5	1.5
而要遵從聖靈的引導	6.667	5.0	0.471	2.16
凍結龔仁心等四人職務	3.667	3.333	0.471	1.7
值超高典雅奢華歐式風格火鍋	6.0	5.5	0.0	0.5
迷路到了從未到過的土地	5.0	4.0	0.0	2.121
我值得被你這樣嫌棄	4.0	6.0	0.0	0.0
第二次世界大戰後的瓜分	4.0	5.0	0.816	1.414
說要拓寬的是沒遠見的草包	2.333	6.0	1.247	2.449
媽咪廚房重要通知	5.0	4.75	0.0	1.785
因為我與蒙的恩不相稱	5.0	6.5	1.0	0.5
凡事不要執著固守兩位老少個性難處	4.25	4.0	0.433	1.414
分紅除可轉換為樂天點數	6.0	4.333	0.816	1.7
美國和中國應該齊心協力	5.667	4.333	0.471	1.247
終將波及外債償付	3.5	6.0	0.5	0.0
感覺華人孩子在公共場合比較守規矩	6.6	4.75	0.49	0.433
覺得自己的身體很老實	6.5	3.2	0.5	1.47
一起前往盛大的歌舞慶典吧	7.5	7.0	0.5	0.707
我是百分百的深有同感	6.0	7.0	1.0	1.0
體態威武步履穩重	6.667	4.0	0.471	0.816
看似保險公司幫你作假	3.0	4.75	0.0	1.92
嚮往大城市的繁華	6.0	5.667	0.816	2.625
本質是為了看世界寬闊視野作品發表演說	6.5	5.5	0.5	1.118
也可以在一定程度上抵消更高關稅所帶來的成本	6.333	4.333	0.471	0.943
發總統褒揚令給臺共戰士黃圳島	6.333	3.333	0.471	1.247
而通縮預期將縮減和延遲投資	4.25	4.333	1.299	0.471
在毛澤東剛去世時	3.5	6.0	0.5	1.0
直到我們完全聖潔	5.333	4.667	0.471	0.471
這衹是權宜之計	4.5	5.5	0.5	0.5
淡北道路未知數	4.5	4.0	0.5	0.816
就不和你說什麼啦	4.333	5.333	0.471	0.471
和聖徒洛中九老會	5.0	2.8	0.0	1.6
反而下定決心與兄長一戰	5.0	5.25	0.0	1.92
而家搵緊適當時候去做電療	5.6	4.0	0.49	2.0
中國農業有多落後你說來聽聽起	3.5	6.667	0.5	0.471
放過一遍後再也找不到二次回味的慾望	3.0	5.5	0.0	0.5
我沒要去只是要準備老爸	5.0	4.0	0.0	0.816
我媽現在催婚的手段越來越高明瞭	4.0	5.75	0.707	1.299
巴黎聖母院上個月因大火毀損	3.0	4.667	0.0	0.471
張會感染全世界	4.75	5.75	0.433	0.829
香蕉人天天舔人家屁眼	2.0	8.0	0.0	0.0
悲慟的心被溫情包裹	6.0	5.5	0.0	1.118
還是另有圖謀呢	4.0	5.667	0.0	0.943
南華早報才是黨內派系的傳聲筒	4.6	5.5	0.49	1.118
把西方謹慎論調當侏儒	3.5	5.5	0.5	0.5
但借它攻擊整個中國的人權是無聊的	3.5	6.0	0.5	1.0
也就是異性間的隔閡和同性間的競爭	4.0	4.5	0.0	0.5
寒塔興致沖沖的跑來找我	6.0	7.0	0.707	2.121
我們不需要這樣的英雄	3.667	6.5	0.471	1.118
才會這麼的生疏無措	4.0	4.5	0.0	0.5
以及激進左翼政治人物桑德斯表示	5.0	2.8	0.0	1.6
重慶市萬州區人民法院開庭審理了一起敲詐勒	4.667	4.333	1.247	1.7
虞大大慰問五毛弟兄	5.667	4.0	0.471	0.816
比起除地上的雜草	5.0	2.333	0.0	0.471
但油炸後分解更多的芳香脂類物質	5.0	3.6	0.707	1.2
洩露太多的內情	3.667	5.333	0.471	0.471
但至少是願意聽我說話的人	6.0	4.5	0.0	0.5
和其小助手幫我捏的人設們	5.25	3.0	0.433	0.894
中國人民感激美國政府替天行道	7.0	5.667	0.707	0.471
是我的佔有慾在作祟	3.4	6.0	0.49	0.0
陣痛和子宮整天互相排斥	3.0	7.0	0.707	0.0
那簡直一文不值	2.333	7.333	0.471	0.943
但情人海灘仍然美得驚人	8.0	7.4	0.707	1.356
加徵關稅只會讓全人類落入無銷煙的世界大戰	3.0	4.6	0.0	1.2
但我較欣賞後者	6.667	5.333	0.943	0.471
預算軟硬體建設等內政	5.0	2.5	0.0	1.118
卻看著搖搖欲墜的模樣心生膽怯	3.4	5.2	0.49	1.47
整排鞠躬傾斜的老房子	4.0	5.0	0.707	1.414
15單排衝光輝	5.0	1.0	0.0	0.0
女同性戀雙性戀異性戀異性戀戀童癖獸性	5.0	2.4	0.0	1.356
就是以前曾經那麼喜歡的東西	4.0	3.0	0.0	0.0
或是聲稱自己是中國人就可以處處受禮遇尊敬	3.0	4.75	0.707	1.09
不願做奴隸的人們	5.5	6.333	0.5	0.943
我很確信這個人要真的當上了總統	7.0	6.5	0.0	1.5
牠們才跪得心安理得	6.5	3.5	0.5	0.5
把殘骸祕密放置中共駐南大使館地下室	5.0	6.0	0.0	2.0
高雄市民你們怎麼不會感到憤怒啊	3.0	6.6	0.0	0.49
萬事亨通不發愁的嗎	4.25	5.75	0.433	0.829
這場相互利用的關係很快就將結束	3.667	6.0	0.471	0.816
身上所有值錢財物被賊人騙走	3.5	5.75	0.5	0.433
真的是每次測出來後就能感受到其實普通人的味覺還是蠻不靈敏的	3.667	4.0	0.471	2.16
更不會找尋上師的過失	4.0	5.0	0.0	1.414
一款有魅力的新茶	6.333	6.0	0.471	1.581
應該適時的放下了	5.0	4.5	0.0	0.5
也只能侷促益州力竭五丈原	4.667	4.333	0.471	2.494
誰在隱瞞境外存款	3.4	5.75	0.49	0.829
是不是日本也是一個缺少資源的國家	3.5	3.5	0.5	0.5
他們是純真的反叛	5.5	5.0	0.866	0.707
連朝代國號都混亂不堪	3.0	7.0	0.894	0.707
整個連貫動作相當戲劇性	6.0	6.0	0.0	0.0
然後夢中把舌頭臉頰咬得都是破洞	4.0	4.75	0.707	0.829
你的池塘已枯竭	4.0	5.0	0.0	0.0
根本無心力再去關心什麼大事	3.0	5.2	0.0	0.98
不知道譴責劊子手	3.6	5.25	0.49	0.829
都是本身擅長廚藝的母親	6.4	5.25	0.49	0.829
達到魚目混珠的效果	4.5	3.8	0.5	2.04
最使人疲憊的往往不是道路的遙遠	4.0	5.5	1.0	0.5
外媒中的官媒都挺認真的	5.667	4.333	1.247	0.471
陰謀駕機外逃集團	3.0	6.0	1.414	0.816
我不爽的是我感覺冷了	2.75	5.667	1.299	0.471
是上帝給我們最美的恩典	7.5	6.25	0.5	0.829
而別離足以美化人生	7.0	5.0	0.0	1.0
你翼望戲弄風吹	4.0	6.0	0.0	0.0
因為做工很粗糙	3.4	5.25	0.49	0.433
擔當的他可以分擔唱歌時的高音	7.0	5.5	0.0	0.5
聖水都是自己哀求才有	4.0	5.5	0.0	0.5
嚴謹地遵循分形幾何從而演化為類似成體的形狀	5.667	4.333	0.471	1.7
藐視政界潛規則	3.0	5.0	0.0	1.0
還有他是美人魚	5.6	3.6	0.49	2.154
把內戰責任完全推給國民政府稱國民黨撕毀了政協協議	3.5	6.0	0.5	0.816
米洛舍維奇等獨裁政權	4.0	3.2	0.0	1.6
因為身處咒術協會很快被平息了下來	6.0	4.5	0.0	1.5
令現場觀眾震撼落淚	7.667	6.5	0.943	1.803
兩位主持人稱得上是令人敬佩的基督徒	7.0	4.5	0.0	2.5
而以為中國資金可以帶動遲滯的歐陸經濟	4.0	5.0	0.0	0.0
生活不是等待暴風雨過去	5.333	5.0	0.471	0.816
產業分工佈局本來就是常態	5.0	2.667	0.0	1.247
又見平成最後的這種傻逼句型	3.0	5.0	0.0	0.707
才是造成你目前窘迫陰鬱懊悔心態的原因	3.333	5.667	0.471	0.471
可是都不幫我加薪	3.6	5.75	0.49	0.829
滋養我們的靈魂	6.333	5.0	0.943	0.0
但我人真的很手賤	3.6	6.25	0.49	0.829
即使是深綠都很難挑剔他	6.0	5.333	0.0	0.471
美稱馬杜羅要流亡古巴	4.0	3.25	0.0	0.829
在世的短暫的一生中	4.5	3.5	0.5	0.5
坊間建議不可行	4.333	4.0	0.471	0.707
那也犯不著給他們到處遊走找藉口	3.4	6.5	0.49	0.5
郭文貴鋌而走險	4.0	4.5	1.0	0.5
而是心中的鬱悶	3.667	5.333	0.471	0.471
還振振有詞不知羞愧	3.0	7.0	0.0	0.707
只是做個適性測驗怎麼這麼難	4.25	6.5	0.433	0.5
為了防止偏聽偏信	5.667	3.667	0.471	1.247
其他日本婆媽小聲議論	4.333	5.333	0.471	1.7
可優先躲避在開間小	5.5	4.0	0.5	2.0
但聖和團長的互動真是緩慢得讓人心焦急啊	3.5	6.5	0.5	0.866
卻幾乎全無用處	2.667	6.667	0.471	0.943
莫斯科製定作戰計劃	5.0	1.5	0.0	0.5
17世紀就被外科醫生用來治療外傷口的癒合	6.0	2.5	0.0	1.5
它在咖啡館裡喋喋不休	4.0	6.0	0.0	0.894
婚姻家庭制度本身就在瓦解中	3.6	5.0	0.49	0.707
山色江聲共寂寥	4.5	3.5	0.5	2.5
這是何等悅耳的聲音	7.6	5.25	0.49	0.829
我說過我不會流淚	5.25	7.5	1.785	1.118
事實證明每一箇中國人都是中共惡行的受害者	2.5	5.75	0.5	1.92
鬆綁不合時宜法規	6.0	5.0	0.0	0.0
被同事說很會安慰人	6.6	4.4	0.49	1.744
最近幾天累積了	4.5	4.0	0.5	0.0
鄭伊廷不講信用	3.25	5.5	0.829	1.118
每天都在極度睏倦中度過	3.333	4.333	0.471	0.943
眼淚還是止不住	4.25	6.0	0.829	1.581
可是再如此悲傷也有過去的一天	6.5	6.0	0.5	0.707
占上上風的一方以自己的形式奚落著下風的幾人	3.0	5.5	0.0	0.5
即使是責備勸勉	4.5	6.0	0.5	0.0
