Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
因為很多答非所問的段落實在太棘手	3.667	5.333	0.471	2.055
一副興高采烈的樣子	7.25	4.5	1.09	0.866
我看過一些文章介紹日本人很推崇王維的詩	6.5	3.25	0.5	0.829
無家可歸併不單指需要一個棲身之所	4.75	4.2	0.433	2.315
內心將是充滿謙虛與清淨	7.0	3.25	0.0	0.829
為歷史特級教師點贊	7.0	3.667	0.0	0.943
變成至高無上的榮耀	7.333	4.667	0.943	1.247
看到一條條關於我虛假的流言蜚語	2.75	3.75	0.433	1.479
他一個學歷史的竟然符合臺灣投機分子郎鹹平的黑屁說什麼	3.4	7.25	1.356	0.829
賢明女子學院高校生	5.333	3.667	0.471	1.247
麻木就是沒知覺	4.667	4.667	0.471	0.471
一看經濟欣欣向榮	7.0	5.667	0.707	0.471
自己卻毫不在意	4.5	4.5	0.5	0.5
和戀人分手的可能性微乎其微	5.667	3.667	0.943	2.055
近視眼感覺受到了冒犯	3.333	5.667	1.247	1.7
寂光院更顯精巧別緻	6.4	5.25	0.49	0.829
那時其實用不到這樣衝撞大門	4.0	5.0	0.0	0.707
我爸媽今天史上白目到極點	3.0	8.0	0.0	0.707
指當年無刻意剔除適用內地	4.0	3.0	0.0	0.0
曾盼其能悔悟反省	5.333	4.333	0.471	0.943
火勢終於在今天清晨4點多撲滅	5.0	4.333	1.414	2.357
哪有權力的集中和為所欲為	3.0	4.75	0.0	0.829
他現在已經感受到黨內外和國內外的各種危險	3.75	4.5	0.433	0.5
留下的卻不是沈重	5.333	2.667	0.471	1.7
流氓行徑造反訓練的	4.0	3.0	0.0	0.0
剛進去的時候全家呼天搶地地喊冤	2.5	8.5	1.5	0.5
諱疾忌醫是古人就抨擊過的	4.0	4.5	0.0	0.866
我已經是瑟瑟發抖了	3.0	6.0	0.0	0.0
沒有他也沒有新中國這點不可否認	5.667	5.75	0.471	1.299
這是為了之後要拯救中國	6.0	6.0	0.0	0.0
並不是盡如人意的	3.5	3.5	0.5	1.5
我可沒有反駁你說的問題	4.5	6.5	0.5	0.5
怎麼會舉著侵略國的旗子	4.0	5.333	0.0	0.471
西語裔男8大道行竊	3.4	3.5	0.49	0.5
俊美的像個妖孽	6.667	6.0	0.471	0.0
把人家的孩子送進監獄	3.0	2.333	0.707	0.471
這次未成型的合作成為了永久的遺憾	2.5	5.333	0.5	0.471
這是完全被剝奪了人權	2.75	7.2	0.433	1.6
可謂是深謀遠慮	7.0	4.5	0.0	0.5
老師平時比較嚴格	5.0	4.0	0.0	0.707
和042的推特我能怎麼辦我也很絕望啊	3.0	6.0	0.816	2.16
寓意二人將一起以新身份展開新?人生	5.5	3.0	0.5	2.0
罪惡活動的無底線勢利眼小人們在暗地裡又開始了更加激烈的像惡狗瘋狗一樣的吠叫	2.0	7.667	0.816	1.247
能不能不要把自己智商低落的事情展露的一覽無遺啊	2.5	8.25	0.5	0.829
因為他們的自卑群聚太重	3.5	5.5	0.5	0.5
換取平淡的安穩	6.5	3.4	0.5	1.625
熟悉又模糊的名字	5.0	5.667	0.0	0.471
旨酒雖酷烈芬芳	5.333	3.0	0.471	1.633
清除一大批害群之馬	6.5	4.5	0.5	0.5
韓國被尊崇被發揚光大	7.0	5.2	0.0	2.227
因為野蠻人有自動過濾文明人功能	3.5	5.25	0.5	0.829
不排除天朝和他同謀	4.0	4.0	0.0	0.0
同樣不予以置信	4.0	5.667	0.0	0.471
之間更加撕裂與	3.0	6.0	0.0	2.121
這是不恰當的講道	3.4	5.5	0.49	1.118
華文世界的人能活得這樣體面	6.0	2.5	0.707	1.118
充滿了女性的嫵媚	6.0	5.0	0.0	1.414
一口咬下啖啖肉軟滑香甜	7.0	5.5	0.0	1.118
控告中央選舉委員會	3.667	5.0	0.471	2.449
卻狂風驟雨急奔呼嘯	3.75	6.0	0.433	1.414
女政治家搞政治未必都是為了女權	5.5	6.0	0.5	0.816
但看完你的留言感覺超弱	3.667	5.667	0.471	0.943
你斷裂了那捆綁我的鎖鏈	7.0	6.0	0.0	0.0
整場比賽看下來有夠過癮	7.0	7.0	0.0	1.0
北韓頻試射武器全球70國敦促平壤棄核	4.667	6.333	1.247	1.7
更是無悔無怨的回饋報恩	8.25	5.0	0.433	1.414
人不犯我我不犯人	5.0	5.0	0.0	0.0
在青草地上跳舞又是一番歡欣	7.0	5.667	0.0	0.471
武漢這塊地界到底隱藏者什麼	6.0	6.0	0.0	0.0
我說你知道大淆我升級多少理性才只是無能狂怒不來物理的	4.667	5.667	0.471	0.943
老是躲在哀怨中	3.0	5.6	0.0	1.356
或許在我們該該叫的那晚復活的事情早就決定了吧	5.4	5.5	0.49	1.118
不過我的主張是女人不應該參與政治而是去歲靜	3.5	5.0	0.5	2.236
調戲婦女挑逗年輕女性	3.25	5.0	0.433	0.0
放在一起更是引人注目	5.333	6.0	0.471	1.414
可惜他的這張嘴	3.6	4.75	0.49	0.829
這樣的學生應該自覺退學	3.0	6.0	0.0	0.707
濫用沉默在咆哮	3.0	4.667	0.0	0.471
地理隔絕的環境加上日本國內大多數權勢者和民眾都是保皇派	5.0	4.0	0.0	1.414
究竟是否真的算是影史票房冠軍	5.0	5.667	0.816	0.471
夢見自己向別人道歉	4.333	2.25	0.471	1.299
不以為然的奇事多了	4.6	5.0	0.49	0.707
雖然乃乃性格消極內向	4.333	3.667	1.247	2.055
早上去耳鼻喉診所看說我可能是耳石脫落	4.0	3.0	1.0	1.0
美爹的軍火商可高興壞了	8.0	8.0	0.816	1.0
不過偶爾也是要讓自己放鬆的噢	6.0	6.0	0.894	0.707
漫無目的的遊蕩	4.333	3.667	0.471	0.471
均勻度的火箭飛機都能造	6.4	5.25	0.49	0.829
與前次的鬆散組織不同	6.0	3.0	0.0	0.816
一句壞話也不可出口	4.8	5.5	0.98	1.118
回去奔波辦完遇難親人的喪事	3.333	4.0	0.471	0.707
