Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
最討厭每年過年親戚間虛偽的拉拉扯扯	2.333	7.333	0.943	0.943
那麼珍惜每一塊錢的外婆一出手就是一千塊	6.0	4.75	0.894	0.829
我無論如何受之有愧	3.5	5.5	0.5	2.5
給錢也的確是她唯一的表達方式了	4.5	3.4	0.5	1.625
大部分有良知的還是通過不發聲來做到實事求是或者至少不歪曲事實	6.5	5.5	0.5	0.5
畢竟國內人身不算自由	3.0	5.0	0.0	0.816
這樣的言論會不會被帶走	4.75	4.5	0.433	0.5
文說要轟炸捷運一樣	3.4	5.8	0.49	1.6
美國升級關稅舉措不僅將損害美中兩國經濟	3.0	4.5	0.0	0.5
德國機械裝置製造業聯合會外貿事務負責人烏爾裡希	5.0	3.0	0.0	1.633
歐洲機械裝置製造業也將受到美國關稅升級的衝擊	3.5	2.5	0.5	0.866
被嚇到是真的挺有同感的	5.6	5.2	1.2	1.6
他現在已經感受到黨內外和國內外的各種危險	3.75	4.5	0.433	0.5
他鬥來鬥去就是要控制局面	4.5	4.0	0.5	2.121
跑到安全地方逍遙快活了	5.667	4.667	1.886	0.943
不知道這樣刷推效果如何	5.0	4.333	0.816	0.471
你們又不是貧窮的人	4.5	5.0	0.5	1.0
聊了很多分手後發生的事情	5.0	4.0	0.0	1.414
世界上沒有第二個國家如此成就	7.0	6.75	0.0	1.09
你所得到的民主無非是過了一下嘴淫而己	3.4	6.5	0.49	0.5
鳥語花香向來都是讓人暇意愉快的美景	6.667	5.0	0.471	0.816
但是鳥的圖案則不太適合放在夫婦的睡房	4.0	4.75	0.0	0.829
第一反應就是反抗	4.0	5.333	0.816	2.055
兩人都是力改之前政府多年沉珂弊病而務實的人	6.6	4.2	0.49	0.98
真的不太會注意到跟他不那麼熟的人	4.4	4.0	0.49	2.0
一種像彈珠掉地板反覆彈跳多次的聲音	5.0	2.5	0.0	0.5
情緒亦有點燥動	3.5	6.333	0.5	0.943
怎樣能更平步青雲	4.667	3.667	1.247	1.886
V力讓聲音不出現異常	6.333	3.667	0.471	2.055
現在關燈躺下閉眼又大聲嚎哭出來	2.667	8.333	0.471	0.471
感謝追星路上阿米為防彈及彼此應援	7.0	5.5	0.0	0.866
詳細內容將陸續公佈	5.4	3.75	0.49	0.433
慢慢聽他講下來聽哭了	3.75	4.25	0.433	1.785
發照給她時她一直問我是不是所有人的親屬都到了	4.667	3.667	0.471	2.055
聽出她話語的失落	3.6	4.6	0.49	1.855
一直擔心累到她	4.0	5.25	0.0	1.299
結果要去喪禮的兩人一個還在睡一個出去了	4.0	4.25	0.0	0.829
我沒要去只是要準備老爸	5.0	4.0	0.0	0.816
10日接受美國媒體訪談時淡化朝鮮恢復試射行動的意義	4.4	3.75	0.49	0.829
練習等待跟接受	5.667	3.5	0.471	1.118
就是一個嚴重分裂症患者	4.0	5.333	0.0	0.471
這明顯是對匪自己不利才會選擇的行為	4.333	4.333	0.943	2.357
認為中國其實知道他一定會贏	5.0	3.0	0.0	2.0
可能被要求遣返大	4.0	4.5	0.0	0.5
頑固的推行加贈關稅	3.5	5.25	0.5	0.829
東一榔頭西一棒子的到處惹事兒蹭熱點	3.333	4.667	0.471	0.471
這樣也是變相幫他開口	4.5	6.0	0.5	0.0
而且將阻礙全世界的穩定和繁榮發展	3.0	5.5	0.0	0.5
美中兩國貿易摩擦加劇	3.5	5.5	0.5	0.5
如果明年總統選舉實現連任	4.0	4.0	0.0	0.0
在我的第二屆任期內進行談判的話	5.0	1.5	0.0	0.5
你有種就堅持下去	4.25	8.0	0.829	0.707
我還是不太能習慣推特不能修改這件事	4.0	5.5	0.0	0.5
冷靜理智客觀分析事物	5.75	3.2	0.829	1.6
總是選擇自己有利的一面	3.667	5.667	0.471	0.471
美國政府加徵關稅不是解決問題的辦法	4.0	6.0	0.0	1.225
美方再度高舉關稅大棒加劇中美經貿摩擦升級風險	4.5	4.4	0.5	1.744
新浪微博這個中國最大的社交及時平臺輿論的監控已經到了髮指的地步	2.667	4.333	0.471	0.471
中共已經害怕到了極致	3.0	6.5	1.414	1.803
坦誠地與美方交換意見	6.4	3.75	0.49	0.829
孟晚舟保釋案進入第二天聽證	4.6	3.75	0.49	0.829
他們是從來不相信雙贏結局的	4.0	5.0	0.0	1.673
他們會利用談判作為手段	4.0	5.0	0.0	0.707
這樣的威脅一旦實現就會破壞產業鏈	3.0	4.75	0.0	0.829
中國會受到極大損失	4.25	5.0	0.829	1.225
講價值理念無效可以談經濟民生	4.25	4.75	0.829	0.829
記得以前就有看到過談對捐卵傷害認識不足的文章	5.0	5.0	0.0	0.707
留意一下看看是不是都來自同一家店	5.0	2.667	0.0	0.943
擅自改變產品的存放方式	4.25	3.8	0.433	2.04
完全破壞產品的食用期限	3.333	4.667	0.471	0.471
那還是德國沒提防的情況下	4.0	5.0	0.0	0.0
但美國通過軍事手段直接或間接地推翻了薩達姆	5.5	6.0	0.5	1.0
米洛舍維奇等獨裁政權	4.0	3.2	0.0	1.6
從來都是那些如同中國共畜坑騙	2.0	6.333	0.0	0.471
欺凌本國人民的腐朽政體	2.5	5.75	0.5	0.829
從小我經常覺得現實很無聊	3.667	4.333	0.471	0.471
就變得比較快樂	6.6	4.4	0.49	1.744
菲律賓總統杜特蒂10日稱讚中國的經濟發展和中國人民的工作態度	6.5	5.0	0.5	0.707
鼓勵當地民眾學習	7.5	4.4	0.5	1.2
除了去發掘各地整鹹魚特色外	6.0	5.333	0.707	0.471
米德加爾特大陸主要由三個國家分據	5.0	2.667	0.0	1.247
儘管冒險者的足印在各地留下痕跡	5.0	5.333	0.707	0.471
技能和經驗獲得極大值	7.5	6.5	1.5	1.5
它不會為中國帶來什麼根本性的變動	3.5	4.0	0.5	1.0
指望貿易戰改變中國經濟	5.75	5.75	0.433	0.433
覺得中國因此經濟會崩潰的	4.0	4.667	0.816	1.247
不是和中國現實太脫節	3.667	4.667	0.471	2.055
可惜軍部的人已經瘋了	3.6	5.0	0.49	1.414
是不是日本也是一個缺少資源的國家	3.5	3.5	0.5	0.5
中國的使用者真是很慘	3.0	4.333	0.707	0.471
人性卑劣的很多	3.0	4.25	0.707	0.829
所以問題一大堆	3.4	6.0	0.49	0.707
滿足不了執法需要	3.4	4.75	0.49	1.09
所以有必要建立一支	5.0	4.25	0.0	2.773
高素質高學歷高理解力的有暴力武器	3.0	5.75	0.707	1.785
梳理和處理社會上出現的各種犯罪	5.667	4.0	0.471	0.816
其實我只是卑鄙又自私罷了	2.75	6.0	0.433	0.707
因為我就是個徹頭徹尾的爛人	2.0	6.8	0.0	1.6
老師平時比較嚴格	5.0	4.0	0.0	0.707
平安的柴米油鹽小生活	6.667	2.667	0.471	1.247
過去他們很輕鬆地賺錢	5.667	4.0	1.247	0.816
所以許諾了高福利	6.0	4.25	0.0	0.829
但是現在賺錢難了	2.667	5.667	0.471	0.943
就是有這麼多明明更無知卻又自大爆棚的人	2.5	5.6	0.5	1.744
母親節最大的幸福	7.0	5.75	0.0	0.829
我沒有讓新的生命來受苦	6.5	4.5	0.5	1.5
略帶發力的緊張	4.333	3.75	0.471	1.92
沉默是擴充套件	4.333	2.667	0.471	1.7
我會為你的心產生敬意	6.75	4.25	0.829	0.829
共產黨盜國賊壞	2.2	7.0	0.98	0.0
歌頌這美麗的5月	7.667	5.667	0.471	0.471
主宰美麗的是心情	6.6	4.0	0.49	1.414
不論是辦報紙還是鬧革命	4.75	5.25	0.433	1.299
你看敵人都真生氣了	3.0	5.5	1.0	0.5
狗老闆日復一日讓我們小輩無節制加班	2.5	7.0	1.118	0.707
內心罵了幾百遍還是默默坐下校稿子	4.667	4.0	0.471	0.816
現在差的是政府	3.5	5.75	0.5	1.785
又如何可以推動社會變革呢	4.0	5.75	0.0	0.829
已經觸及到中國文化傳統的核心	5.0	4.0	0.0	2.16
不確定能不能破解	4.0	4.333	0.0	0.943
那你得擔保你們總統別明天不加稅了	5.0	6.0	0.0	0.0
皇宮大院是越來越敏感了	4.5	5.0	0.5	1.0
可能繼續活著總會看清	5.667	5.667	0.471	0.471
又或者跳出軀殼才能看到整體	4.5	3.5	0.5	1.5
那些無法嘗試兩次的	5.0	2.0	0.0	1.0
還真是飛來橫禍不砸花花草草專砸我	3.0	6.5	0.0	0.5
所以說果然不宜傷春悲秋嗎我靠	3.0	7.667	0.0	0.471
而中方的法律則是如毛澤東說過的	5.0	4.0	0.0	0.0
的故事應該不陌生的吧	5.333	5.0	0.471	0.816
考察隊被困住了	3.667	5.667	0.471	1.247
雪崩的時候發生了不幸	3.0	5.75	0.707	0.829
有一位成員犧牲了	2.333	4.667	0.943	2.055
到西方極樂世界逍遙一世	6.5	4.5	0.5	1.803
農民插秧被雷擊倒身亡整段過程被拍下	3.5	5.0	0.5	0.707
雷德福和保羅一直策劃兩人的第三次合作	5.333	3.667	0.471	1.7
這次未成型的合作成為了永久的遺憾	2.5	5.333	0.5	0.471
很興奮搬到到紐約新的總部地點	7.333	6.333	0.471	2.494
我們被通知由於中國的一個國家購買了大樓	5.0	1.667	0.0	0.471
香港將成為中國的下一個自經區	3.333	4.667	1.247	1.247
會被美國取消關稅優待	4.0	2.667	0.0	0.471
不過香港沒有錯	5.333	5.75	0.471	2.278
乞丐傳頭就破口大罵	3.333	4.333	0.471	1.247
週日出外遇著遊行抗議	4.0	4.667	0.816	1.247
我們不需要這樣的英雄	3.667	6.5	0.471	1.118
美國校園槍擊案連發兩週內兩名學生捨身救人	6.5	5.6	0.866	2.154
在毛澤東剛去世時	3.5	6.0	0.5	1.0
北京盛傳一個幽默評語	6.0	5.0	1.414	0.816
在歷史上的地位	5.0	4.5	0.0	0.5
高峰論壇在京舉行期間	5.0	2.75	0.0	0.829
妻子姚敏華被非法拘禁	2.25	3.25	0.433	1.785
導致王扣瑪罹患嚴重肺炎	3.333	4.0	0.471	2.16
原生家庭的桎梏怎麼可能那麼容易擺脫掉	3.4	6.5	0.49	0.866
最使人疲憊的往往不是道路的遙遠	4.0	5.5	1.0	0.5
而是心中的鬱悶	3.667	5.333	0.471	0.471
我最常聽到支援同婚的異性戀的角度是	5.0	2.0	0.0	1.414
異性戀結婚也不用別人同意	5.6	3.5	0.49	1.118
被文貴詐騙貸款的銀行	3.5	4.5	0.5	0.5
被文貴構陷入獄的老夥伴	3.0	3.0	0.0	1.673
而放棄生存的意志	3.0	5.667	0.707	0.471
不難看出像我同樣命運的人很多	4.5	2.5	0.5	1.5
以求得到精神上的超然解脫	7.0	6.333	0.707	0.943
寂光院最為著名是院內的日本庭園	6.0	5.0	0.0	0.816
寂光院更顯精巧別緻	6.4	5.25	0.49	0.829
斯柯達看風景的繼續反饋可讀性的小組賽隨時隨地很好的回答你的決定繼續舒適度度假酒店不得不服厚度和道德大型活動基督教反對基督教機動車的很多很多很多很好的很多很多很多哈哈哈哈打交	5.0	3.5	0.0	2.5
最高檢清理久押不決是在清理違法行為	7.0	6.0	0.0	0.0
而不是說久押不決合法	3.667	5.333	0.471	2.357
但是不能因為立場而卑鄙到顛倒黑白的程度	4.0	7.25	0.707	0.829
另一方面也看到在中共統治下中國人民的愚昧無知	3.4	5.2	0.49	1.939
黑龍江省大慶市薩爾圖區法輪功學員丁洪娟女士被薩爾圖區開發區法院枉法冤判兩年	3.0	5.0	0.0	0.707
並被敲詐勒索三千元錢	3.0	6.25	0.0	0.829
郭文貴今日再造法庭謠言	3.0	4.2	0.0	1.47
崇拜的其實是權力	3.8	6.25	1.47	0.829
肯定S有罵學生	3.5	4.75	0.5	1.92
更不要說講牢騷話	4.0	6.667	0.0	0.471
貴族青年魯道夫建造了一座矮小的城堡	5.0	2.25	0.0	1.299
人云算術不及格	3.333	4.667	0.471	0.471
以厭勝之術詛咒教主	3.5	6.0	1.118	0.816
從美國推進貿易談判的情況看	5.0	2.667	0.0	1.247
並且必須改頭換面	5.0	5.5	0.0	0.5
毛病在於太自以為是	3.5	6.0	0.5	0.0
忘記自己半斤八兩了	3.0	4.0	0.0	1.414
事實證明每一箇中國人都是中共惡行的受害者	2.5	5.75	0.5	1.92
可惜經濟實在太沒存在感	3.667	3.667	0.471	0.471
不過我不便透漏地點	4.6	5.0	0.49	1.225
阿嬤的味道我也很懷念	6.5	7.5	0.5	0.5
如果有歹人趁機行凶	4.5	5.25	0.5	1.479
致使警員疏於防範	3.4	5.25	0.49	0.829
現線上條有些清晰了	5.5	3.5	0.5	0.5
我一句話不行要推翻重談	3.5	5.0	0.5	2.0
媽咪廚房重要通知	5.0	4.75	0.0	1.785
故停止所有訂單	4.4	3.8	0.49	2.135
螢幕在手掌包圍下的部分基本上都是可操控的	5.0	3.5	0.0	1.5
日本秋田犬面臨滅絕	2.6	5.25	0.49	0.433
儲存一些有用的資訊	6.0	3.5	0.707	1.118
已經於早上修復完成	6.333	4.0	0.471	0.816
開放4個開始使用	5.0	2.25	0.0	1.299
然後遲疑很久才發	4.0	4.0	0.707	1.414
外媒中的官媒都挺認真的	5.667	4.333	1.247	0.471
十分謝謝媒體朋友	7.0	4.25	0.0	1.299
看公開信的革命情懷	6.667	5.667	0.471	1.7
外賣小哥路口違停攙扶老人過馬路	6.25	3.4	0.433	1.744
福建南平一位外賣小哥在路口違規停車	3.4	4.0	0.49	1.414
考慮外賣小哥違停實際原因	5.0	2.8	0.0	1.6
但今天就有女生穿粗跟涼鞋參加	5.0	3.333	0.0	2.055
其他日本婆媽小聲議論	4.333	5.333	0.471	1.7
當事人倒是跟同伴開開心心的	4.0	6.333	0.0	0.943
系統維護期間將無法登入遊戲	4.0	3.2	0.0	1.47
?魚湧門市都休息一天	4.0	3.5	0.0	1.118
最喜歡號錫不耐煩的時候	6.667	5.0	0.471	0.816
為了慶祝花了一個蛋糕錢	5.5	4.5	0.5	0.866
但至少是願意聽我說話的人	6.0	4.5	0.0	0.5
嘮嘮叨叨這類事情	4.0	5.0	0.0	1.225
吉他喝多了在狂笑	6.667	6.75	0.471	1.299
喧鬧的人都在流浪	4.0	3.6	0.0	2.332
故事因為劇透而讓人沒興趣再往下讀	3.0	5.0	0.0	0.816
猶豫要不要接著看完剩下的3	5.5	2.0	0.5	1.0
摔筆或是很用力劃掉原稿	3.0	7.0	0.0	0.0
我就覺得天啊超尷尬	3.333	7.667	0.471	0.943
她這樣劃掉也太沒禮貌了吧	3.0	6.4	0.0	1.2
不然就安靜的看	4.667	3.667	0.471	1.7
夢見自己向別人道歉	4.333	2.25	0.471	1.299
少發表意見免得惹麻煩	3.667	5.0	0.471	1.414
這沒風度沒肚量的咖?	2.5	6.0	0.5	1.789
不尊重代議士的賣菜蝓	3.0	6.0	0.0	0.707
當宗痛必是效忠支那的魁儡蛆長應聲蟲	1.667	6.333	0.471	2.494
我他媽的怎麼會不懂你	3.333	8.333	1.247	0.471
我拼命跟你道歉尋求解決方法	3.5	6.75	0.5	0.829
竟然連偶的龜孫都敢洗板	3.333	7.0	0.471	0.0
惡意殺價和持有毒品聞名	3.667	5.0	0.471	0.816
會期待別人依照他們的準則做事	5.75	5.75	0.433	0.829
你寫個穩定產出的部落格我也算你有	7.0	6.0	0.0	0.0
滑世界超級之大笑話	5.333	6.0	0.943	2.16
誰就是那個低能兒	3.0	6.0	0.0	1.414
一個自稱很久以前見過我的人來跟我說話	5.0	2.75	0.0	1.785
能早來當然會早來	5.2	6.25	1.47	0.433
據香港南華早報透露	4.667	2.667	0.471	1.7
而拒絕更多讓步的中國國家主席習近平表示自己會負完全責任	4.333	3.667	0.471	1.247
簡直是人生惡夢的開端	2.6	6.75	0.49	0.829
我問你該如何達成目的	5.0	6.0	0.0	1.225
我不在乎那些流言蜚言	6.0	2.667	0.0	1.247
然而你依然選擇了逃避	3.333	5.0	0.471	1.414
當韓國瑜暢談要在高雄設定自經區	3.333	6.0	0.471	0.0
斷斷續續把消滅第四集看完了	5.5	2.5	0.5	1.5
昨天晚上夢見海賊王了	7.0	5.0	0.0	0.0
因為做工很粗糙	3.4	5.25	0.49	0.433
也有能讓青年的我有所共鳴的細膩處	6.6	5.4	0.49	1.2
我值得被你這樣嫌棄	4.0	6.0	0.0	0.0
每次看到梵谷兄弟相關的文章就很感動	7.0	6.75	0.707	0.829
講得內容越複雜越長	4.0	4.75	0.0	0.433
到時候您不覺得讚了就不讚了哈哈哈	5.0	5.667	0.816	3.399
現在摸不準少數派哪些文章收費哪些免費	4.5	3.25	0.5	1.92
所以其施政剛猛直接無謀無畏	6.5	6.0	0.5	1.0
只能聽諂媚不能聽良謀	3.0	4.75	0.0	0.433
只能接受勝利不能接受退守	5.5	6.5	0.866	0.5
懶得和他起衝突	4.667	4.333	0.471	0.471
利益這東西說不準的啊	4.0	6.667	0.0	0.471
為什麼不準發有人負責嗎	3.5	5.0	0.5	0.0
音准不准我不知道	4.667	3.667	0.471	0.943
那種不屑的調調	3.0	5.333	0.0	0.471
能讓電視機前的老鄉爽一週	7.0	5.0	0.0	0.0
那麼大大多數人還是錯誤的	3.333	4.0	0.471	2.16
身上透著一股野獸般狂暴的氣息	4.667	5.333	0.471	2.494
我知道你是不小心	6.0	5.0	0.0	0.0
則不可得志於天下矣	4.0	4.2	0.0	2.926
我在嘉興遇到郭大哥和蓉兒	5.0	3.25	0.0	1.92
總有一種不祥的預感	3.5	5.6	0.5	2.417
健康和生活質量	5.4	2.8	0.49	1.47
雨兒便把他解開了	5.6	5.25	0.49	0.433
我看我符不符合	5.0	2.0	0.0	0.816
是不是偷換概念	4.4	4.2	0.49	2.135
既然無法證明那是真理	4.0	5.25	0.0	1.299
第一次讀紅樓夢時不解為何在講正篇故事前有那麼長一段看似無關的故事	5.0	2.75	0.707	1.299
惟有功名忘不了	4.6	5.25	1.2	1.09
人生的無常與虛華	3.0	4.0	0.707	2.0
美國人頓時呆了!	5.4	7.75	0.49	0.433
不斷向著自己的目標前進	7.5	6.0	0.5	0.707
鄧屠夫和姚依林那樣的共產黨領導人才是明白人	6.5	6.0	0.5	2.0
都是本身擅長廚藝的母親	6.4	5.25	0.49	0.829
我家廚房真的不大	4.0	7.0	0.0	0.0
如果你要把你的孩子當廢物養	2.6	7.6	0.49	0.49
會引起他人不適的部位全部遮起來	5.5	5.0	0.5	0.0
東西也吃不下吃不多但是又覺得餓煩惱啊	3.6	6.5	0.49	0.5
可能可以幫助改善消化系統健康	6.6	4.4	0.49	2.059
以增加吸收重要營養素	6.4	3.25	0.49	0.433
垃圾會先會甘心	2.5	4.5	0.5	1.5
鬧雙胞胎的立法會逃犯條例法案委員會召開	4.667	3.667	0.471	0.943
去找個小幫手去買杯熱巧克力或桂圓茶來喝	5.5	3.5	0.5	2.5
註定就是個蠢貨	3.5	6.5	0.5	0.5
這樣算起來誰更便宜	5.5	5.0	0.5	0.707
覺得自己的身體很老實	6.5	3.2	0.5	1.47
今天起床就感受到活力	7.0	6.75	0.894	0.829
00向所有的母親們致以衷心的問候	7.0	6.0	0.0	0.816
窩老也事仇女分子	3.6	6.0	0.49	0.707
不過我的主張是女人不應該參與政治而是去歲靜	3.5	5.0	0.5	2.236
美國已在該地區發動心理戰	5.0	3.0	0.0	1.581
回去奔波辦完遇難親人的喪事	3.333	4.0	0.471	0.707
重光暨安香科儀圓滿	6.0	2.0	0.0	0.0
豐富了我的記憶	7.333	5.333	0.471	0.471
中共流氓政權是聖潔天使	4.6	6.5	2.577	0.5
可能我做的東西都很多餘	2.667	6.0	0.471	0.707
我不需要那個東西	3.333	6.333	0.471	0.471
做出來的都不一樣呵呵	4.0	6.25	0.0	0.829
說來說去只是博同情而已	4.0	5.5	0.0	1.118
的話我們也無法體會到百餘年	4.5	3.333	0.5	0.471
那拜託你選上總統之後	5.25	5.8	0.433	2.135
1章咕噠知道真相後的消沉	3.0	2.667	0.0	0.471
火腿腸非常不衛生	3.2	6.5	0.98	0.5
中國平均每六個人就有一個癌症患者	2.667	3.0	0.471	1.633
癌症治療一個月需要4	5.0	3.0	0.0	1.414
